carretera_id,state_slug,carretera,clave_carretera,ruta,station_count
255,coahuila,Saltillo - Arteaga,05008,COA-106,9
256,coahuila,Saltillo - Monterrey,00087,MEX-040,18
257,coahuila,Morelos - Cd. Acuña,05029,MEX-029,9
258,coahuila,Saltillo - Torreón (Cuota) T2, ,MEX-040D,8
259,coahuila,T. C. (Ent. Morelos - Saltillo) - Parras de La Fuente,05510,COA-105,5
260,coahuila,Allende - Villa Unión,05001,COA-015,2
261,coahuila,Ent. La Cuchilla - San Pedro de las Colonias,05021,MEX-040,5
262,coahuila,Durango - Torreón,10085,MEX-040,36
263,coahuila,Ent. Bella Unión - Saltillo,05003,MEX-057,5
264,coahuila,Ent. Morelos - Saltillo,00149,MEX-054,32
265,coahuila,Corredor Libramiento de San Pedro,05023,COA-087,2
266,coahuila,Libramiento de Matamoros,05032,COA,5
267,coahuila,Piedras Negras - Cd. Acuña,05061,MEX-002,3
268,coahuila,Morelos - Ent. Las Corrientes,05500,COA-010,3
269,coahuila,Nueva Rosita - Ent. Allende (Cuota),05502,MEX-057D,4
270,coahuila,Puerto de Flores - El Hondable,05512,COA-112,3
271,coahuila,Puerto México - La Encantada,05002,MEX-057,4
272,coahuila,Nueva Rosita - Boquillas del Carmen,05028,MEX-053,10
273,coahuila,Cd. Acuña - Presa de La Amistad,05085,MEX-002,5
274,coahuila,Emiliano Zapata - Viesca,05521,COA-082,2
275,coahuila,Libramiento de Saltillo J.L.P.,05031,COA,5
276,coahuila,Libramiento Oriente de Saltillo (Cuota),00115,MEX-057D,6
277,coahuila,El Sauz - Palau,05060,COA-022,6
278,coahuila,Ent. La Rosa - General Cepeda,05034,COA-034,2
279,coahuila,Matamoros - La Unión,05023,COA-070,8
280,coahuila,Matamoros - El Fresno,05023,COA-078,2
281,coahuila,Gregorio García - Francisco I. Madero,00110,MEX-040,3
282,coahuila,Ramal a Lamadrid,05522,COA-042,2
283,coahuila,Ramal a Hipólito,05509,COA-114,2
284,coahuila,Libramiento Norponiente de Saltillo (Cuota),05022,MEX-054D,6
285,coahuila,Ojo Caliente - Santa Cruz,05007,MEX-057,2
286,coahuila,Monterrey - Castaños,00128,MEX-053,13
287,coahuila,Sabinas - Don Martín,05501,COA-025,4
288,coahuila,Monclova - Estación Candela,00501,COA-030-NL,5
289,coahuila,Saltillo - Torreón (Cuota) T1, ,MEX-040D,5
290,coahuila,Saltillo - Monterrey (Cuota),00087,MEX-040D,8
291,coahuila,T. C. (Saltillo - Monclova) - Ramos Arizpe,05508,COA,2
292,coahuila,Torreón - Escuadrón 201,05022,COA-011,4
293,coahuila,Torreón - San Pedro de las Colonias,05021,COA-MEX-030,22
294,colima,Colima - Cd. Guzmán,00117,MEX-054,17
295,colima,Comala - San Antonio,06030,COL-016,4
296,colima,Costera Laguna de Cuyutlán,06010,COL,2
297,colima,Ent. Playa Azul - Manzanillo,00495,MEX-200,30
298,colima,Manzanillo - Puerto Vallarta,00070,MEX-200,27
299,colima,Libramiento de Manzanillo Norte,06122,MEX-200,6
300,colima,Libramiento de Manzanillo (Libre),06574,MEX-200,3
301,colima,Ramal a Tecuanillo,06009,COL-009,2
302,colima,Libramiento Poniente Arco Sur de Tecomán, ,COL,4
303,colima,Minatitlán - Ent. Pez Vela,06015,MEX-098,6
304,colima,Ramal a Ixtlahuacán,06577,COL-005,2
305,colima,Paso por Los Asmoles,06120,MEX-110,2
306,colima,T. C. (Guadalajara - Colima Cuota) - Quesería,06001,COL-001,2
307,colima,Armería - Manzanillo (Cuota),06585,MEX-200D,13
308,colima,Colima - Ent. Tecomán,06119,MEX-110,12
309,colima,Colima - Comala,06016,COL-016,4
310,colima,Coquimatlán - Pueblo Juárez,06029,COL-034,2
311,colima,Guadalajara - Colima (Cuota),00118,MEX-054D,25
312,colima,Ramal a Aeropuerto de Colima,06224,COL,2
313,colima,Ramal a Cuyutlán,06225,MEX-200,2
314,colima,Ramal a Los Tepames,06004,COL-004,2
315,colima,Armería - Playa El Paraíso,06580,COL,2
316,colima,Colima - Coquimatlán,06034,COL-034,5
317,colima,Cuauhtémoc - Colima,06019,COL-019,4
318,colima,Jiquilpan - Colima,00156,MEX-110,20
319,colima,Libramiento Poniente de Colima,06122,COL,3
320,colima,Libramiento de Colima,06573,MEX-054,4
321,colima,Libramiento Campos - Alameda, ,MEX,2
322,colima,Ramal a Cerro de Los Juanes,06009,MEX-098,2
323,colima,Ramal a Rincón de López,06578,COL,2
324,colima,Libramiento de Comala, ,COL-016,2
325,colima,Libramiento de Tecomán,06122,COL,4
326,colima,Ramal a Camotlán de Miraflores,06009,COL,2
327,colima,Los Limones - Loma de Juárez,06122,COL,2
328,colima,Ramal a Cerro de Ortega,06009,MEX-200,2
329,colima,Ramal a Aeropuerto Manzanillo,06582,COL,2
330,colima,Paso por La Salada,06121,MEX-110,2
331,colima,Puerta de Caleras - Madrid,06014,COL-014,2
332,colima,Ramal a Las Brisas,06571,COL,4
333,colima,Tecomán - Boca de Pascuales,06226,MEX-200,2
334,colima,Ramal a Rancho Valle Nuevo,06583,COL,2
335,colima,Tecomán - La Mascota,06572,COL,3
336,colima,Trapichillos - Estación Alzada,06003,COL-003,2
337,colima,Villa de Álvarez - Minatitlán,06040,COL,2
338,distrito federal,México - Cuernavaca (Libre),00040,MEX-095,18
339,distrito federal,México - Puebla (Cuota),00450,MEX-150D,62
340,distrito federal,México - Cuernavaca (Cuota),00041,MEX-095D,16
341,distrito federal,México - Toluca,00447,MEX-015,25
342,distrito federal,México - Pachuca (Cuota),00432,MEX-085D,17
343,distrito federal,San Gregorio - Oaxtepec,00901,MEX-113,11
344,distrito federal,México - Puebla (Libre),00449,MEX-150,27
345,distrito federal,T. C. (México - Mixquic) - San Pablo Atlazalpan,00044,EM-106-CDMX,3
346,distrito federal,Chalco - Mixquic,00171,EM-CDMX,4
347,distrito federal,Chalco - Tláhuac,00170,EM-CDMX,5
348,distrito federal,México - Querétaro (Cuota),00411,MEX-057-MEX-057D,63
349,distrito federal,La Venta - Chamapa (Cuota),15014,EM-D,10
350,distrito federal,Xalatlaco - El Ajusco,00017,EM-CDMX,3
351,distrito federal,México - Pachuca (Libre),00431,MEX-085,36
352,distrito federal,México - Toluca (Cuota),00446,MEX-015D,15
353,durango,Durango - Ent. La Zarca,10016,MEX-045,17
354,durango,Durango - Mezquital,10423,MEX-023,8
355,durango,Durango - Torreón,10085,MEX-040,36
356,durango,Ent. La Zarca - Hidalgo del Parral,00488,MEX-045,9
357,durango,Bermejillo - El Palmito,10105,MEX-030,6
358,durango,Durango - Villa Unión,0083,MEX-040,12
359,durango,Gómez Palacio - Jiménez,00006,MEX-049,19
360,durango,Ent. Los Herrera - Topia,10090,MEX-036,3
361,durango,Guadalupe Aguilera - Tepehuanes,10220,MEX-023,9
362,durango,Durango - Aserradero La Flor,10422,DGO-115,7
363,durango,Durango - Mazatlán (Cuota),00084,MEX-040D,14
364,durango,Durango - Yerbanís (Cuota),10003,MEX-040D,10
365,durango,Ent. La Chicharrona - Cuencamé,00152,MEX-049,17
366,durango,Libramiento Sur de Durango, ,MEX-045,7
367,durango,Gómez Palacio - Tlahualillo de Zaragoza,10005,MEX-040,8
368,durango,La Torreña - Brittingham,10010,DGO-325,6
369,durango,Libramiento Cuencamé,10006,DGO,4
370,durango,Libramiento de Durango (Cuota),10006,MEX-040D,4
371,durango,Ramal a Otinapa,10002,MEX,2
372,durango,Ramal a Santa Clara,10287,MEX-049,2
373,durango,Pedriceña - Ent. Rodeo,10002,MEX-034,4
374,durango,Ramal Distribuidor Presa Peña del Águila,10016,MEX-045,3
375,durango,Súchil - Villa Unión,10419,DGO-241,7
376,durango,Gómez Palacio - Corralitos (Cuota),00016,MEX-049D,18
377,durango,Gregorio García - Francisco I. Madero,00110,MEX-040,3
378,durango,Libramiento Norte de Torreón (Cuota), ,MEX-040D,5
379,durango,Ramal a San Juan del Río,10001,DGO-290,3
380,durango,Libramiento de Torreón-Gómez Palacio-Lerdo,05516,COA-DGO-MEX-040-049,8
381,durango,Ramal a Villa Juárez,10287,MEX-040,3
382,durango,Mezquital - San Miguel de Temoaya,10006,DGO,2
383,durango,Amado Nervo - La Ochoa,10012,DGO-542,3
384,durango,Jabonoso - Esmeralda,10004,DGO-363,3
385,durango,Ceballos - El Mirador,10417,DGO-044,2
386,durango,Gómez Palacio - La Unión,10009,MEX-040,5
387,durango,Hidalgo del Parral - Guadalupe y Calvo,00802,MEX-024,8
388,durango,Libramiento Exterior Cuencamé,10006,MEX-049,2
389,durango,Libramiento Oriente de Durango, ,MEX-045,4
390,durango,Tlahualillo de Zaragoza - T.C. Gómez Palacio - Jiménez,10419,MEX-040-DGO,2
391,durango,Yerbanís - Gómez Palicio (Cuota),10003,MEX-040D,16
392,durango,Yerbanís - Peñón Blanco,10032,DGO-316,2
393,durango,Zacatecas - Durango,00544,MEX-045,44
394,guanajuato,Ent. San Miguel de Allende - Dr. Mora,11001,GTO-001,5
395,guanajuato,Irapuato - León,11123,MEX-045,23
396,guanajuato,Guanajuato - Los Infantes,11067,MEX-110-GTO,7
397,guanajuato,Ent. Begoña - Ent. Presa de Manantiales,11812,GTO,2
398,guanajuato,Dolores Hidalgo - Ojuelos de Jalisco,00107,MEX-051,6
399,guanajuato,Celaya - Dolores Hidalgo,11109,MEX-051-GTO,17
400,guanajuato,La Noria - Acámbaro,00131,MEX-120,8
401,guanajuato,Irapuato - Zapotlanejo,00114,MEX-090,37
402,guanajuato,Morelia - Salamanca,00124,MEX-043,24
403,guanajuato,Libramiento de San Felipe Torres Mochas,11012,GTO,2
404,guanajuato,Ent. Santa Teresa - Silao,11070,MEX-110,5
405,guanajuato,Morelia - Salamanca (Cuota),00124,MEX-043D,13
406,guanajuato,Libramiento de Salamanca,11002,GTO,4
407,guanajuato,Libramiento de Salvatierra,11012,GTO,5
408,guanajuato,León - Aguascalientes (Cuota),00013,MEX-045D,27
409,guanajuato,León - Aguascalientes,00167,MEX-045,36
410,guanajuato,Querétaro - Irapuato (Libre),00154,MEX-045,26
411,guanajuato,Querétaro - Irapuato (Cuota),00423,MEX-045D,32
412,guanajuato,Munguía - Las Adjuntas,11815,MEX-084,6
413,guanajuato,León - Manuel Doblado,11069,GTO-037,12
414,guanajuato,Salamanca - Juventino Rosas,11817,GTO,2
415,guanajuato,San Luis de La Paz - Guanajuato,11108,MEX-110,14
416,guanajuato,Salamanca - León (Cuota), ,MEX-045D,21
417,guanajuato,San Luis de La Paz - San José Iturbide,11046,GTO,4
418,guanajuato,Querétaro - San Luis Potosí,00165,MEX-057,48
419,guanajuato,Acámbaro - Celaya,11066,MEX-051,10
420,guanajuato,Nuevo Libramiento de León,11133,GTO,8
421,guanajuato,Acámbaro - Zinapécuaro,00417,MEX-120,3
422,guanajuato,Ent. Buenavista - San Miguel de Allende,00111,MEX-057,4
423,guanajuato,Cortázar - Valle de Santiago,11016,MEX-GTO-017,2
424,guanajuato,Ent. La Fortaleza - Cortázar,11017,MEX-045,3
425,guanajuato,Guanajuato - Santa Rita,11810,GTO,13
426,guanajuato,Coroneo - La Sabanilla,00155,GTO,2
427,guanajuato,Huimilpan - El Lindero,00155,QRO-GTO,5
428,guanajuato,Guanajuato - Silao (Cuota),11810,GTO-110D,4
429,guanajuato,Lagos de Moreno - Villa de Arriaga (Cuota), ,MEX-080D,6
430,guanajuato,Manuel Doblado - La Piedad,11028,MEX-084,6
431,guanajuato,Maravatío - Acámbaro,00418,MEX-061,4
432,guanajuato,León - San Felipe Torres Mochas,11036,GTO,6
433,guanajuato,Libramiento de Abasolo,11011,GTO,3
434,guanajuato,Palmillas - Apaseo el Grande (Cuota), ,MEX-045D,13
435,guanajuato,Las Adjuntas - T. C. (Manuel Doblado - La Piedad),11820,MEX-084,2
436,guanajuato,Manuel Doblado - Plan de Ayala,11028,GTO,3
437,guanajuato,San Luis de La Paz - Cañada de Moreno,11134,MEX-110,2
438,guanajuato,Romita - El Saucillo,11201,GTO,2
439,guanajuato,Ent. de Zaragoza - San Felipe,00240,MEX-037,4
440,guanajuato,Ramal a San Diego de La Unión,11818,GTO,2
441,guanajuato,Libramiento de Celaya (Cuota),11011,GTO-D,4
442,guanajuato,Libramiento de Villa de Reyes (Poniente), ,MEX-037,3
443,guanajuato,Libramiento Norte de la Piedad (Cuota), ,MEX-110D,10
444,guanajuato,Libramiento Poniente de Irapuato (Cuota),11014,MEX-045D,6
445,guanajuato,Jalostotitlán - Purísima de Bustos,00142,JAL-GTO,5
446,guanajuato,Libramiento de San Miguel de Allende, ,MEX-057,6
447,guanajuato,Libramiento de Uriangato, ,MEX-043,4
448,guanajuato,Ramal a San José Iturbide,11201,MEX-057,4
449,guanajuato,Libramiento de San Luis de La Paz,11014,GTO,4
450,guanajuato,Salvatierra - Ent. Yuriria,11013,MEX-043,5
451,guanajuato,Nuevo Libramiento de Irapuato,11132,MEX-045,4
452,guanajuato,Salvatierra - Cortázar,11327,GTO,2
453,guanajuato,Silao - Los Arrastres,11029,GTO,3
454,guanajuato,Silao - La Romita,11029,GTO,3
455,guanajuato,T. C. (Villa del Pueblito - Huimilpan) - La Sabanilla,00155,QRO-GTO,6
456,guanajuato,Tepatitlán - Las Adjuntas,00141,JAL/MEX-084,9
457,guerrero,Chilpancingo - Acapulco,12045,MEX-095,20
458,guerrero,Chilpancingo - Jilotepec,12002,MEX-093,8
459,guerrero,Chilpancingo - Chichihualco,12426,MEX-095,3
460,guerrero,Cuernavaca - Chilpancingo,00042,MEX-095,41
461,guerrero,Cuernavaca - Acapulco (Cuota),00045,MEX-095D,49
462,guerrero,Las Cruces - Pinotepa Nacional,00073,MEX-200,33
463,guerrero,Las Petaquillas - Quechultenango, ,GRO,2
464,guerrero,Milpillas - T. C. (Acapulco - Zihuatanejo),12012,MEX-196,5
465,guerrero,Nueva Italia - Lázaro Cárdenas (Cuota),00032,MEX-037D,12
466,guerrero,Puente de Ixtla - Iguala (Cuota),00043,MEX-091D,8
467,guerrero,Pie de La Cuesta - Barra de Coyuca,12427,GRO,3
468,guerrero,San Juan de Los Llanos - Ometepec,12011,MEX-200,3
469,guerrero,Puerto Marqués - La Venta (Cuota),00043,GRO-D,6
470,guerrero,Acapulco - Aeropuerto Acapulco,12292,GRO,8
471,guerrero,T. C. (Iguala - Chilpancingo) - Atenango del Río,12001,GRO-001,5
472,guerrero,Acapulco - Zihuatanejo,12072,MEX-200,24
473,guerrero,Iguala - Cd. Altamirano,12195,MEX-051,8
474,guerrero,Ent. Alpuyeca - Grutas de Cacahuamilpa,00421,MEX-166,11
475,guerrero,Cd. Altamirano - T. C. (Zihuatanejo - La Mira),12422,MEX-134,4
476,guerrero,Ramal a Aeropuerto Zihuatanejo,12423,MEX-200,2
477,guerrero,Rancho Viejo - Taxco (Cuota),12010,MEX-092D,3
478,guerrero,Libramiento Norte de Acapulco,12421,MEX-095,3
479,guerrero,Ent. Potrero - Lomas de Chapultepec,12293,GRO,3
480,guerrero,Libramiento de Técpan (Cuota),00073,MEX-200D,3
481,guerrero,La Sabana - Puerto Marqués,12291,MEX-200,5
482,guerrero,Ramal a Cocula,12082,GRO,2
483,guerrero,Libramiento Poniente de Acapulco (Cuota), ,MEX-200D,4
484,guerrero,Ramal a La Unión, ,MEX-200,2
485,guerrero,Taxco - Ixcateopan,12083,GRO,2
486,guerrero,Teloloapan - Apaxtla de Castrejón,12081,GRO,2
487,guerrero,Tierra Colorada - Cruz Grande,12420,MEX-198,6
488,guerrero,Tlapa de Comonfort - Marquelia, ,GRO,2
489,guerrero,Toluca - Axixintla,00122,EM-MEX-055,27
490,guerrero,Toluca - Cd. Altamirano,00020,MEX-134,19
491,guerrero,Zacapalco - Rancho Viejo (Cuota),12010,MEX-092D,3
492,guerrero,Zihuatanejo - La Mira,00121,MEX-200,25
493,hidalgo,Álamo - Huejutla de Reyes,00116,MEX-127,5
494,hidalgo,Ent. Colonia - Portezuelo,13257,MEX-085,17
495,hidalgo,Ent. Tepeji del Río - Tlahuelilpan,13017,HGO-017,8
496,hidalgo,Francisco I. Madero - Tula de Allende,13043,HGO,3
497,hidalgo,Ent. Jorobas - Tula,00159,MEX-087,7
498,hidalgo,Jilotepec - Maravillas,00015,EM-HGO,7
499,hidalgo,Libramiento de Huichapan, ,MEX-045,5
500,hidalgo,México - Pachuca (Cuota),00432,MEX-085D,17
501,hidalgo,Los Reyes - El Tephé,00021,EM-HGO,20
502,hidalgo,Pachuca - Tempoal,00113,MEX-105,23
503,hidalgo,Portezuelo - Palmillas,00194,MEX-045,10
504,hidalgo,Libramiento Norte de la Ciudad de México (Cuota),0902,MEX-055D,57
505,hidalgo,México - Pachuca (Libre),00431,MEX-085,36
506,hidalgo,Pachuca - Túxpam,00608,MEX-130,32
507,hidalgo,Portezuelo - Cd. Valles,00023,MEX-085,21
508,hidalgo,San Alejo - Huayacocotla,00132,HGO-051-VER-113,5
509,hidalgo,México - Querétaro (Cuota),00411,MEX-057-MEX-057D,63
510,hidalgo,Pachuca - Cd. Sahagún,13088,MEX,13
511,hidalgo,T. C. (Los Reyes - El Tephé) - Tizayuca,00014,EM-HGO,3
512,hidalgo,Calpulalpan - El Ocote,00054,MEX-HGO,12
513,hidalgo,Cd. Sahagún - Ent. Emiliano Zapata,13255,HGO,7
514,hidalgo,Huichapan - Tecozautla,13030,HGO-030,2
515,hidalgo,Otumba - Tizayuca,00012,EM-HGO,8
516,hidalgo,El Saucillo - Amealco,13103,HGO-103,5
517,hidalgo,Apizaco - Tejocotal,00430,MEX-119,12
518,hidalgo,Actopan - Progreso,13038,HGO,4
519,hidalgo,Ent. Tulancingo - Venta Grande (Cuota),00026,MEX-132D,6
520,hidalgo,Lolotla - Atlapexco,13238,HGO,3
521,hidalgo,Ent. Tolman - Cd. Sahagún,00119,EM-009-HGO,5
522,hidalgo,Libramiento de Atotonilco El Grande,13238,HGO,4
523,hidalgo,San Felipe Orizatlán - Huejutla de Reyes,13258,HGO,2
524,hidalgo,Santo Domingo - T. C. (México - Querétaro),00433,EM-011-HGO,9
525,hidalgo,Ramal a El Chico,13256,HGO,2
526,hidalgo,Ramal a Pachuca,13254,HGO,3
527,hidalgo,Tamazunchale - San Felipe Orizatlán,00609,MEX-085,3
528,hidalgo,Tejocotal - Nuevo Necaxa (Cuota),00211,MEX-132D,6
529,hidalgo,Tepeji del Río - T.C. (México - Querétaro),13104,HGO,2
530,hidalgo,Tlahuelilpan - San Agustín Tlaxiaca,13435,HGO,3
531,hidalgo,Tlaxco - Tejocotal (Cuota),00209,PUE-TLAX-HGO-D,5
532,hidalgo,Venta de Carpio - T. C. (Pachuca - Túxpam),00455,MEX-132,27
533,jalisco,Autlán de Navarro - T. C. (Colima - Cd. Guzmán),14589,JAL,8
534,jalisco,Encarnación de Díaz - San Juan de los Lagos, ,JAL-212,4
535,jalisco,Ameca - Mascota,14071,MEX-070,3
536,jalisco,Ent. Penitenciaría - Villa Hidalgo,00120,MEX-071,6
537,jalisco,Guadalajara - Colima (Cuota),00118,MEX-054D,25
538,jalisco,Ent. Santa Cruz - Melaque,14118,MEX-080,15
539,jalisco,Colima - Cd. Guzmán,00117,MEX-054,17
540,jalisco,Irapuato - Zapotlanejo,00114,MEX-090,37
541,jalisco,Guadalajara - Tepic,00031,MEX-015,37
542,jalisco,Guadalajara - Zacatecas,00150,MEX-054,17
543,jalisco,Jiquilpan - Colima,00156,MEX-110,20
544,jalisco,Lagos de Moreno - Guadalajara,14115,MEX-080,33
545,jalisco,El Desperdicio - Encarnación de Díaz, ,JAL-307,4
546,jalisco,El Refugio - San Marcos,14027,JAL-004,4
547,jalisco,Ent. Tesistán - Ent. Malpaso,00584,MEX-023,13
548,jalisco,Ent. Jalostotitlán - Villa Hidalgo,14009,JAL-009,4
549,jalisco,León - Aguascalientes (Cuota),00013,MEX-045D,27
550,jalisco,Manzanillo - Puerto Vallarta,00070,MEX-200,27
551,jalisco,Lagos de Moreno - Unión de San Antonio,14581,JAL,2
552,jalisco,León - Aguascalientes,00167,MEX-045,36
553,jalisco,Jiquilpan - Guadalajara,00429,MEX-015,18
554,jalisco,Guadalajara - Tepic (Cuota),00033,MEX-015D,29
555,jalisco,Lagos de Moreno - Villa de Arriaga (Cuota), ,MEX-080D,6
556,jalisco,Maravatío - Zapotlanejo (Cuota),00018,MEX-015D,48
557,jalisco,San Isidro El Grande - Bajío de San José,00526,AGS-036,4
558,jalisco,San Luis Potosí - Lagos de Moreno,00133,MEX-070-080,14
559,jalisco,Ojuelos - Aguascalientes,00094,MEX-070,15
560,jalisco,Ramal a Teocuitatlán de Corona,14566,JAL,2
561,jalisco,Santa Rosa - La Barca,14007,MEX-035,12
562,jalisco,T. C. (Jiquilpan - Colima) - Est. Huescalapa,14225,MEX-110,4
563,jalisco,Acatlán de Juárez - Cd. Guzmán,14221,JAL,6
564,jalisco,Guadalajara - Ent. Jocotepec,14222,MEX-023,16
565,jalisco,Atenquique - San Pedro,14224,MEX-054,2
566,jalisco,Ixtlahuacán del Río - T. C. (Tepatitlán - Yahualica),14582,JAL,3
567,jalisco,Crucero de Santa María - Ameca,14573,JAL,3
568,jalisco,Libramiento de Lagos de Moreno, ,MEX-080,3
569,jalisco,La Barca - San Miguel El Alto,14005,JAL-005-MEX-071,6
570,jalisco,Ent. Ojo Caliente - Ent. Ojuelos de Jalisco,00126,ZAC,4
571,jalisco,Guadalajara - Tesistán,14012,MEX-023,13
572,jalisco,Jalostotitlán - Purísima de Bustos,00142,JAL-GTO,5
573,jalisco,Libramiento Valle de Guadalupe,14115,MEX-080,2
574,jalisco,Libramiento de Mazamitla,14014,JAL,2
575,jalisco,Libramiento Sur de Guadalajara (Cuota), ,MEX-090D,19
576,jalisco,Ramal a Ameca,14223,MEX-070,8
577,jalisco,Ramal a Tomatlán,14558,MEX-200,2
578,jalisco,Libramiento Norte de la Piedad (Cuota), ,MEX-110D,10
579,jalisco,Pilotos - Los Campos,00007,AGS-030,3
580,jalisco,Sayula - Venustiano Carranza,14585,JAL,3
581,jalisco,Ramal a Cerca Lisa, ,MEX-054,2
582,jalisco,Dolores Hidalgo - Ojuelos de Jalisco,00107,MEX-051,6
583,jalisco,León - San Felipe Torres Mochas,11036,GTO,6
584,jalisco,Mazamitla - Tuxcueca,14011,JAL,2
585,jalisco,Libramiento de Zapotlanejo,14013,JAL,2
586,jalisco,Manuel Doblado - La Piedad,11028,MEX-084,6
587,jalisco,Libramiento de Melaque, ,MEX-200,2
588,jalisco,Mascota - Puerto Vallarta,00070,JAL,3
589,jalisco,Ramal a Jesús María,14004,JAL-004,2
590,jalisco,Ramal a Tapalpa,14022,JAL-022,2
591,jalisco,San Juan de los Lagos - Encarnación de Díaz (Cuota), ,MEX-080D,2
592,jalisco,San Clemente - Ent. Las Cruces,14070,JAL,2
593,jalisco,Tepatitlán - Las Adjuntas,00141,JAL/MEX-084,9
594,jalisco,Tepatitlán - Yahualica,00146,MEX-071,3
595,jalisco,Tepic - Puerto Vallarta (Cuota), ,MEX-200D,10
596,jalisco,Tepic - Puerto Vallarta,296,MEX-200D,35
597,jalisco,Valle de Guadalupe - Mexticacán,14593,JAL,2
598,jalisco,Tototlán - Ocotlán,14583,JAL,2
599,jalisco,Yahualica - Jaralillo, ,JAL-ZAC,8
600,jalisco,Zapotlanejo - Guadalajara (Cuota),14114,MEX-090D,12
601,jalisco,Zapotlanejo - Lagos de Moreno (Cuota),14116,MEX-080D,23
602,mexico,Autlán de Navarro - T. C. (Colima - Cd. Guzmán),14589,JAL,8
603,mexico,Circuito Exterior Mexiquense (Cuota), ,EM-D-MEX-057-D,16
604,mexico,Amomolulco - Texcalyacac,15059,EM,10
605,mexico,El Monumento - Tingambato,15039,MEX-EM,7
606,mexico,Amomolulco - T. C. (Toluca - Palmillas),15022,EM-036,18
607,mexico,Atlacomulco - Maravatío (Cuota),00018,MEX-015D,15
608,mexico,Ent. Tolman - Cd. Sahagún,00119,EM-009-HGO,5
609,mexico,Ent. La Puerta - San Miguel Totolmaloya,15003,EM-010,6
610,mexico,Chalco - Tláhuac,00170,EM-CDMX,5
611,mexico,Chalco - Mixquic,00171,EM-CDMX,4
612,mexico,Cuadrilla de López - Zacazonapan, ,EM-050,3
613,mexico,Ixtlahuaca de Rayón - Naucalpan,15004,EM-003,13
614,mexico,Jilotepec - Maravillas,00015,EM-HGO,7
615,mexico,Ecatepec - Pirámides (Cuota),15061,MEX-132D,13
616,mexico,Libramiento Norte de la Ciudad de México (Cuota),0902,MEX-055D,57
617,mexico,Ent. Cruz de La Misión - San Nicolás Coatepec,15009,EM-005,3
618,mexico,Los Reyes - Zacatepec,00052,MEX-136,61
619,mexico,Lerma - Tenango (Cuota), ,EM-D,3
620,mexico,México - Querétaro (Cuota),00411,MEX-057-MEX-057D,63
621,mexico,México - Toluca,00447,MEX-015,25
622,mexico,Naucalpan - Toluca,15056,MEX-134,17
623,mexico,Libramiento Sur de Acambay, ,MEX-055,2
624,mexico,Las Juntas - Ixtapan de La Sal,15023,EM-012,5
625,mexico,La Marquesa - Tenango de Arista,15008,EM-006,6
626,mexico,Polotitlán - Taxhie, ,EM-623,3
627,mexico,Puente Grande - San José del Vidrio,15016,EM-021,4
628,mexico,Otumba - Tizayuca,00012,EM-HGO,8
629,mexico,San Bernardino - Tepexpan,15053,MEX-142,12
630,mexico,México - Pachuca (Libre),00431,MEX-085,36
631,mexico,México - Pachuca (Cuota),00432,MEX-085D,17
632,mexico,México - Puebla (Cuota),00450,MEX-150D,62
633,mexico,San Felipe del Progreso - Carmona,15036,EM-003,3
634,mexico,San Alejo - Los Sabinos,15038,EM-007,2
635,mexico,Santo Domingo - T. C. (México - Querétaro),00433,EM-011-HGO,9
636,mexico,Santa Bárbara - Izúcar de Matamoros,00451,MEX-115-160,56
637,mexico,Santiago Tianguistenco - Chalma,15013,EM-004,7
638,mexico,San Pedro Barrientos - Ecatepec,15015,EM,10
639,mexico,Ocoyoacac - Santiago Tianguistenco,15021,EM,9
640,mexico,Santa Elena - Coacalco,15057,EM,4
641,mexico,T. Aut. (Peñón-Texcoco) - Ent. Acolman, ,MEX-136D,4
642,mexico,T. C. (Atlacomulco - Morelia) - Temascalcingo,15019,EM-033,4
643,mexico,T. C. (Chalco - Mixquic) - Temamatla,15075,EM,3
644,mexico,T. C. (Dos Casas - Ixtapan del Oro) - Donato Guerra,15034,EM-057,2
645,mexico,T. C. (El Monumento - Tingambato) - Donato Guerra,15035,EM,2
646,mexico,T. C. (Ixtlahuaca de Rayón - Naucalpan) - Mayorazgo,15067,EM-004,4
647,mexico,T. C. (Ixtlahuaca de Rayón - Naucalpan) - Temoaya,15577,EM,4
648,mexico,T. C. (Los Reyes - El Tephé) - Tianguistongo,15051,EM,4
649,mexico,T. C. (Los Reyes - El Tephé) - Tizayuca,00014,EM-HGO,3
650,mexico,Acambay - San José Ixtapa,15037,EM,3
651,mexico,Atlacomulco - Morelia,00151,EM-005-MEX-126,16
652,mexico,Ent. Jorobas - Tula,00159,MEX-087,7
653,mexico,Chamapa - Lechería (Cuota),15003,MEX-057D,8
654,mexico,La Marquesa - Río Hondo,15007,EM-005,4
655,mexico,Lechería - Apaxco,15018,EM-006,9
656,mexico,Ixtlahuaca de Rayón - San Felipe del Progreso,15005,EM,3
657,mexico,Libramiento Nororiente de Toluca (Cuota), ,EM-D,8
658,mexico,Los Reyes - El Tephé,00021,EM-HGO,20
659,mexico,La Venta - Chamapa (Cuota),15014,EM-D,10
660,mexico,Libramiento Amecameca - Nepantla (Cuota), ,MEX-115D,7
661,mexico,Ramal al Circuito Exterior Mexiquense (Cuota), ,EM-D,8
662,mexico,México - Puebla (Libre),00449,MEX-150,27
663,mexico,San Gregorio - Oaxtepec,00901,MEX-113,11
