carretera_id,state_slug,carretera,clave_carretera,ruta,station_count
1191,sonora,Libramiento de Ciudad Obregón (Cuota), ,MEX-015D,5
1192,sonora,Hornos - San Nicolás,26243,SON-012,3
1193,sonora,Janos - Agua Prieta,00220,MEX-002,5
1194,sonora,Libramiento de Nogales (Cuota),26100,MEX-15D,6
1195,sonora,Ramal a Aeropuerto de Guaymas,26568,SON,3
1196,sonora,Moctezuma - Agua Prieta,26027,MEX-017,4
1197,sonora,Navojoa - Álamos,26240,SON-013,2
1198,sonora,Ramal a Naco,26579,MEX-002,2
1199,sonora,Nogales - San Antonio,26110,SON,2
1200,sonora,Hermosillo - Sahuaripa,26230,SON-020,6
1201,sonora,Libramiento de Empalme - Guaymas (Cuota),26256,MEX-015D,4
1202,sonora,San Luis Río Colorado - Golfo de Santa Clara (Cuota), ,SON-D,3
1203,sonora,Libramiento de Hermosillo (Cuota), ,MEX-015D,4
1204,sonora,Navojoa - Yavaros,26229,SON-056,3
1205,sonora,Libramiento de Magdalena de Kino (Cuota), ,MEX-015D,4
1206,sonora,La Alameda - El Sahuaro,26234,SON-037,2
1207,sonora,Sonoita - Pitiquito,26022,SON,2
1208,sonora,San Luis Río Colorado - Golfo de Santa Clara,287,MEX-D,4
1209,sonora,Ramal a Puerta de México,26577,MEX-002,2
1210,tabasco,Chichicapa - Ent. La Libertad,27100,TAB,3
1211,tabasco,Benito Juárez - Tepetitán,27204,TAB,5
1212,tabasco,Benito Juárez - Agua Dulce,00202,TAB-VER,4
1213,tabasco,Coatzacoalcos - Villahermosa,00528,MEX-180,37
1214,tabasco,El Bellote - Santa Cruz,27105,TAB,5
1215,tabasco,Comalcalco - El Golpe,27102,TAB,9
1216,tabasco,Libramiento Sur de Comalcalco, ,TAB,2
1217,tabasco,Libramiento de Villahermosa (Cuota), ,MEX-180D,10
1218,tabasco,Malpaso - El Bellote,00137,MEX-187,26
1219,tabasco,Frontera - T. C. (Jalapa - Jonuta),27081,TAB,3
1220,tabasco,Jalapa - Jonuta,27107,TAB,9
1221,tabasco,Ramal a San Antonio,27003,TAB,4
1222,tabasco,Reforma - Dos Bocas,27200,TAB,5
1223,tabasco,Ramal a Tapijulapa,27200,TAB,2
1224,tabasco,San Marcos - Palizada,00490,MEX-186,5
1225,tabasco,Playas del Rosario - Teapa,27203,TAB-001,11
1226,tabasco,T. C. (Cárdenas - Paraíso) - Carlos Green,27111,TAB,3
1227,tabasco,El Suspiro - Tenosique,00276,MEX-203,9
1228,tabasco,Las Choapas - Ocozocoautla (Cuota),00077,MEX-187D,15
1229,tabasco,Estación Macuspana - Vernet,27091,TAB-041,8
1230,tabasco,Pailebot - Cuauhtemotzin,27112,TAB,2
1231,tabasco,Nicolás Bravo - T. C. (El Bellote - Santa Cruz),27010,TAB,2
1232,tabasco,Samaria - Amatitán,27114,TAB,4
1233,tabasco,Ramal a Balancan,27078,TAB,2
1234,tabasco,Ramal a Tamulte de Las Sabanas,27080,TAB,2
1235,tabasco,Ent. Agua Dulce - Cárdenas (Cuota),00010,MEX-180D,9
1236,tabasco,Cárdenas - Paraíso,27117,TAB,5
1237,tabasco,Cacaos - La Granja,27002,TAB,3
1238,tabasco,Ent. Emiliano Zapata - La Libertad,00062,CHIS-TAB,3
1239,tabasco,Gregorio Méndez Magaña - Reforma de Ocampo,00103,CHIS,4
1240,tabasco,Ramal a Sánchez Magallanes,27016,TAB,4
1241,tabasco,Paso de Cunduacán - Estación Juárez,00588,TAB-CHIS,4
1242,tabasco,Ramal a Salto del Agua,00069,TAB-CHIS,3
1243,tabasco,Ramal a La Venta,27078,TAB,2
1244,tabasco,Paraíso - El Limón,27108,TAB,2
1245,tabasco,Reyes Hernández - Villa Aldama,27119,TAB,2
1246,tabasco,Ramal a Libertad,27205,TAB,2
1247,tabasco,Ramal a Lázaro Cárdenas,27208,TAB,2
1248,tabasco,Tierra Nueva - Francisco Rueda,27110,TAB,5
1249,tabasco,Tenosique - El Ceibo, ,MEX-203,2
1250,tabasco,Tulipán - Cunduacán,27115,TAB,3
1251,tabasco,Villahermosa - Cd. del Carmen,00064,MEX-180,28
1252,tabasco,Villahermosa - Comalcalco,27021,TAB,12
1253,tabasco,Villahermosa - Escopetazo,00104,MEX-195,23
1254,tabasco,Villahermosa - Luis Gil Pérez,27206,TAB,2
1255,tabasco,Villahermosa - Francisco Escárcega,00092,MEX-186-307,42
1256,tabasco,Villahermosa - T. C. (P. de Cunduacán - Estación Juárez),27106,TAB,4
1257,tabasco,Zapatero - T. C. (Jalapa - Jonuta),00061,CHIS-TAB,3
1258,tamaulipas,Ent. El Huizache - Antiguo Morelos,00136,MEX-080,8
1259,tamaulipas,Cd. Victoria - Matamoros,28139,MEX-101-180,30
1260,tamaulipas,Cd. Valles - Cd. Victoria,00509,MEX-085,10
1261,tamaulipas,Ciudad Victoria - Monterrey,00462,MEX-085,41
1262,tamaulipas,La Joya - Méndez,28623,TAM,2
1263,tamaulipas,González - Llera de Canales,28578,MEX-081,3
1264,tamaulipas,Ent. Tula - Cd. Victoria,00179,MEX-101,9
1265,tamaulipas,Estación Manuel - T. C. (Cd. Victoria - Soto La Marina),28294,MEX-180,5
1266,tamaulipas,Matamoros - Reynosa,28077,MEX-002,15
1267,tamaulipas,Libramiento de Cd. Victoria,28282,TAM,10
1268,tamaulipas,Monterrey - Reynosa (Libre),00088,MEX-040,19
1269,tamaulipas,Ignacio Zaragoza - T. C. (Ciudad Victoria - Monterrey),28625,MEX-083,4
1270,tamaulipas,Matamoros - Playa Lauro Villar,28078,MEX-002,3
1271,tamaulipas,Matamoros - Reynosa (Cuota),28079,MEX-002D,10
1272,tamaulipas,Las Yescas - Valle Hermoso,28614,TAM,2
1273,tamaulipas,Ramal a Xicoténcatl,28619,TAM,2
1274,tamaulipas,Ramal de Acceso a Puente Anzaldúas,28619,MEX,3
1275,tamaulipas,Libramiento de San Fernando, ,MEX-101-180,4
1276,tamaulipas,Libramiento Poniente de Tampico (Cuota),28051,MEX-070D,3
1277,tamaulipas,Reynosa - Nuevo Laredo,28076,MEX-002,8
1278,tamaulipas,Los Guerra - Los Herreras,19031,TAM-NL,3
1279,tamaulipas,Ramal de Acceso al Puente Internacional Laredo III,202,MEX-085,2
1280,tamaulipas,Paras - Nueva Ciudad Guerrero,00476,MEX-030,3
1281,tamaulipas,Potrero Nuevo - Rancho El Mezquital,28615,TAM,2
1282,tamaulipas,Santander Jiménez - Abasolo,28579,MEX-107-TAM,2
1283,tamaulipas,Barretal - Nueva Villa de Padilla,28001,TAM-001,2
1284,tamaulipas,Ent. Huisachito - Nuevo Laredo,00074,NL-001-TAM,4
1285,tamaulipas,Cd. Victoria - Soto La Marina,28009,MEX-070,4
1286,tamaulipas,El Limón - Ocampo,28019,TAM-019,2
1287,tamaulipas,Las Urracas - T. C. (Matamoros - Reynosa),28029,MEX-097,5
1288,tamaulipas,Libramiento de San Germán, ,MEX-101-180,2
1289,tamaulipas,Libramiento de Nuevo Laredo II,28626,TAM,3
1290,tamaulipas,Libramiento de Reynosa Sur II, ,MEX-040D,5
1291,tamaulipas,Libramiento de Nuevo Laredo,28030,TAM,4
1292,tamaulipas,Petrocel - Puerto Industrial Altamira, ,MEX-080,5
1293,tamaulipas,Aldama - Barra El Tordo,28620,TAM,2
1294,tamaulipas,Corredor Internacional Reynosa, ,MEX,2
1295,tamaulipas,Cd. Valles - Tampico,00138,MEX-070,18
1296,tamaulipas,Acceso a Puente Internacional Reynosa - Pharr, ,MEX-002,3
1297,tamaulipas,Altamira - T. C. (Petrocel -Puerto Industrial Altamira), ,MEX-080,3
1298,tamaulipas,Ent. Las Blancas - Río Bravo,28003,TAM-003,4
1299,tamaulipas,Libramiento de Santander Jiménez, ,MEX-101,3
1300,tamaulipas,Ébano - Estación Manuel,24624,SLP-TAM,5
1301,tamaulipas,Ent. El Ojito - Abasolo,28579,MEX-107-TAM,2
1302,tamaulipas,Nuevo Laredo - Piedras Negras,00503,MEX-002,13
1303,tamaulipas,Libramiento de Río Bravo,28002,TAM,4
1304,tamaulipas,China - Méndez,00191,NL-TAM,3
1305,tamaulipas,Libramiento General Francisco Villa, ,MEX-101-180,2
1306,tamaulipas,Libramiento Estación Manuel - González,28002,MEX-081,2
1307,tamaulipas,Peña Blanca - Cd. Camargo,00102,NL-TAM,3
1308,tamaulipas,Libramiento de Mier,28282,TAMPS,2
1309,tamaulipas,Monterrey - Nuevo Laredo (Libre),00463,MEX-085,28
1310,tamaulipas,Monterrey - Mier,00127,MEX-054,17
1311,tamaulipas,Ramal a Gómez Farías,28020,TAM-020,2
1312,tamaulipas,Libramiento de Reynosa,28008,MEX-002,4
1313,tamaulipas,Ramal a Puente Tampico,28020,MEX-180,6
1314,tamaulipas,Soto La Marina - La Coma,28052,MEX-180,2
1315,tamaulipas,San Fernando - Carboneras,28618,TAM,2
1316,tamaulipas,Soto La Marina - La Pesca,28049,TAM-070,2
1317,tamaulipas,T. C. (Valle Hermoso - Empalme) - Matamoros,28005,TAM-005,4
1318,tamaulipas,T. C. Libramiento Cd. Victoria - San Antonio, ,TAM-126,2
1319,tamaulipas,Tampico - Cd. Mante,28163,MEX-080,19
1320,tamaulipas,Túxpam - Tampico,00529,MEX-180,26
1321,tamaulipas,Valle Hermoso - Empalme,28004,TAM-004,2
1322,tamaulipas,Viaducto de Reynosa, ,MEX,2
1323,tlaxcala,Calpulalpan - El Ocote,00054,MEX-HGO,12
1324,tlaxcala,Huamantla - La Venta,29564,MEX-136,9
1325,tlaxcala,Apizaco - Tejocotal,00430,MEX-119,12
1326,tlaxcala,Apizaco - Emiliano Zapata,29033,TLAX-MEX-136,3
1327,tlaxcala,Los Reyes - Zacatepec,00052,MEX-136,61
1328,tlaxcala,Calpulalpan - Nanacamilpa,29034,TLAX-MEX-136,3
1329,tlaxcala,Libramiento de Apizaco,29567,MEX-136,7
1330,tlaxcala,Puebla - Tlaxcala,00475,MEX-119,22
1331,tlaxcala,Paso por Santo Tomás, ,MEX-136,3
1332,tlaxcala,Libramiento Hueyotlipan,29567,MEX-136,4
1333,tlaxcala,San Martín Texmelucan - Tlaxcala,00158,MEX-117,12
1334,tlaxcala,Libramiento Norte de la Ciudad de México (Cuota),0902,MEX-055D,57
1335,tlaxcala,San Martin Texmelucan - Tlaxcala - El Molinito (Cuota),00212,MEX-117D,16
1336,tlaxcala,Ramal a San Felipe de Hidalgo,29565,MEX-136,2
1337,tlaxcala,San Pablo Apetatitlán - Apizaco,29035,MEX-119,6
1338,tlaxcala,Puebla - Belem,00055,MEX-121,10
1339,tlaxcala,Ramal a Altzayanca de Hidalgo,29562,TLAX,3
1340,tlaxcala,Puebla - Tlaxcala (Cuota), ,PUE-D,5
1341,tlaxcala,Amozoc - Teziutlán,00210,MEX-129,20
1342,tlaxcala,México - Puebla (Cuota),00450,MEX-150D,62
1343,tlaxcala,Acocotla - Vicente Guerrero,29560,MEX-TLAX,2
1344,tlaxcala,Amozoc - Perote (Cuota),00030,MEX-140D,13
1345,tlaxcala,Libramiento de Santiago Tlalpan, ,MEX-136,3
1346,tlaxcala,Huamantla - Terrenate,29036,MEX-136,3
1347,tlaxcala,Libramiento Huamantla,29567,MEX-136,4
1348,tlaxcala,Ramal a Xalostoc,29563,TLAX,2
1349,tlaxcala,Libramiento de Tlaxcala (Cuota), ,MEX-117D,8
1350,tlaxcala,Ramal a San Pedro Ecatepec,29561,TLAX,2
1351,tlaxcala,T. C. (Puebla - Tlaxcala) - Villa Alta,29566,MEX-119,3
1352,tlaxcala,Tetlatlahuca - Santa Ana Chiautempan,00158,MEX-119,9
1353,tlaxcala,Tlaxcala - Belem,29389,MEX-119,10
1354,tlaxcala,Xalostoc - Terrenate,29390,TLAX,3
1355,veracruz,Córdoba - Ent. Boticaria,30525,MEX-150,18
1356,veracruz,Buenavista - Tuxtepec,00624,MEX-175,14
1357,veracruz,Alazán - Canoas,30141,MEX-127,12
1358,veracruz,Cd. Valles - Tampico,00138,MEX-070,18
1359,veracruz,Cosoleacaque - Soteapan,30068,MEX-185,4
1360,veracruz,Coatzacoalcos - Salina Cruz,00147,MEX-185,53
1361,veracruz,Fortín - Conejos,30143,MEX-125,7
1362,veracruz,Córdoba - Veracruz (Cuota),30066,MEX-150D,12
1363,veracruz,Libramiento de Plan del Río (Cuota),30747,MEX-140D,3
1364,veracruz,La Tinaja - Santa Cruz,30153,MEX-145,10
1365,veracruz,Libramiento de Cuitláhuac,30738,MEX-150,3
1366,veracruz,Ent. La Laguna - Ent. El Callejón,30705,VER,2
1367,veracruz,Libramiento de Papantla, ,MEX-180,2
1368,veracruz,Gutiérrez Zamora - Tihuatlán (Cuota),30009,MEX-130D,6
1369,veracruz,La Granja - Temascal,00275,MEX-145,3
1370,veracruz,Nuevo Teapa - Cosoleacaque (Cuota),30007,MEX-180D,15
1371,veracruz,Las Choapas - Ocozocoautla (Cuota),00077,MEX-187D,15
1372,veracruz,Libramiento de Perote (Cuota),30737,MEX-140D,8
1373,veracruz,Peñuela - Santa Rita,30058,VER,6
1374,veracruz,Perote - Banderilla (Cuota), ,MEX-140D,6
1375,veracruz,Poza Rica - María de La Torre,30234,MEX-127-VER,9
1376,veracruz,Poza Rica - Veracruz,30146,MEX-180-180D,37
1377,veracruz,Ramal a Agua Dulce,30739,VER,2
1378,veracruz,Mata Redonda - Joachín,30095,VER-095,2
1379,veracruz,Ramal a Jamapa,30744,VER,4
1380,veracruz,Ramal a Puente Tampico,28020,MEX-180,6
1381,veracruz,Libramiento de Xalapa (Cuota), ,MEX-140D,6
1382,veracruz,Nuevo Teapa - Agua Dulce,30007,VER,2
1383,veracruz,Paso del Toro - Laguna de San Julián,30745,MEX-VER,10
1384,veracruz,Papantla - El Chote,30740,MEX-180,2
1385,veracruz,San Hipólito - Xalapa,00486,MEX-140,22
1386,veracruz,Puerto Rico - Totutla,30067,VER,4
1387,veracruz,Paso del Toro - Acayucan,30527,MEX-180,14
1388,veracruz,Ramal a Estación Ochoa,30712,VER,2
1389,veracruz,Sierra de Agua - Magueyitos,30716,VER,2
1390,veracruz,San Sebastián - Chicontepec,30083,VER-083,3
1391,veracruz,Ramal a Zapotlalillo,30734,MEX,2
1392,veracruz,T. C. (Coatzacoalcos - Villahermosa) - Las Choapas,30749,VER,2
1393,veracruz,Amozoc - Perote (Cuota),00030,MEX-140D,13
1394,veracruz,Acatzingo - Cd. Mendoza (Cuota),00485,MEX-150D,17
1395,veracruz,Acayucan - Cosoleacaque (Cuota),30144,MEX-145D,7
1396,veracruz,Cd. Mendoza - Córdoba (Cuota),00485,MEX-150D,14
1397,veracruz,Banderilla - Martínez de La Torre,30065,VER-065,5
1398,veracruz,Coatzacoalcos - Villahermosa,00528,MEX-180,37
1399,veracruz,Álamo - Huejutla de Reyes,00116,MEX-127,5
1400,veracruz,Altotonga - Tlapacoyan,30741,MEX-131,3
1401,veracruz,Cd. Alemán - Sayula,00301,MEX-145,13
1402,veracruz,La Tinaja - Acayucan (Cuota),30144,MEX-145D,15
1403,veracruz,Las Trancas - Coatepec,30717,VER,3
1404,veracruz,Ébano - Estación Manuel,24624,SLP-TAM,5
1405,veracruz,Libramiento de Túxpam,30714,VER,3
1406,veracruz,Libramiento de Yanga,30737,MEX-150,2
1407,veracruz,Libramiento de Córdoba (Cuota),30742,MEX-150D,4
1408,veracruz,Libramiento de Coatepec, ,MEX,2
1409,veracruz,Pachuca - Túxpam,00608,MEX-130,32
1410,veracruz,San Alejo - Huayacocotla,00132,HGO-051-VER-113,5
1411,veracruz,Pueblo Viejo - T. C. (Cd. Valles - Tampico),30017,VER,2
1412,veracruz,Ramal a Hueyapan de Ocampo,30712,MEX-180,2
1413,veracruz,Benito Juárez - Agua Dulce,00202,TAB-VER,4
1414,veracruz,José Cardel - Playa Chachalacas,30038,VER,2
1415,veracruz,Libramiento de Acayucan,30736,VER,2
1416,veracruz,Minatitlán - Coatzacoalcos (Vía Cantica),30007,MEX-172,2
1417,veracruz,Libramiento de Cardel (Cuota),30729,MEX-180D,4
1418,veracruz,Mata de Espino - Ignacio de La Llave,30733,VER,5
1419,veracruz,Libramiento Rinconada,30737,MEX,3
1420,veracruz,Poza Rica - Cardel (Cuota), ,MEX-180D,3
1421,veracruz,Ramal a Zempoala,30192,VER-192,2
1422,veracruz,Poza Rica - Cazones,30075,VER-075,3
1423,veracruz,Santiago Tuxtla - Playa Vicente,30025,VER,5
1424,veracruz,San Pablo Villa de Mitla - T. C. (Tuxtepec - Palomares),00106,MEX-179,5
1425,veracruz,Orizaba - Zongolica,30708,MEX-150,2
1426,veracruz,Ramal a El Higo,30013,MEX,2
1427,veracruz,Ramal a Actopan,30739,VER,2
1428,veracruz,Ramal a Antón Lizardo,30277,MEX-150,3
1429,veracruz,Ramal a Chontla,30728,VER,2
1430,veracruz,Ramal a Suchilapan,30721,VER,2
1431,veracruz,Pachuca - Tempoal,00113,MEX-105,23
1432,veracruz,Nuevo Necaxa - Tihuatlán (Cuota), ,MEX-132D,9
1433,veracruz,Ramal a Jesús Carranza,30720,VER,2
1434,veracruz,Ramal a Tecolutla,30531,MEX-180,2
1435,veracruz,Tamarindo - José Cardel,30193,MEX-180,4
1436,veracruz,Tantoyuca - Platón Sánchez,30193,VER,2
1437,veracruz,Teziutlán - Nautla,00144,MEX-129,7
1438,veracruz,Tehuacán - Córdoba,00534,MEX-150,16
1439,veracruz,Teziutlán - Perote,00209,MEX-131,7
1440,veracruz,Tihuatlán - Castillo de Teayo,30700,MEX-130,2
1441,veracruz,Tihuatlán - Potrero del Llano,273,MEX-127,4
1442,veracruz,Tihuatlán - Túxpam (Cuota),30008,MEX-130D,11
1443,veracruz,Túxpam - Barra de Túxpam,30743,VER,3
1444,veracruz,Túxpam - Tampico,00529,MEX-180,26
1445,veracruz,Túxpam - Tampico (Cuota), ,MEX-D,4
1446,veracruz,Tuxtepec - Ent. Palomares,00180,MEX-147,10
1447,veracruz,Xalapa - Coatepec,30718,VER,4
1448,veracruz,Xalapa - Veracruz,30526,MEX-140,26
1449,yucatan,Dzitbalché - Ent. San Bernardo,00162,MEX-180,8
1450,yucatan,Campeche - Mérida,00066,MEX-180,51
1451,yucatan,Cansahcab - Tizimín,31014,MEX-176,4
1452,yucatan,Citilcum - Tixkochoh,31064,YUC,3
1453,yucatan,Campeche - Umán,00164,MEX-261,17
1454,yucatan,Holcá - Sotuta,31626,YUC,3
1455,yucatan,Hunucmá - Sisal,31021,MEX-281,2
1456,yucatan,Ent. Poxilá - Mérida,31003,MEX-180,6
1457,yucatan,Libramiento Norte de Motul,31610,YUC,5
1458,yucatan,Kantunil - Izamal,31012,YUC,2
1459,yucatan,Mérida - Celestún,31025,MEX-281,12
1460,yucatan,Mérida - Progreso,31091,MEX-261,11
1461,yucatan,Mérida - Puerto Juárez,00067,MEX-180,56
1462,yucatan,Muna - Felipe Carrillo Puerto,00148,MEX-184,17
1463,yucatan,Hunucmá - Umán,31610,YUC,6
1464,yucatan,Mérida - Acanceh,31023,YUC,5
1465,yucatan,Izamal - Dzilam González,31605,YUC,3
1466,yucatan,Mérida - Oxkutzcab,31018,YUC-018,15
1467,yucatan,Mérida - Timucuy,31024,YUC,4
1468,yucatan,Libramiento de Conkal, ,MEX,3
1469,yucatan,Libramiento de Tahmek - Hoctun - Xocchel, ,MEX-180,5
1470,yucatan,Mérida - Cancún (Cuota),00071,MEX-180D,17
1471,yucatan,Mérida - Dzilam de Bravo,31001,MEX-176,14
1472,yucatan,Progreso - Telchac Puerto,31616,YUC-027,8
1473,yucatan,Mérida - Tekanto,31587,MEX-180,8
1474,yucatan,Progreso - Celestún,31040,MEX-YUC,4
1475,yucatan,Acanceh - Estación Polabán,31615,YUC,3
1476,yucatan,Baca - Dzidzantún,31591,YUC,6
1477,yucatan,Calotmul - Sucilá,31617,YUC,3
1478,yucatan,Kinchil - Umán,31009,YUC,2
1479,yucatan,Dzidzantún - Santa Clara,31592,YUC,2
1480,yucatan,Hoctún - Cenotillo,31011,YUC-011,5
1481,yucatan,Ramal a Chankom,31049,YUC,2
1482,yucatan,Libramiento de Progreso,31631,MEX-261,2
1483,yucatan,Ramal a Dzonot Carretero,31614,YUC,2
1484,yucatan,Muna - Maxcanú,31053,YUC,3
1485,yucatan,Oxkutzcab - Xul,31051,YUC-031,3
1486,yucatan,Ramal a Tedzidz,31600,YUC,2
1487,yucatan,Ramal a Yaxcabá,31111,YUC-289,2
1488,yucatan,Mérida - Tetiz,31610,MEX-281,4
1489,yucatan,Chemax - Cobá, ,YUC-MEX-180,3
1490,yucatan,Motul - Puerto Telchac,31006,YUC-172,3
1491,yucatan,Sinanché - Xitibcanul,31619,YUC,2
1492,yucatan,Conkal - Puerto Chicxulub,31004,MEX-176,2
1493,yucatan,Dzemul - Xtampú,31608,YUC,2
1494,yucatan,Libramiento Conkal - Mococha - Baca, ,MEX-176,8
1495,yucatan,Piste - Dzitás,31013,YUC-013,2
1496,yucatan,Libramiento de Peto, ,YUC-018,2
1497,yucatan,Ramal a San Felipe,31628,YUC,2
1498,yucatan,Ramal a Panabá,31609,MEX-295,2
1499,yucatan,Suma - Izamal,31081,YUC-081,2
1500,yucatan,Telchac Puerto - Dzilam de Bravo,31042,YUC,8
1501,yucatan,Teya -Peto,31042,MEX-184,14
1502,yucatan,Thul - Becanchén,31104,YUC-281,2
1503,yucatan,Ticul - Chapab,31623,YUC,2
1504,yucatan,Ticul - Dzan,31621,YUC,3
1505,yucatan,Tixkokob - Baca,31010,YUC,2
1506,yucatan,Tixkokob - Sotuta,31106,YUC,5
1507,yucatan,Tizimín - Yucatán,31588,YUC,3
1508,yucatan,Tzucacab - Santa Rosa,31017,MEX,4
1509,yucatan,Valladolid - Felipe Carrillo Puerto,00010,MEX-295,13
1510,yucatan,Yobaín - Chabihau,31610,YUC,2
1511,yucatan,Valladolid - Río Lagartos,31035,MEX-295,7
1512,yucatan,Yaxché - Sierra Papacal,31620,YUC,2
1513,zacatecas,Aguascalientes - Zacatecas,00524,MEX-045,45
1514,zacatecas,Ent. Morelos - Saltillo,00149,MEX-054,32
1515,zacatecas,Ent. La Chicharrona - Cuencamé,00152,MEX-049,17
1516,zacatecas,Guadalajara - Zacatecas,00150,MEX-054,17
1517,zacatecas,Cieneguillas - Zacatecas,32579,ZAC,4
1518,zacatecas,Ent. Tesistán - Ent. Malpaso,00584,MEX-023,13
1519,zacatecas,Ent. Morelos - Ent. Noria de Gringos,00544,MEX-045,5
1520,zacatecas,Libramiento de Tabasco, ,MEX-054,2
1521,zacatecas,Fresnillo - Valparaíso,32547,MEX-044,6
1522,zacatecas,San Luis Potosí - Ent. Arcinas,00134,MEX-049,22
1523,zacatecas,Ramal a San Pedro Piedra Gorda,00553,ZAC-AGS,4
1524,zacatecas,Ramal a Aeropuerto Zacatecas,32546,MEX-045,3
1525,zacatecas,San Rafael - Villa García,00525,AGS-ZAC,3
1526,zacatecas,Sombrerete - González Ortega,32568,ZAC,2
1527,zacatecas,Santa Mónica - Pozo de Gamboa,32568,ZAC,3
1528,zacatecas,Blvd. Guadalupe - Zacatecas - La Escondida,00544,MEX-045,10
1529,zacatecas,Fresnillo - Plateros,32022,ZAC-022,4
1530,zacatecas,Ent. Cuauhtémoc - Ent. Osiris (Cuota),32558,MEX-045D,3
1531,zacatecas,Fresnillo - Ent. Bañón,32070,ZAC,7
1532,zacatecas,Ent. Cosío - Ent. Cuauhtémoc,00579,MEX-045,3
1533,zacatecas,Libramiento de Guadalupe - Zacatecas,32582,MEX-045,10
1534,zacatecas,Guadalupe - Ent. Cuauhtémoc,00579,ZAC-118,6
1535,zacatecas,Libramiento de Fresnillo (Cuota),32581,MEX-045D,10
1536,zacatecas,Libramiento de Víctor Rosales (Cuota),32015,MEX-045D,8
1537,zacatecas,Providencia - Luis Moya,00112,MEX-071,8
1538,zacatecas,Ramal a Ruinas de Chicomostoc,00544,MEX-045,2
1539,zacatecas,Corral de Piedras - Tlaltenango,32579,ZAC,2
1540,zacatecas,Aguascalientes - Jalpa,00095,MEX-070,20
1541,zacatecas,Ent. Ojo Caliente - Ent. Ojuelos de Jalisco,00126,ZAC,4
1542,zacatecas,Calera de Víctor Rosales - Santiaguillo,32016,ZAC-016,2
1543,zacatecas,Carbonera - T. C. (Ent. Morelos - Saltillo),00218,MEX-062,5
1544,zacatecas,Ent. Rivier - San Marcos,00285,MEX-066,9
1545,zacatecas,Libramiento Noreste de Zacatecas (Cuota),32582,ZAC-D,2
1546,zacatecas,Jerez - Fresnillo,32542,MEX-023,2
1547,zacatecas,Ramal a Concepción del Oro,32565,MEX-054,2
1548,zacatecas,Libramiento de Sombrerete, ,MEX-045,2
1549,zacatecas,Ramal a Gral. Pánfilo Natera,32559,MEX-049,3
1550,zacatecas,Ramal a San Martín,00544,MEX-045,2
1551,zacatecas,Libramiento de Río Grande, ,MEX-049,2
1552,zacatecas,Ramal a Loreto,32067,ZAC,2
1553,zacatecas,San Gil - Jarillas,00527,AGS-012-ZAC,5
1554,zacatecas,San Luis Potosí - Lagos de Moreno,00133,MEX-070-080,14
1555,zacatecas,Ramal a Villa de Cos,32564,MEX-054,4
1556,zacatecas,Ramal a Francisco Murguía (Nieves),32541,MEX-049,2
1557,zacatecas,Ramal a Nochistlán,32545,ZAC,4
1558,zacatecas,Yahualica - Jaralillo, ,JAL-ZAC,8
1559,zacatecas,Zacatecas - Durango,00544,MEX-045,44
