movement_id,mes_num,mes_nombre,porcentaje
68798c739b36b04cf0b7c03d,2,Feb,7.9
68798c739b36b04cf0b7c03d,3,Mar,8.6
68798c739b36b04cf0b7c03d,4,Abr,7.8
68798c739b36b04cf0b7c03d,5,May,7.9
68798c739b36b04cf0b7c03d,6,Jun,7.5
68798c739b36b04cf0b7c03d,7,Jul,8.3
68798c739b36b04cf0b7c03d,8,Ago,8.5
68798c739b36b04cf0b7c03d,9,Sep,8.1
68798c739b36b04cf0b7c03d,10,Oct,8.2
68798c739b36b04cf0b7c03d,11,Nov,8.4
68798c739b36b04cf0b7c03d,12,Dic,9.3
68798c739b36b04cf0b7c03e,1,Ene,7.9
68798c739b36b04cf0b7c03e,2,Feb,7.3
68798c739b36b04cf0b7c03e,3,Mar,8
68798c739b36b04cf0b7c03e,4,Abr,8.7
68798c739b36b04cf0b7c03e,5,May,8.3
68798c739b36b04cf0b7c03e,6,Jun,7.9
68798c739b36b04cf0b7c03e,7,Jul,8.9
68798c739b36b04cf0b7c03e,8,Ago,9.1
68798c739b36b04cf0b7c03e,9,Sep,8.2
68798c739b36b04cf0b7c03e,10,Oct,8.2
68798c739b36b04cf0b7c03e,11,Nov,8.4
68798c739b36b04cf0b7c03e,12,Dic,9.1
68798c739b36b04cf0b7c03f,1,Ene,8.4
68798c739b36b04cf0b7c03f,2,Feb,7.7
68798c739b36b04cf0b7c03f,3,Mar,8.3
68798c739b36b04cf0b7c03f,4,Abr,8.4
68798c739b36b04cf0b7c03f,5,May,8.1
68798c739b36b04cf0b7c03f,6,Jun,8.1
68798c739b36b04cf0b7c03f,7,Jul,9
68798c739b36b04cf0b7c03f,8,Ago,8.9
68798c739b36b04cf0b7c03f,9,Sep,7.5
68798c739b36b04cf0b7c03f,10,Oct,8.2
68798c739b36b04cf0b7c03f,11,Nov,8.4
68798c739b36b04cf0b7c03f,12,Dic,9
68798c739b36b04cf0b7c133,1,Ene,8.1
68798c739b36b04cf0b7c133,2,Feb,7.8
68798c739b36b04cf0b7c133,3,Mar,8.5
68798c739b36b04cf0b7c133,4,Abr,8.3
68798c739b36b04cf0b7c133,5,May,8.4
68798c739b36b04cf0b7c133,6,Jun,8.1
68798c739b36b04cf0b7c133,7,Jul,8.7
68798c739b36b04cf0b7c133,8,Ago,8.7
68798c739b36b04cf0b7c133,9,Sep,7.9
68798c739b36b04cf0b7c133,10,Oct,8.6
68798c739b36b04cf0b7c133,11,Nov,8.3
68798c739b36b04cf0b7c133,12,Dic,8.6
68798c739b36b04cf0b7c134,1,Ene,8.2
68798c739b36b04cf0b7c134,2,Feb,7.8
68798c739b36b04cf0b7c134,3,Mar,7.9
68798c739b36b04cf0b7c134,4,Abr,7.9
68798c739b36b04cf0b7c134,5,May,1.9
68798c739b36b04cf0b7c134,6,Jun,7.7
68798c739b36b04cf0b7c134,7,Jul,7.4
68798c739b36b04cf0b7c134,8,Ago,6.9
68798c739b36b04cf0b7c134,9,Sep,6.7
68798c739b36b04cf0b7c134,10,Oct,7.4
68798c739b36b04cf0b7c134,11,Nov,15.2
68798c739b36b04cf0b7c134,12,Dic,15
68798c739b36b04cf0b7c135,1,Ene,8.7
68798c739b36b04cf0b7c135,2,Feb,8.2
68798c739b36b04cf0b7c135,3,Mar,8.1
68798c739b36b04cf0b7c135,4,Abr,8.2
68798c739b36b04cf0b7c135,5,May,8.5
68798c739b36b04cf0b7c135,6,Jun,8.1
68798c739b36b04cf0b7c135,7,Jul,8.7
68798c739b36b04cf0b7c135,8,Ago,8.5
68798c739b36b04cf0b7c135,9,Sep,8
68798c739b36b04cf0b7c135,10,Oct,8.9
68798c739b36b04cf0b7c135,11,Nov,8.2
68798c739b36b04cf0b7c135,12,Dic,7.9
68798c739b36b04cf0b7c136,1,Ene,8.1
68798c739b36b04cf0b7c136,2,Feb,7.4
68798c739b36b04cf0b7c136,3,Mar,8.2
68798c739b36b04cf0b7c136,4,Abr,8
68798c739b36b04cf0b7c136,5,May,8.2
68798c739b36b04cf0b7c136,6,Jun,7.8
68798c739b36b04cf0b7c136,7,Jul,8.3
68798c739b36b04cf0b7c136,8,Ago,8.8
68798c739b36b04cf0b7c136,9,Sep,8.2
68798c739b36b04cf0b7c136,10,Oct,8.6
68798c739b36b04cf0b7c136,11,Nov,8.7
68798c739b36b04cf0b7c136,12,Dic,9.7
68798c739b36b04cf0b7c137,1,Ene,8.9
68798c739b36b04cf0b7c137,2,Feb,8.5
68798c739b36b04cf0b7c137,3,Mar,8.8
68798c739b36b04cf0b7c137,4,Abr,7.8
68798c739b36b04cf0b7c137,5,May,8.7
68798c739b36b04cf0b7c137,6,Jun,7.7
68798c739b36b04cf0b7c137,7,Jul,8
68798c739b36b04cf0b7c137,8,Ago,8
68798c739b36b04cf0b7c137,9,Sep,7.5
68798c739b36b04cf0b7c137,10,Oct,8.7
68798c739b36b04cf0b7c137,11,Nov,8.7
68798c739b36b04cf0b7c137,12,Dic,8.7
68798c739b36b04cf0b7c138,1,Ene,8.4
68798c739b36b04cf0b7c138,2,Feb,7.5
68798c739b36b04cf0b7c138,3,Mar,8.1
68798c739b36b04cf0b7c138,4,Abr,8
68798c739b36b04cf0b7c138,5,May,8.4
68798c739b36b04cf0b7c138,6,Jun,8
68798c739b36b04cf0b7c138,7,Jul,8.6
68798c739b36b04cf0b7c138,8,Ago,9
68798c739b36b04cf0b7c138,9,Sep,8
68798c739b36b04cf0b7c138,10,Oct,8.4
68798c739b36b04cf0b7c138,11,Nov,8.4
68798c739b36b04cf0b7c138,12,Dic,9.2
68798c739b36b04cf0b7c139,1,Ene,8.4
68798c739b36b04cf0b7c139,2,Feb,7.5
68798c739b36b04cf0b7c139,3,Mar,8.1
68798c739b36b04cf0b7c139,4,Abr,7.8
68798c739b36b04cf0b7c139,5,May,8.4
68798c739b36b04cf0b7c139,6,Jun,8
68798c739b36b04cf0b7c139,7,Jul,8.3
68798c739b36b04cf0b7c139,8,Ago,8.6
68798c739b36b04cf0b7c139,9,Sep,8.1
68798c739b36b04cf0b7c139,10,Oct,8.5
68798c739b36b04cf0b7c139,11,Nov,8.7
68798c739b36b04cf0b7c139,12,Dic,9.6
68798c739b36b04cf0b7c13a,1,Ene,6.9
68798c739b36b04cf0b7c13a,2,Feb,9.9
68798c739b36b04cf0b7c13a,3,Mar,8.2
68798c739b36b04cf0b7c13a,4,Abr,6.8
68798c739b36b04cf0b7c13a,5,May,8.3
68798c739b36b04cf0b7c13a,6,Jun,6.8
68798c739b36b04cf0b7c13a,7,Jul,7.1
68798c739b36b04cf0b7c13a,8,Ago,11
68798c739b36b04cf0b7c13a,9,Sep,9.3
68798c739b36b04cf0b7c13a,10,Oct,7.8
68798c739b36b04cf0b7c13a,11,Nov,8.6
68798c739b36b04cf0b7c13a,12,Dic,9.3
68798c739b36b04cf0b7c13b,1,Ene,8.2
68798c739b36b04cf0b7c13b,2,Feb,7.7
68798c739b36b04cf0b7c13b,3,Mar,8.1
68798c739b36b04cf0b7c13b,4,Abr,8.2
68798c739b36b04cf0b7c13b,5,May,8.5
68798c739b36b04cf0b7c13b,6,Jun,8
68798c739b36b04cf0b7c13b,7,Jul,8.5
68798c739b36b04cf0b7c13b,8,Ago,8.9
68798c739b36b04cf0b7c13b,9,Sep,8.2
68798c739b36b04cf0b7c13b,10,Oct,8.6
68798c739b36b04cf0b7c13b,11,Nov,8.3
68798c739b36b04cf0b7c13b,12,Dic,8.8
68798c739b36b04cf0b7c13c,1,Ene,6.7
68798c739b36b04cf0b7c13c,2,Feb,11.9
68798c739b36b04cf0b7c13c,3,Mar,7.7
68798c739b36b04cf0b7c13c,4,Abr,6.7
68798c739b36b04cf0b7c13c,5,May,8.1
68798c739b36b04cf0b7c13c,6,Jun,5.7
68798c739b36b04cf0b7c13c,7,Jul,6.4
68798c739b36b04cf0b7c13c,8,Ago,9.6
68798c739b36b04cf0b7c13c,9,Sep,10.5
68798c739b36b04cf0b7c13c,10,Oct,7.4
68798c739b36b04cf0b7c13c,11,Nov,9.8
68798c739b36b04cf0b7c13c,12,Dic,9.5
68798c739b36b04cf0b7c13d,1,Ene,7.5
68798c739b36b04cf0b7c13d,2,Feb,7.7
68798c739b36b04cf0b7c13d,3,Mar,9.6
68798c739b36b04cf0b7c13d,4,Abr,6.7
68798c739b36b04cf0b7c13d,5,May,8.3
68798c739b36b04cf0b7c13d,6,Jun,7.2
68798c739b36b04cf0b7c13d,7,Jul,9
68798c739b36b04cf0b7c13d,8,Ago,9.8
68798c739b36b04cf0b7c13d,9,Sep,7.5
68798c739b36b04cf0b7c13d,10,Oct,7.6
68798c739b36b04cf0b7c13d,11,Nov,8.6
68798c739b36b04cf0b7c13d,12,Dic,10.5
68798c739b36b04cf0b7c214,1,Ene,9.1
68798c739b36b04cf0b7c214,2,Feb,7.8
68798c739b36b04cf0b7c214,3,Mar,10.3
68798c739b36b04cf0b7c214,4,Abr,9
68798c739b36b04cf0b7c214,5,May,8.4
68798c739b36b04cf0b7c214,6,Jun,7.6
68798c739b36b04cf0b7c214,7,Jul,7.3
68798c739b36b04cf0b7c214,8,Ago,7.4
68798c739b36b04cf0b7c214,9,Sep,7
68798c739b36b04cf0b7c214,10,Oct,8.2
68798c739b36b04cf0b7c214,11,Nov,8
68798c739b36b04cf0b7c214,12,Dic,9.9
68798c739b36b04cf0b7c215,1,Ene,6.9
68798c739b36b04cf0b7c215,2,Feb,6.7
68798c739b36b04cf0b7c215,3,Mar,9.7
68798c739b36b04cf0b7c215,4,Abr,7.4
68798c739b36b04cf0b7c215,5,May,7.5
68798c739b36b04cf0b7c215,6,Jun,6.8
68798c739b36b04cf0b7c215,7,Jul,7.6
68798c739b36b04cf0b7c215,8,Ago,8.9
68798c739b36b04cf0b7c215,9,Sep,6
68798c739b36b04cf0b7c215,10,Oct,10
68798c739b36b04cf0b7c215,11,Nov,9
68798c739b36b04cf0b7c215,12,Dic,13.5
68798c739b36b04cf0b7c216,1,Ene,7.1
68798c739b36b04cf0b7c216,2,Feb,7
68798c739b36b04cf0b7c216,3,Mar,8.6
68798c739b36b04cf0b7c216,4,Abr,8.1
68798c739b36b04cf0b7c216,5,May,7.3
68798c739b36b04cf0b7c216,6,Jun,7.3
68798c739b36b04cf0b7c216,7,Jul,8.3
68798c739b36b04cf0b7c216,8,Ago,7.8
68798c739b36b04cf0b7c216,9,Sep,6.7
68798c739b36b04cf0b7c216,10,Oct,7.7
68798c739b36b04cf0b7c216,11,Nov,8.7
68798c739b36b04cf0b7c216,12,Dic,15.4
68798c739b36b04cf0b7c217,1,Ene,7.6
68798c739b36b04cf0b7c217,2,Feb,7.8
68798c739b36b04cf0b7c217,3,Mar,9.6
68798c739b36b04cf0b7c217,4,Abr,7.8
68798c739b36b04cf0b7c217,5,May,5.7
68798c739b36b04cf0b7c217,6,Jun,6
68798c739b36b04cf0b7c217,7,Jul,7.8
68798c739b36b04cf0b7c217,8,Ago,7.1
68798c739b36b04cf0b7c217,9,Sep,6.5
68798c739b36b04cf0b7c217,10,Oct,6
68798c739b36b04cf0b7c217,11,Nov,9.3
68798c739b36b04cf0b7c217,12,Dic,18.8
68798c739b36b04cf0b7c218,1,Ene,9.8
68798c739b36b04cf0b7c218,2,Feb,8.3
68798c739b36b04cf0b7c218,3,Mar,9.1
68798c739b36b04cf0b7c218,4,Abr,7.8
68798c739b36b04cf0b7c218,5,May,8
68798c739b36b04cf0b7c218,6,Jun,7.6
68798c739b36b04cf0b7c218,7,Jul,8.2
68798c739b36b04cf0b7c218,8,Ago,8.1
68798c739b36b04cf0b7c218,9,Sep,7.1
68798c739b36b04cf0b7c218,10,Oct,7.4
68798c739b36b04cf0b7c218,11,Nov,8.1
68798c739b36b04cf0b7c218,12,Dic,10.5
68798c739b36b04cf0b7c219,1,Ene,8.6
68798c739b36b04cf0b7c219,2,Feb,8
68798c739b36b04cf0b7c219,3,Mar,9.1
68798c739b36b04cf0b7c219,4,Abr,8.3
68798c739b36b04cf0b7c219,5,May,8.1
68798c739b36b04cf0b7c219,6,Jun,7.7
68798c739b36b04cf0b7c219,7,Jul,8.6
68798c739b36b04cf0b7c219,8,Ago,8.3
68798c739b36b04cf0b7c219,9,Sep,7.4
68798c739b36b04cf0b7c219,10,Oct,7.9
68798c739b36b04cf0b7c219,11,Nov,8.4
68798c739b36b04cf0b7c219,12,Dic,9.6
68798c739b36b04cf0b7c21a,1,Ene,8.1
68798c739b36b04cf0b7c21a,2,Feb,7.8
68798c739b36b04cf0b7c21a,3,Mar,9
68798c739b36b04cf0b7c21a,4,Abr,8
68798c739b36b04cf0b7c21a,5,May,8
68798c739b36b04cf0b7c21a,6,Jun,7.7
68798c739b36b04cf0b7c21a,7,Jul,8.6
68798c739b36b04cf0b7c21a,8,Ago,8.8
68798c739b36b04cf0b7c21a,9,Sep,7.6
68798c739b36b04cf0b7c21a,10,Oct,8.3
68798c739b36b04cf0b7c21a,11,Nov,9
68798c739b36b04cf0b7c21a,12,Dic,9.1
68798c739b36b04cf0b7c21b,1,Ene,10.6
68798c739b36b04cf0b7c21b,2,Feb,9.4
68798c739b36b04cf0b7c21b,3,Mar,9.2
68798c739b36b04cf0b7c21b,4,Abr,7.9
68798c739b36b04cf0b7c21b,5,May,7.5
68798c739b36b04cf0b7c21b,6,Jun,7
68798c739b36b04cf0b7c21b,7,Jul,7.5
68798c739b36b04cf0b7c21b,8,Ago,7.3
68798c739b36b04cf0b7c21b,9,Sep,6.7
68798c739b36b04cf0b7c21b,10,Oct,7.7
68798c739b36b04cf0b7c21b,11,Nov,8.3
68798c739b36b04cf0b7c21b,12,Dic,10.9
68798c739b36b04cf0b7c21c,1,Ene,10
68798c739b36b04cf0b7c21c,2,Feb,8
68798c739b36b04cf0b7c21c,3,Mar,8.8
68798c739b36b04cf0b7c21c,4,Abr,7.8
68798c739b36b04cf0b7c21c,5,May,7.9
68798c739b36b04cf0b7c21c,6,Jun,7.5
68798c739b36b04cf0b7c21c,7,Jul,8.1
68798c739b36b04cf0b7c21c,8,Ago,8
68798c739b36b04cf0b7c21c,9,Sep,7.2
68798c739b36b04cf0b7c21c,10,Oct,7.7
68798c739b36b04cf0b7c21c,11,Nov,8.5
68798c739b36b04cf0b7c21c,12,Dic,10.5
68798c739b36b04cf0b7c21d,1,Ene,7.6
68798c739b36b04cf0b7c21d,2,Feb,8.7
68798c739b36b04cf0b7c21d,3,Mar,8.9
68798c739b36b04cf0b7c21d,4,Abr,7.8
68798c739b36b04cf0b7c21d,5,May,7
68798c739b36b04cf0b7c21d,6,Jun,6.9
68798c739b36b04cf0b7c21d,7,Jul,7.9
68798c739b36b04cf0b7c21d,8,Ago,9.3
68798c739b36b04cf0b7c21d,9,Sep,7.8
68798c739b36b04cf0b7c21d,10,Oct,8
68798c739b36b04cf0b7c21d,11,Nov,7.4
68798c739b36b04cf0b7c21d,12,Dic,12.7
68798c739b36b04cf0b7c21e,1,Ene,8.3
68798c739b36b04cf0b7c21e,2,Feb,7.3
68798c739b36b04cf0b7c21e,3,Mar,7.9
68798c739b36b04cf0b7c21e,4,Abr,7.8
68798c739b36b04cf0b7c21e,5,May,7.8
68798c739b36b04cf0b7c21e,6,Jun,7.9
68798c739b36b04cf0b7c21e,7,Jul,8.4
68798c739b36b04cf0b7c21e,8,Ago,7.9
68798c739b36b04cf0b7c21e,9,Sep,7.2
68798c739b36b04cf0b7c21e,10,Oct,7.8
68798c739b36b04cf0b7c21e,11,Nov,8.8
68798c739b36b04cf0b7c21e,12,Dic,12.9
68798c739b36b04cf0b7c21f,1,Ene,9.1
68798c739b36b04cf0b7c21f,2,Feb,7.7
68798c739b36b04cf0b7c21f,3,Mar,7.9
68798c739b36b04cf0b7c21f,4,Abr,7.3
68798c739b36b04cf0b7c21f,5,May,7.4
68798c739b36b04cf0b7c21f,6,Jun,7.4
68798c739b36b04cf0b7c21f,7,Jul,8.3
68798c739b36b04cf0b7c21f,8,Ago,8.1
68798c739b36b04cf0b7c21f,9,Sep,7.1
68798c739b36b04cf0b7c21f,10,Oct,7.6
68798c739b36b04cf0b7c21f,11,Nov,8.6
68798c739b36b04cf0b7c21f,12,Dic,13.5
68798c739b36b04cf0b7c220,1,Ene,9.1
68798c739b36b04cf0b7c220,2,Feb,7.7
68798c739b36b04cf0b7c220,3,Mar,8.8
68798c739b36b04cf0b7c220,4,Abr,8.3
68798c739b36b04cf0b7c220,5,May,8.2
68798c739b36b04cf0b7c220,6,Jun,7.6
68798c739b36b04cf0b7c220,7,Jul,8.6
68798c739b36b04cf0b7c220,8,Ago,8.6
68798c739b36b04cf0b7c220,9,Sep,7.7
68798c739b36b04cf0b7c220,10,Oct,7.5
68798c739b36b04cf0b7c220,11,Nov,8.3
68798c739b36b04cf0b7c220,12,Dic,9.6
68798c739b36b04cf0b7c221,1,Ene,8.2
68798c739b36b04cf0b7c221,2,Feb,8.1
68798c739b36b04cf0b7c221,3,Mar,8.1
68798c739b36b04cf0b7c221,4,Abr,7.5
68798c739b36b04cf0b7c221,5,May,7.4
68798c739b36b04cf0b7c221,6,Jun,6.2
68798c739b36b04cf0b7c221,7,Jul,8.9
68798c739b36b04cf0b7c221,8,Ago,6.5
68798c739b36b04cf0b7c221,9,Sep,7.3
68798c739b36b04cf0b7c221,10,Oct,7.1
68798c739b36b04cf0b7c221,11,Nov,6.6
68798c739b36b04cf0b7c221,12,Dic,18.1
68798c739b36b04cf0b7c222,1,Ene,8.6
68798c739b36b04cf0b7c222,2,Feb,7.5
68798c739b36b04cf0b7c222,3,Mar,8
68798c739b36b04cf0b7c222,4,Abr,7.4
68798c739b36b04cf0b7c222,5,May,7.9
68798c739b36b04cf0b7c222,6,Jun,7.7
68798c739b36b04cf0b7c222,7,Jul,8.1
68798c739b36b04cf0b7c222,8,Ago,7.7
68798c739b36b04cf0b7c222,9,Sep,7.1
68798c739b36b04cf0b7c222,10,Oct,8.1
68798c739b36b04cf0b7c222,11,Nov,8.7
68798c739b36b04cf0b7c222,12,Dic,13.2
68798c739b36b04cf0b7c223,1,Ene,8.3
68798c739b36b04cf0b7c223,2,Feb,8
68798c739b36b04cf0b7c223,3,Mar,9.1
68798c739b36b04cf0b7c223,4,Abr,7.5
68798c739b36b04cf0b7c223,5,May,8
68798c739b36b04cf0b7c223,6,Jun,7.6
68798c739b36b04cf0b7c223,7,Jul,8.5
68798c739b36b04cf0b7c223,8,Ago,9.2
68798c739b36b04cf0b7c223,9,Sep,7.8
68798c739b36b04cf0b7c223,10,Oct,7.2
68798c739b36b04cf0b7c223,11,Nov,8.2
68798c739b36b04cf0b7c223,12,Dic,10.6
68798c739b36b04cf0b7c224,1,Ene,8.1
68798c739b36b04cf0b7c224,2,Feb,9.2
68798c739b36b04cf0b7c224,3,Mar,8.9
68798c739b36b04cf0b7c224,4,Abr,8
68798c739b36b04cf0b7c224,5,May,7.7
68798c739b36b04cf0b7c224,6,Jun,7.3
68798c739b36b04cf0b7c224,7,Jul,7.5
68798c739b36b04cf0b7c224,8,Ago,8.8
68798c739b36b04cf0b7c224,9,Sep,8.3
68798c739b36b04cf0b7c224,10,Oct,7.9
68798c739b36b04cf0b7c224,11,Nov,8.3
68798c739b36b04cf0b7c224,12,Dic,10
68798c739b36b04cf0b7c225,1,Ene,9.3
68798c739b36b04cf0b7c225,2,Feb,8
68798c739b36b04cf0b7c225,3,Mar,8.9
68798c739b36b04cf0b7c225,4,Abr,8.3
68798c739b36b04cf0b7c225,5,May,8
68798c739b36b04cf0b7c225,6,Jun,7.6
68798c739b36b04cf0b7c225,7,Jul,8.4
68798c739b36b04cf0b7c225,8,Ago,8.8
68798c739b36b04cf0b7c225,9,Sep,7.7
68798c739b36b04cf0b7c225,10,Oct,7.8
68798c739b36b04cf0b7c225,11,Nov,8.5
68798c739b36b04cf0b7c225,12,Dic,8.7
68798c739b36b04cf0b7c226,1,Ene,11.5
68798c739b36b04cf0b7c226,2,Feb,8.6
68798c739b36b04cf0b7c226,3,Mar,8.7
68798c739b36b04cf0b7c226,4,Abr,7.3
68798c739b36b04cf0b7c226,5,May,6.2
68798c739b36b04cf0b7c226,6,Jun,6
68798c739b36b04cf0b7c226,7,Jul,8.1
68798c739b36b04cf0b7c226,8,Ago,7.9
68798c739b36b04cf0b7c226,9,Sep,6.5
68798c739b36b04cf0b7c226,10,Oct,6.2
68798c739b36b04cf0b7c226,11,Nov,8.1
68798c739b36b04cf0b7c226,12,Dic,14.9
68798c739b36b04cf0b7c227,1,Ene,10.1
68798c739b36b04cf0b7c227,2,Feb,7.9
68798c739b36b04cf0b7c227,3,Mar,7.9
68798c739b36b04cf0b7c227,4,Abr,7.5
68798c739b36b04cf0b7c227,5,May,7.5
68798c739b36b04cf0b7c227,6,Jun,7.5
68798c739b36b04cf0b7c227,7,Jul,8.2
68798c739b36b04cf0b7c227,8,Ago,8
68798c739b36b04cf0b7c227,9,Sep,7.2
68798c739b36b04cf0b7c227,10,Oct,7.8
68798c739b36b04cf0b7c227,11,Nov,8.5
68798c739b36b04cf0b7c227,12,Dic,11.9
68798c739b36b04cf0b7c228,1,Ene,9.1
68798c739b36b04cf0b7c228,2,Feb,8.6
68798c739b36b04cf0b7c228,3,Mar,8.1
68798c739b36b04cf0b7c228,4,Abr,7.1
68798c739b36b04cf0b7c228,5,May,8.6
68798c739b36b04cf0b7c228,6,Jun,7.7
68798c739b36b04cf0b7c228,7,Jul,7.8
68798c739b36b04cf0b7c228,8,Ago,8.3
68798c739b36b04cf0b7c228,9,Sep,8.8
68798c739b36b04cf0b7c228,10,Oct,7.7
68798c739b36b04cf0b7c228,11,Nov,8.4
68798c739b36b04cf0b7c228,12,Dic,9.8
68798c739b36b04cf0b7c230,1,Ene,9.3
68798c739b36b04cf0b7c230,2,Feb,8.5
68798c739b36b04cf0b7c230,3,Mar,8.6
68798c739b36b04cf0b7c230,4,Abr,8.8
68798c739b36b04cf0b7c230,5,May,7.8
68798c739b36b04cf0b7c230,6,Jun,7
68798c739b36b04cf0b7c230,7,Jul,7.5
68798c739b36b04cf0b7c230,8,Ago,7.5
68798c739b36b04cf0b7c230,9,Sep,7.1
68798c739b36b04cf0b7c230,10,Oct,7.7
68798c739b36b04cf0b7c230,11,Nov,9.9
68798c739b36b04cf0b7c230,12,Dic,10.3
68798c739b36b04cf0b7c231,1,Ene,8
68798c739b36b04cf0b7c231,2,Feb,7.8
68798c739b36b04cf0b7c231,3,Mar,7.8
68798c739b36b04cf0b7c231,4,Abr,7.5
68798c739b36b04cf0b7c231,5,May,8.4
68798c739b36b04cf0b7c231,6,Jun,7.9
68798c739b36b04cf0b7c231,7,Jul,8.3
68798c739b36b04cf0b7c231,8,Ago,9
68798c739b36b04cf0b7c231,9,Sep,9.1
68798c739b36b04cf0b7c231,10,Oct,8.7
68798c739b36b04cf0b7c231,11,Nov,8.6
68798c739b36b04cf0b7c231,12,Dic,8.9
68798c739b36b04cf0b7c232,1,Ene,9.1
68798c739b36b04cf0b7c232,2,Feb,7.8
68798c739b36b04cf0b7c232,3,Mar,8.4
68798c739b36b04cf0b7c232,4,Abr,9.6
68798c739b36b04cf0b7c232,5,May,8.1
68798c739b36b04cf0b7c232,6,Jun,7
68798c739b36b04cf0b7c232,7,Jul,7.7
68798c739b36b04cf0b7c232,8,Ago,7.4
68798c739b36b04cf0b7c232,9,Sep,7.6
68798c739b36b04cf0b7c232,10,Oct,8.2
68798c739b36b04cf0b7c232,11,Nov,9.2
68798c739b36b04cf0b7c232,12,Dic,9.9
68798c739b36b04cf0b7c233,1,Ene,9
68798c739b36b04cf0b7c233,2,Feb,8.4
68798c739b36b04cf0b7c233,3,Mar,8.4
68798c739b36b04cf0b7c233,4,Abr,9
68798c739b36b04cf0b7c233,5,May,7.7
68798c739b36b04cf0b7c233,6,Jun,7.1
68798c739b36b04cf0b7c233,7,Jul,7.6
68798c739b36b04cf0b7c233,8,Ago,7.5
68798c739b36b04cf0b7c233,9,Sep,7.2
68798c739b36b04cf0b7c233,10,Oct,7.9
68798c739b36b04cf0b7c233,11,Nov,10.1
68798c739b36b04cf0b7c233,12,Dic,10.1
68798c739b36b04cf0b7c24a,1,Ene,8.1
68798c739b36b04cf0b7c24a,2,Feb,7.6
68798c739b36b04cf0b7c24a,3,Mar,8.7
68798c739b36b04cf0b7c24a,4,Abr,8.1
68798c739b36b04cf0b7c24a,5,May,8.4
68798c739b36b04cf0b7c24a,6,Jun,7.9
68798c739b36b04cf0b7c24a,7,Jul,9
68798c739b36b04cf0b7c24a,8,Ago,8.8
68798c739b36b04cf0b7c24a,9,Sep,7.9
68798c739b36b04cf0b7c24a,10,Oct,8.3
68798c739b36b04cf0b7c24a,11,Nov,8.4
68798c739b36b04cf0b7c24a,12,Dic,8.8
68798c739b36b04cf0b7c24d,1,Ene,8.6
68798c739b36b04cf0b7c24d,2,Feb,8
68798c739b36b04cf0b7c24d,3,Mar,8.5
68798c739b36b04cf0b7c24d,4,Abr,8.4
68798c739b36b04cf0b7c24d,5,May,8.5
68798c739b36b04cf0b7c24d,6,Jun,8.2
68798c739b36b04cf0b7c24d,7,Jul,8.5
68798c739b36b04cf0b7c24d,8,Ago,8.7
68798c739b36b04cf0b7c24d,9,Sep,8
68798c739b36b04cf0b7c24d,10,Oct,8.2
68798c739b36b04cf0b7c24d,11,Nov,8
68798c739b36b04cf0b7c24d,12,Dic,8.4
68798c739b36b04cf0b7c24e,1,Ene,7
68798c739b36b04cf0b7c24e,2,Feb,6.2
68798c739b36b04cf0b7c24e,3,Mar,6.8
68798c739b36b04cf0b7c24e,4,Abr,6.1
68798c739b36b04cf0b7c24e,5,May,9.2
68798c739b36b04cf0b7c24e,6,Jun,11.6
68798c739b36b04cf0b7c24e,7,Jul,14.7
68798c739b36b04cf0b7c24e,8,Ago,13.6
68798c739b36b04cf0b7c24e,9,Sep,9.5
68798c739b36b04cf0b7c24e,10,Oct,5.5
68798c739b36b04cf0b7c24e,11,Nov,4.8
68798c739b36b04cf0b7c24e,12,Dic,5
68798c739b36b04cf0b7c24f,1,Ene,8.8
68798c739b36b04cf0b7c24f,2,Feb,7.7
68798c739b36b04cf0b7c24f,3,Mar,9.1
68798c739b36b04cf0b7c24f,4,Abr,10.1
68798c739b36b04cf0b7c24f,5,May,8.9
68798c739b36b04cf0b7c24f,6,Jun,8.5
68798c739b36b04cf0b7c24f,7,Jul,8.6
68798c739b36b04cf0b7c24f,8,Ago,7.8
68798c739b36b04cf0b7c24f,9,Sep,7.6
68798c739b36b04cf0b7c24f,10,Oct,7.9
68798c739b36b04cf0b7c24f,11,Nov,7.3
68798c739b36b04cf0b7c24f,12,Dic,7.7
68798c739b36b04cf0b7c272,1,Ene,7.6
68798c739b36b04cf0b7c272,2,Feb,7.4
68798c739b36b04cf0b7c272,3,Mar,8.1
68798c739b36b04cf0b7c272,4,Abr,8.3
68798c739b36b04cf0b7c272,5,May,8.4
68798c739b36b04cf0b7c272,6,Jun,8
68798c739b36b04cf0b7c272,7,Jul,8.5
68798c739b36b04cf0b7c272,8,Ago,8.9
68798c739b36b04cf0b7c272,9,Sep,8.2
68798c739b36b04cf0b7c272,10,Oct,8.4
68798c739b36b04cf0b7c272,11,Nov,8.5
68798c739b36b04cf0b7c272,12,Dic,9.7
68798c739b36b04cf0b7c273,1,Ene,8.1
68798c739b36b04cf0b7c273,2,Feb,7.7
68798c739b36b04cf0b7c273,3,Mar,8
68798c739b36b04cf0b7c273,4,Abr,8.1
68798c739b36b04cf0b7c273,5,May,8.6
68798c739b36b04cf0b7c273,6,Jun,7.9
68798c739b36b04cf0b7c273,7,Jul,8.3
68798c739b36b04cf0b7c273,8,Ago,8.1
68798c739b36b04cf0b7c273,9,Sep,8.1
68798c739b36b04cf0b7c273,10,Oct,9.2
