movement_id,periodo,valor,porc
68798c739b36b04cf0b7bfc9,Abr,8.6,84.226804123711
68798c739b36b04cf0b7bfc9,May,8.5,83.247422680412
68798c739b36b04cf0b7bfc9,Jun,8.3,81.288659793814
68798c739b36b04cf0b7bfc9,Jul,8,78.350515463918
68798c739b36b04cf0b7bfc9,Ago,6.9,67.577319587629
68798c739b36b04cf0b7bfc9,Sep,6.1,59.742268041237
68798c739b36b04cf0b7bfc9,Oct,9.2,90.103092783505
68798c739b36b04cf0b7bfc9,Nov,8,78.350515463918
68798c739b36b04cf0b7bfc9,Dic,8.2,80.309278350515
68798c739b36b04cf0b7bfca,Ene,7.9,58.6328125
68798c739b36b04cf0b7bfca,Feb,8.5,63.0859375
68798c739b36b04cf0b7bfca,Mar,8.5,63.0859375
68798c739b36b04cf0b7bfca,Abr,9.4,69.765625
68798c739b36b04cf0b7bfca,May,7.5,55.6640625
68798c739b36b04cf0b7bfca,Jun,6.8,50.46875
68798c739b36b04cf0b7bfca,Jul,6.7,49.7265625
68798c739b36b04cf0b7bfca,Ago,6.5,48.2421875
68798c739b36b04cf0b7bfca,Sep,5.8,43.046875
68798c739b36b04cf0b7bfca,Oct,8.4,62.34375
68798c739b36b04cf0b7bfca,Nov,12.8,95
68798c739b36b04cf0b7bfca,Dic,11.2,83.125
68798c739b36b04cf0b7bfcb,Ene,7.2,67.722772277228
68798c739b36b04cf0b7bfcb,Feb,7.4,69.60396039604
68798c739b36b04cf0b7bfcb,Mar,8.4,79.009900990099
68798c739b36b04cf0b7bfcb,Abr,8.5,79.950495049505
68798c739b36b04cf0b7bfcb,May,8.2,77.128712871287
68798c739b36b04cf0b7bfcb,Jun,8.4,79.009900990099
68798c739b36b04cf0b7bfcb,Jul,8.7,81.831683168317
68798c739b36b04cf0b7bfcb,Ago,7.9,74.306930693069
68798c739b36b04cf0b7bfcb,Sep,6.6,62.079207920792
68798c739b36b04cf0b7bfcb,Oct,8.8,82.772277227723
68798c739b36b04cf0b7bfcb,Nov,9.8,92.178217821782
68798c739b36b04cf0b7bfcb,Dic,10.1,95
68798c739b36b04cf0b7c261,Ene,8.3,58.84328358209
68798c739b36b04cf0b7c261,Feb,8.9,63.097014925373
68798c739b36b04cf0b7c261,Mar,7.6,53.880597014925
68798c739b36b04cf0b7c261,Abr,9.5,67.350746268657
68798c739b36b04cf0b7c261,May,7.2,51.044776119403
68798c739b36b04cf0b7c261,Jun,7.1,50.335820895522
68798c739b36b04cf0b7c261,Jul,8,56.716417910448
68798c739b36b04cf0b7c261,Ago,6,42.537313432836
68798c739b36b04cf0b7c261,Sep,5.8,41.119402985075
68798c739b36b04cf0b7c261,Oct,7.4,52.462686567164
68798c739b36b04cf0b7c261,Nov,13.4,95
68798c739b36b04cf0b7c261,Dic,10.8,76.567164179104
68798c739b36b04cf0b7c262,Ene,8.1,81.86170212766
68798c739b36b04cf0b7c262,Feb,8.1,81.86170212766
68798c739b36b04cf0b7c262,Mar,9.4,95
68798c739b36b04cf0b7c262,Abr,8.5,85.904255319149
68798c739b36b04cf0b7c262,May,8.1,81.86170212766
68798c739b36b04cf0b7c262,Jun,8.4,84.893617021277
68798c739b36b04cf0b7c262,Jul,8.8,88.936170212766
68798c739b36b04cf0b7c262,Ago,7.9,79.840425531915
68798c739b36b04cf0b7c262,Sep,6.3,63.670212765957
68798c739b36b04cf0b7c262,Oct,8.6,86.914893617021
68798c739b36b04cf0b7c262,Nov,8.8,88.936170212766
68798c739b36b04cf0b7c262,Dic,9,90.957446808511
68798c739b36b04cf0b7c263,Ene,9.2,83.238095238095
68798c739b36b04cf0b7c263,Feb,8.8,79.619047619048
68798c739b36b04cf0b7c263,Mar,8.7,78.714285714286
68798c739b36b04cf0b7c263,Abr,7.7,69.666666666667
68798c739b36b04cf0b7c263,May,7.3,66.047619047619
68798c739b36b04cf0b7c263,Jun,7.3,66.047619047619
68798c739b36b04cf0b7c263,Jul,7.2,65.142857142857
68798c739b36b04cf0b7c263,Ago,7.2,65.142857142857
68798c739b36b04cf0b7c263,Sep,6.6,59.714285714286
68798c739b36b04cf0b7c263,Oct,9.9,89.571428571429
68798c739b36b04cf0b7c263,Nov,10.5,95
68798c739b36b04cf0b7c263,Dic,9.6,86.857142857143
68798c739b36b04cf0b7c264,Ene,8.2,78.686868686869
68798c739b36b04cf0b7c264,Feb,8.5,81.565656565657
68798c739b36b04cf0b7c264,Mar,8.9,85.40404040404
68798c739b36b04cf0b7c264,Abr,8.5,81.565656565657
68798c739b36b04cf0b7c264,May,8,76.767676767677
68798c739b36b04cf0b7c264,Jun,8,76.767676767677
68798c739b36b04cf0b7c264,Jul,8.3,79.646464646465
68798c739b36b04cf0b7c264,Ago,7.7,73.888888888889
68798c739b36b04cf0b7c264,Sep,6.5,62.373737373737
68798c739b36b04cf0b7c264,Oct,7.8,74.848484848485
68798c739b36b04cf0b7c264,Nov,9.7,93.080808080808
68798c739b36b04cf0b7c264,Dic,9.9,95
68798c739b36b04cf0b7c265,Ene,8.2,77.9
68798c739b36b04cf0b7c265,Feb,8.6,81.7
68798c739b36b04cf0b7c265,Mar,9.5,90.25
68798c739b36b04cf0b7c265,Abr,8.5,80.75
68798c739b36b04cf0b7c265,May,7.7,73.15
68798c739b36b04cf0b7c265,Jun,7.8,74.1
68798c739b36b04cf0b7c265,Jul,8.3,78.85
68798c739b36b04cf0b7c265,Ago,7.7,73.15
68798c739b36b04cf0b7c265,Sep,5.9,56.05
68798c739b36b04cf0b7c265,Oct,8.4,79.8
68798c739b36b04cf0b7c265,Nov,9.4,89.3
68798c739b36b04cf0b7c265,Dic,10,95
68798c739b36b04cf0b7c266,Ene,8.2,67.155172413793
68798c739b36b04cf0b7c266,Feb,8.7,71.25
68798c739b36b04cf0b7c266,Mar,8.8,72.068965517241
68798c739b36b04cf0b7c266,Abr,8.5,69.612068965517
68798c739b36b04cf0b7c266,May,7.2,58.965517241379
68798c739b36b04cf0b7c266,Jun,7.4,60.603448275862
68798c739b36b04cf0b7c266,Jul,7.2,58.965517241379
68798c739b36b04cf0b7c266,Ago,7.4,60.603448275862
68798c739b36b04cf0b7c266,Sep,6.3,51.594827586207
68798c739b36b04cf0b7c266,Oct,8.7,71.25
68798c739b36b04cf0b7c266,Nov,11.6,95
68798c739b36b04cf0b7c266,Dic,10,81.896551724138
68798c739b36b04cf0b7c045,Ene,8.7,84.336734693878
68798c739b36b04cf0b7c045,Feb,7.8,75.612244897959
68798c739b36b04cf0b7c045,Mar,9,87.244897959184
68798c739b36b04cf0b7c045,Abr,8.1,78.520408163265
68798c739b36b04cf0b7c045,May,8.1,78.520408163265
68798c739b36b04cf0b7c045,Jun,7.5,72.704081632653
68798c739b36b04cf0b7c045,Jul,8.6,83.367346938776
68798c739b36b04cf0b7c045,Ago,9,87.244897959184
68798c739b36b04cf0b7c045,Sep,7.6,73.673469387755
68798c739b36b04cf0b7c045,Oct,7.5,72.704081632653
68798c739b36b04cf0b7c045,Nov,8.3,80.459183673469
68798c739b36b04cf0b7c045,Dic,9.8,95
68798c739b36b04cf0b7c046,Ene,8.7,81.831683168317
68798c739b36b04cf0b7c046,Feb,7.1,66.782178217822
68798c739b36b04cf0b7c046,Mar,9.5,89.356435643564
68798c739b36b04cf0b7c046,Abr,7.9,74.306930693069
68798c739b36b04cf0b7c046,May,10.1,95
68798c739b36b04cf0b7c046,Jun,6.8,63.960396039604
68798c739b36b04cf0b7c046,Jul,10.1,95
68798c739b36b04cf0b7c046,Ago,9.8,92.178217821782
68798c739b36b04cf0b7c046,Sep,9.4,88.415841584158
68798c739b36b04cf0b7c046,Oct,8.5,79.950495049505
68798c739b36b04cf0b7c046,Nov,5.3,49.851485148515
68798c739b36b04cf0b7c046,Dic,6.8,63.960396039604
68798c739b36b04cf0b7c047,Ene,8.5,82.397959183673
68798c739b36b04cf0b7c047,Feb,7.7,74.642857142857
68798c739b36b04cf0b7c047,Mar,9.8,95
68798c739b36b04cf0b7c047,Abr,8.8,85.30612244898
68798c739b36b04cf0b7c047,May,8.4,81.428571428571
68798c739b36b04cf0b7c047,Jun,7.7,74.642857142857
68798c739b36b04cf0b7c047,Jul,8.2,79.489795918367
68798c739b36b04cf0b7c047,Ago,8.8,85.30612244898
