movement_id,year,tdpa
68798c739b36b04cf0b7c21b,2011,2087
68798c739b36b04cf0b7c21b,2012,1977
68798c739b36b04cf0b7c21b,2013,1908
68798c739b36b04cf0b7c21b,2014,2039
68798c739b36b04cf0b7c21b,2015,2029
68798c739b36b04cf0b7c21b,2016,2231
68798c739b36b04cf0b7c21b,2017,2462
68798c739b36b04cf0b7c21b,2018,2680
68798c739b36b04cf0b7c21b,2019,2441
68798c739b36b04cf0b7c21b,2020,2087
68798c739b36b04cf0b7c21b,2021,2364
68798c739b36b04cf0b7c21b,2022,2717
68798c739b36b04cf0b7c21b,2023,2903
68798c739b36b04cf0b7c21b,2024,2783
68798c739b36b04cf0b7c21c,2009,2262
68798c739b36b04cf0b7c21c,2010,274
68798c739b36b04cf0b7c21c,2011,234
68798c739b36b04cf0b7c21c,2012,232
68798c739b36b04cf0b7c21c,2013,227
68798c739b36b04cf0b7c21c,2014,194
68798c739b36b04cf0b7c21c,2015,219
68798c739b36b04cf0b7c21c,2016,256
68798c739b36b04cf0b7c21c,2017,287
68798c739b36b04cf0b7c21c,2018,323
68798c739b36b04cf0b7c21c,2019,301
68798c739b36b04cf0b7c21c,2020,266
68798c739b36b04cf0b7c21c,2021,268
68798c739b36b04cf0b7c21c,2022,290
68798c739b36b04cf0b7c21c,2023,296
68798c739b36b04cf0b7c21c,2024,301
68798c739b36b04cf0b7c21d,2009,286
68798c739b36b04cf0b7c21d,2010,178
68798c739b36b04cf0b7c21d,2011,176
68798c739b36b04cf0b7c21d,2012,169
68798c739b36b04cf0b7c21d,2013,147
68798c739b36b04cf0b7c21d,2014,135
68798c739b36b04cf0b7c21d,2015,122
68798c739b36b04cf0b7c21d,2016,144
68798c739b36b04cf0b7c21d,2017,141
68798c739b36b04cf0b7c21d,2018,167
68798c739b36b04cf0b7c21d,2019,155
68798c739b36b04cf0b7c21d,2020,140
68798c739b36b04cf0b7c21d,2021,13
68798c739b36b04cf0b7c21d,2022,15
68798c739b36b04cf0b7c21d,2023,16
68798c739b36b04cf0b7c21d,2024,15
68798c739b36b04cf0b7c21e,2009,198
68798c739b36b04cf0b7c21e,2010,1410
68798c739b36b04cf0b7c21e,2011,1281
68798c739b36b04cf0b7c21e,2012,1217
68798c739b36b04cf0b7c21e,2013,1328
68798c739b36b04cf0b7c21e,2014,1289
68798c739b36b04cf0b7c21e,2015,1458
68798c739b36b04cf0b7c21e,2016,1733
68798c739b36b04cf0b7c21e,2017,1864
68798c739b36b04cf0b7c21e,2018,2068
68798c739b36b04cf0b7c21e,2019,2337
68798c739b36b04cf0b7c21e,2020,1719
68798c739b36b04cf0b7c21e,2021,203
68798c739b36b04cf0b7c21e,2022,214
68798c739b36b04cf0b7c21e,2023,210
68798c739b36b04cf0b7c21e,2024,200
68798c739b36b04cf0b7c21f,2009,1341
68798c739b36b04cf0b7c21f,2010,2334
68798c739b36b04cf0b7c21f,2011,2087
68798c739b36b04cf0b7c21f,2012,1977
68798c739b36b04cf0b7c21f,2013,1908
68798c739b36b04cf0b7c21f,2014,2039
68798c739b36b04cf0b7c21f,2015,2029
68798c739b36b04cf0b7c21f,2016,2231
68798c739b36b04cf0b7c21f,2017,2462
68798c739b36b04cf0b7c21f,2018,2680
68798c739b36b04cf0b7c21f,2019,2441
68798c739b36b04cf0b7c21f,2020,2087
68798c739b36b04cf0b7c21f,2021,649
68798c739b36b04cf0b7c21f,2022,734
68798c739b36b04cf0b7c21f,2023,732
68798c739b36b04cf0b7c21f,2024,661
68798c739b36b04cf0b7c220,2009,221
68798c739b36b04cf0b7c220,2010,233
68798c739b36b04cf0b7c220,2011,208
68798c739b36b04cf0b7c220,2012,206
68798c739b36b04cf0b7c220,2013,194
68798c739b36b04cf0b7c220,2014,174
68798c739b36b04cf0b7c220,2015,184
68798c739b36b04cf0b7c220,2016,222
68798c739b36b04cf0b7c220,2017,251
68798c739b36b04cf0b7c220,2018,280
68798c739b36b04cf0b7c220,2019,268
68798c739b36b04cf0b7c220,2020,238
68798c739b36b04cf0b7c220,2021,122
68798c739b36b04cf0b7c220,2022,144
68798c739b36b04cf0b7c220,2023,159
68798c739b36b04cf0b7c220,2024,150
68798c739b36b04cf0b7c221,2009,10
68798c739b36b04cf0b7c221,2010,9
68798c739b36b04cf0b7c221,2011,10
68798c739b36b04cf0b7c221,2012,11
68798c739b36b04cf0b7c221,2013,11
68798c739b36b04cf0b7c221,2014,8
68798c739b36b04cf0b7c221,2015,8
68798c739b36b04cf0b7c221,2016,9
68798c739b36b04cf0b7c221,2017,15
68798c739b36b04cf0b7c221,2018,14
68798c739b36b04cf0b7c221,2019,14
68798c739b36b04cf0b7c221,2020,13
68798c739b36b04cf0b7c221,2021,9
68798c739b36b04cf0b7c221,2022,8
68798c739b36b04cf0b7c221,2023,8
68798c739b36b04cf0b7c221,2024,7
68798c739b36b04cf0b7c222,2009,223
68798c739b36b04cf0b7c222,2010,209
68798c739b36b04cf0b7c222,2011,229
68798c739b36b04cf0b7c222,2012,253
68798c739b36b04cf0b7c222,2013,243
68798c739b36b04cf0b7c222,2014,259
68798c739b36b04cf0b7c222,2015,220
68798c739b36b04cf0b7c222,2016,222
68798c739b36b04cf0b7c222,2017,225
68798c739b36b04cf0b7c222,2018,428
68798c739b36b04cf0b7c222,2019,205
68798c739b36b04cf0b7c222,2020,185
68798c739b36b04cf0b7c222,2021,166
68798c739b36b04cf0b7c222,2022,181
68798c739b36b04cf0b7c222,2023,179
68798c739b36b04cf0b7c222,2024,174
68798c739b36b04cf0b7c223,2009,408
68798c739b36b04cf0b7c223,2010,418
68798c739b36b04cf0b7c223,2011,423
68798c739b36b04cf0b7c223,2012,360
68798c739b36b04cf0b7c223,2013,428
68798c739b36b04cf0b7c223,2014,493
68798c739b36b04cf0b7c223,2015,581
68798c739b36b04cf0b7c223,2016,556
68798c739b36b04cf0b7c223,2017,697
68798c739b36b04cf0b7c223,2018,696
68798c739b36b04cf0b7c223,2019,669
68798c739b36b04cf0b7c223,2020,541
68798c739b36b04cf0b7c223,2021,106
68798c739b36b04cf0b7c223,2022,112
68798c739b36b04cf0b7c223,2023,112
68798c739b36b04cf0b7c223,2024,103
68798c739b36b04cf0b7c224,2009,1800
68798c739b36b04cf0b7c224,2010,1825
68798c739b36b04cf0b7c224,2011,1587
68798c739b36b04cf0b7c224,2012,1532
68798c739b36b04cf0b7c224,2013,1623
68798c739b36b04cf0b7c224,2014,1719
68798c739b36b04cf0b7c224,2015,2782
68798c739b36b04cf0b7c224,2016,2899
68798c739b36b04cf0b7c224,2017,3407
68798c739b36b04cf0b7c224,2018,3398
68798c739b36b04cf0b7c224,2019,2543
68798c739b36b04cf0b7c224,2020,2412
68798c739b36b04cf0b7c224,2021,2495
68798c739b36b04cf0b7c224,2022,2737
68798c739b36b04cf0b7c224,2023,2877
68798c739b36b04cf0b7c224,2024,3252
68798c739b36b04cf0b7c225,2009,1800
68798c739b36b04cf0b7c225,2010,1825
68798c739b36b04cf0b7c225,2011,1587
68798c739b36b04cf0b7c225,2012,1532
68798c739b36b04cf0b7c225,2013,1623
68798c739b36b04cf0b7c225,2014,1719
68798c739b36b04cf0b7c225,2015,2782
68798c739b36b04cf0b7c225,2016,2899
68798c739b36b04cf0b7c225,2017,3407
68798c739b36b04cf0b7c225,2018,3398
68798c739b36b04cf0b7c225,2019,2543
68798c739b36b04cf0b7c225,2020,2412
68798c739b36b04cf0b7c225,2021,2495
68798c739b36b04cf0b7c225,2022,2737
68798c739b36b04cf0b7c225,2023,2395
68798c739b36b04cf0b7c225,2024,2282
68798c739b36b04cf0b7c226,2009,37
68798c739b36b04cf0b7c226,2010,42
68798c739b36b04cf0b7c226,2011,36
68798c739b36b04cf0b7c226,2012,34
68798c739b36b04cf0b7c226,2013,34
68798c739b36b04cf0b7c226,2014,31
68798c739b36b04cf0b7c226,2015,36
68798c739b36b04cf0b7c226,2016,40
68798c739b36b04cf0b7c226,2017,49
68798c739b36b04cf0b7c226,2018,56
68798c739b36b04cf0b7c226,2019,64
68798c739b36b04cf0b7c226,2020,44
68798c739b36b04cf0b7c226,2021,49
68798c739b36b04cf0b7c226,2022,70
68798c739b36b04cf0b7c226,2023,49
68798c739b36b04cf0b7c226,2024,48
68798c739b36b04cf0b7c227,2009,439
68798c739b36b04cf0b7c227,2010,458
68798c739b36b04cf0b7c227,2011,497
68798c739b36b04cf0b7c227,2012,432
68798c739b36b04cf0b7c227,2013,486
68798c739b36b04cf0b7c227,2014,560
68798c739b36b04cf0b7c227,2015,632
68798c739b36b04cf0b7c227,2016,606
68798c739b36b04cf0b7c227,2017,696
68798c739b36b04cf0b7c227,2018,772
68798c739b36b04cf0b7c227,2019,822
68798c739b36b04cf0b7c227,2020,539
68798c739b36b04cf0b7c227,2021,592
68798c739b36b04cf0b7c227,2022,904
68798c739b36b04cf0b7c227,2023,715
68798c739b36b04cf0b7c227,2024,684
68798c739b36b04cf0b7c228,2009,70
68798c739b36b04cf0b7c228,2010,80
68798c739b36b04cf0b7c228,2011,50
68798c739b36b04cf0b7c228,2012,49
68798c739b36b04cf0b7c228,2013,58
68798c739b36b04cf0b7c228,2014,67
68798c739b36b04cf0b7c228,2015,97
68798c739b36b04cf0b7c228,2016,108
68798c739b36b04cf0b7c228,2017,137
68798c739b36b04cf0b7c228,2018,164
68798c739b36b04cf0b7c228,2019,189
68798c739b36b04cf0b7c228,2020,117
68798c739b36b04cf0b7c228,2021,129
68798c739b36b04cf0b7c228,2022,208
68798c739b36b04cf0b7c228,2023,131
68798c739b36b04cf0b7c228,2024,129
68798c739b36b04cf0b7c230,2011,592
68798c739b36b04cf0b7c230,2012,735
68798c739b36b04cf0b7c230,2013,697
68798c739b36b04cf0b7c230,2014,2044
68798c739b36b04cf0b7c230,2015,1954
68798c739b36b04cf0b7c230,2016,2138
68798c739b36b04cf0b7c230,2017,2132
68798c739b36b04cf0b7c230,2018,2201
68798c739b36b04cf0b7c230,2019,2480
68798c739b36b04cf0b7c230,2020,2033
68798c739b36b04cf0b7c230,2021,1061
68798c739b36b04cf0b7c230,2022,1301
68798c739b36b04cf0b7c230,2023,1308
68798c739b36b04cf0b7c230,2024,1417
68798c739b36b04cf0b7c231,2011,438
68798c739b36b04cf0b7c231,2012,843
68798c739b36b04cf0b7c231,2013,850
68798c739b36b04cf0b7c231,2014,155
68798c739b36b04cf0b7c231,2015,118
68798c739b36b04cf0b7c231,2016,98
68798c739b36b04cf0b7c231,2017,97
68798c739b36b04cf0b7c231,2018,100
68798c739b36b04cf0b7c231,2019,87
68798c739b36b04cf0b7c231,2020,79
68798c739b36b04cf0b7c231,2021,582
68798c739b36b04cf0b7c231,2022,1039
68798c739b36b04cf0b7c231,2023,906
68798c739b36b04cf0b7c231,2024,948
68798c739b36b04cf0b7c232,2011,93
68798c739b36b04cf0b7c232,2012,117
68798c739b36b04cf0b7c232,2013,112
68798c739b36b04cf0b7c232,2014,282
68798c739b36b04cf0b7c232,2015,279
68798c739b36b04cf0b7c232,2016,277
68798c739b36b04cf0b7c232,2017,244
68798c739b36b04cf0b7c232,2018,252
68798c739b36b04cf0b7c232,2019,137
68798c739b36b04cf0b7c232,2020,159
68798c739b36b04cf0b7c232,2021,128
68798c739b36b04cf0b7c232,2022,151
68798c739b36b04cf0b7c232,2023,147
68798c739b36b04cf0b7c232,2024,150
68798c739b36b04cf0b7c233,2011,692
68798c739b36b04cf0b7c233,2012,873
68798c739b36b04cf0b7c233,2013,858
68798c739b36b04cf0b7c233,2014,808
68798c739b36b04cf0b7c233,2015,956
68798c739b36b04cf0b7c233,2016,1179
68798c739b36b04cf0b7c233,2017,1391
68798c739b36b04cf0b7c233,2018,1597
68798c739b36b04cf0b7c233,2019,1505
68798c739b36b04cf0b7c233,2020,1222
68798c739b36b04cf0b7c233,2021,1531
68798c739b36b04cf0b7c233,2022,1746
68798c739b36b04cf0b7c233,2023,1765
68798c739b36b04cf0b7c233,2024,1919
68798c739b36b04cf0b7c24a,2013,2168
68798c739b36b04cf0b7c24a,2014,2494
68798c739b36b04cf0b7c24a,2015,2798
68798c739b36b04cf0b7c24a,2016,2968
68798c739b36b04cf0b7c24a,2017,2976
68798c739b36b04cf0b7c24a,2018,3351
68798c739b36b04cf0b7c24a,2019,3721
68798c739b36b04cf0b7c24a,2020,3211
68798c739b36b04cf0b7c24a,2021,5076
68798c739b36b04cf0b7c24a,2022,5467
68798c739b36b04cf0b7c24a,2023,5725
68798c739b36b04cf0b7c24a,2024,5863
68798c739b36b04cf0b7c24d,2013,3919
68798c739b36b04cf0b7c24d,2014,4786
68798c739b36b04cf0b7c24d,2015,5441
68798c739b36b04cf0b7c24d,2016,6135
68798c739b36b04cf0b7c24d,2017,6355
68798c739b36b04cf0b7c24d,2018,6673
68798c739b36b04cf0b7c24d,2019,8825
68798c739b36b04cf0b7c24d,2020,7629
68798c739b36b04cf0b7c24d,2021,6451
68798c739b36b04cf0b7c24d,2022,6825
68798c739b36b04cf0b7c24d,2023,7679
68798c739b36b04cf0b7c24d,2024,6645
68798c739b36b04cf0b7c24e,2013,141
68798c739b36b04cf0b7c24e,2014,172
68798c739b36b04cf0b7c24e,2015,461
68798c739b36b04cf0b7c24e,2016,498
68798c739b36b04cf0b7c24e,2017,524
68798c739b36b04cf0b7c24e,2018,558
68798c739b36b04cf0b7c24e,2019,535
68798c739b36b04cf0b7c24e,2020,554
68798c739b36b04cf0b7c24e,2021,542
68798c739b36b04cf0b7c24e,2022,626
68798c739b36b04cf0b7c24e,2023,1479
68798c739b36b04cf0b7c24e,2024,886
68798c739b36b04cf0b7c24f,2013,421
68798c739b36b04cf0b7c24f,2014,447
68798c739b36b04cf0b7c24f,2015,190
68798c739b36b04cf0b7c24f,2016,227
68798c739b36b04cf0b7c24f,2017,245
68798c739b36b04cf0b7c24f,2018,241
68798c739b36b04cf0b7c24f,2019,320
68798c739b36b04cf0b7c24f,2020,269
68798c739b36b04cf0b7c24f,2021,329
68798c739b36b04cf0b7c24f,2022,320
68798c739b36b04cf0b7c24f,2023,291
68798c739b36b04cf0b7c24f,2024,227
68798c739b36b04cf0b7c272,2017,3342
68798c739b36b04cf0b7c272,2018,3687
68798c739b36b04cf0b7c272,2019,3701
68798c739b36b04cf0b7c272,2020,1814
68798c739b36b04cf0b7c272,2021,14667
68798c739b36b04cf0b7c272,2022,16264
68798c739b36b04cf0b7c272,2023,16374
68798c739b36b04cf0b7c272,2024,17190
68798c739b36b04cf0b7c273,2017,15773
68798c739b36b04cf0b7c273,2018,17540
68798c739b36b04cf0b7c273,2019,18439
68798c739b36b04cf0b7c273,2020,12306
68798c739b36b04cf0b7c273,2021,816
68798c739b36b04cf0b7c273,2022,1098
68798c739b36b04cf0b7c273,2023,1098
68798c739b36b04cf0b7c273,2024,1269
68798c739b36b04cf0b7c274,2017,9394
68798c739b36b04cf0b7c274,2018,10722
68798c739b36b04cf0b7c274,2019,11690
68798c739b36b04cf0b7c274,2020,569
68798c739b36b04cf0b7c274,2021,9876
68798c739b36b04cf0b7c274,2022,11790
68798c739b36b04cf0b7c274,2023,11923
68798c739b36b04cf0b7c274,2024,12516
68798c739b36b04cf0b7c281,2018,3653
68798c739b36b04cf0b7c281,2019,4110
68798c739b36b04cf0b7c281,2020,4430
68798c739b36b04cf0b7c281,2021,202
68798c739b36b04cf0b7c281,2022,168
68798c739b36b04cf0b7c281,2023,210
68798c739b36b04cf0b7c281,2024,196
68798c739b36b04cf0b7c282,2009,0
68798c739b36b04cf0b7c282,2010,0
68798c739b36b04cf0b7c282,2011,0
68798c739b36b04cf0b7c282,2012,0
68798c739b36b04cf0b7c282,2013,0
68798c739b36b04cf0b7c282,2014,0
68798c739b36b04cf0b7c282,2015,0
68798c739b36b04cf0b7c282,2016,0
68798c739b36b04cf0b7c282,2017,0
68798c739b36b04cf0b7c282,2018,0
68798c739b36b04cf0b7c282,2019,0
68798c739b36b04cf0b7c282,2020,0
68798c739b36b04cf0b7c282,2021,0
68798c739b36b04cf0b7c282,2022,0
68798c739b36b04cf0b7c282,2023,0
68798c739b36b04cf0b7c282,2024,479
68798c739b36b04cf0b7c283,2018,777
68798c739b36b04cf0b7c283,2019,839
68798c739b36b04cf0b7c283,2020,913
68798c739b36b04cf0b7c283,2021,4747
68798c739b36b04cf0b7c283,2022,5418
68798c739b36b04cf0b7c283,2023,6012
68798c739b36b04cf0b7c283,2024,6224
68798c739b36b04cf0b7c284,2018,660
68798c739b36b04cf0b7c284,2019,649
68798c739b36b04cf0b7c284,2020,722
68798c739b36b04cf0b7c284,2021,782
68798c739b36b04cf0b7c284,2022,743
68798c739b36b04cf0b7c284,2023,792
68798c739b36b04cf0b7c284,2024,902
68798c739b36b04cf0b7c285,2019,121
68798c739b36b04cf0b7c285,2020,390
68798c739b36b04cf0b7c285,2021,525
68798c739b36b04cf0b7c285,2022,325
68798c739b36b04cf0b7c285,2023,384
68798c739b36b04cf0b7c285,2024,350
68798c739b36b04cf0b7c286,2018,17
68798c739b36b04cf0b7c286,2019,72
68798c739b36b04cf0b7c286,2020,131
68798c739b36b04cf0b7c286,2021,524
68798c739b36b04cf0b7c286,2022,325
68798c739b36b04cf0b7c286,2023,462
68798c739b36b04cf0b7c286,2024,332
68798c739b36b04cf0b7c287,2018,5086
68798c739b36b04cf0b7c287,2019,5554
68798c739b36b04cf0b7c287,2020,4131
68798c739b36b04cf0b7c287,2021,23
68798c739b36b04cf0b7c287,2022,32
68798c739b36b04cf0b7c287,2023,43
68798c739b36b04cf0b7c287,2024,44
68798c739b36b04cf0b7c288,2009,0
68798c739b36b04cf0b7c288,2010,0
68798c739b36b04cf0b7c288,2011,0
68798c739b36b04cf0b7c288,2012,0
68798c739b36b04cf0b7c288,2013,0
68798c739b36b04cf0b7c288,2014,0
68798c739b36b04cf0b7c288,2015,0
68798c739b36b04cf0b7c288,2016,0
68798c739b36b04cf0b7c288,2017,0
68798c739b36b04cf0b7c288,2018,0
68798c739b36b04cf0b7c288,2019,0
68798c739b36b04cf0b7c288,2020,0
68798c739b36b04cf0b7c288,2021,0
68798c739b36b04cf0b7c288,2022,0
68798c739b36b04cf0b7c288,2023,0
68798c739b36b04cf0b7c288,2024,46
68798c739b36b04cf0b7c289,2018,830
68798c739b36b04cf0b7c289,2019,1020
68798c739b36b04cf0b7c289,2020,672
68798c739b36b04cf0b7c289,2021,25
68798c739b36b04cf0b7c289,2022,29
68798c739b36b04cf0b7c289,2023,40
68798c739b36b04cf0b7c289,2024,41
68798c739b36b04cf0b7c28a,2019,121
68798c739b36b04cf0b7c28a,2020,390
68798c739b36b04cf0b7c28a,2021,49
68798c739b36b04cf0b7c28a,2022,59
68798c739b36b04cf0b7c28a,2023,90
68798c739b36b04cf0b7c28a,2024,84
68798c739b36b04cf0b7c290,2018,33
68798c739b36b04cf0b7c290,2019,121
68798c739b36b04cf0b7c290,2020,390
68798c739b36b04cf0b7c290,2021,202
68798c739b36b04cf0b7c290,2022,171
68798c739b36b04cf0b7c290,2023,691
68798c739b36b04cf0b7c290,2024,416
68798c739b36b04cf0b7c291,2018,33
68798c739b36b04cf0b7c291,2019,121
68798c739b36b04cf0b7c291,2020,390
68798c739b36b04cf0b7c291,2021,202
68798c739b36b04cf0b7c291,2022,171
68798c739b36b04cf0b7c291,2023,691
68798c739b36b04cf0b7c291,2024,67
68798c739b36b04cf0b7c292,2018,17
68798c739b36b04cf0b7c292,2019,18
68798c739b36b04cf0b7c292,2020,17
68798c739b36b04cf0b7c292,2021,37
68798c739b36b04cf0b7c292,2022,43
68798c739b36b04cf0b7c292,2023,58
68798c739b36b04cf0b7c292,2024,59
68798c739b36b04cf0b7c293,2018,7
68798c739b36b04cf0b7c293,2019,24
68798c739b36b04cf0b7c293,2020,20
68798c739b36b04cf0b7c293,2021,34
68798c739b36b04cf0b7c293,2022,36
68798c739b36b04cf0b7c293,2023,42
68798c739b36b04cf0b7c293,2024,47
68798c739b36b04cf0b7c294,2019,65
68798c739b36b04cf0b7c294,2020,40
68798c739b36b04cf0b7c294,2021,23
68798c739b36b04cf0b7c294,2022,32
68798c739b36b04cf0b7c294,2023,56
68798c739b36b04cf0b7c294,2024,50
68798c739b36b04cf0b7c295,2018,33
68798c739b36b04cf0b7c295,2019,133
68798c739b36b04cf0b7c295,2020,131
68798c739b36b04cf0b7c295,2021,782
68798c739b36b04cf0b7c295,2022,743
68798c739b36b04cf0b7c295,2023,1216
68798c739b36b04cf0b7c295,2024,1183
68798c739b36b04cf0b7c296,2018,17
68798c739b36b04cf0b7c296,2019,32
68798c739b36b04cf0b7c296,2020,25
68798c739b36b04cf0b7c296,2021,34
68798c739b36b04cf0b7c296,2022,36
68798c739b36b04cf0b7c296,2023,36
68798c739b36b04cf0b7c296,2024,43
68798c739b36b04cf0b7c297,2009,0
68798c739b36b04cf0b7c297,2010,0
68798c739b36b04cf0b7c297,2011,0
68798c739b36b04cf0b7c297,2012,0
68798c739b36b04cf0b7c297,2013,0
68798c739b36b04cf0b7c297,2014,0
68798c739b36b04cf0b7c297,2015,0
68798c739b36b04cf0b7c297,2016,0
68798c739b36b04cf0b7c297,2017,0
68798c739b36b04cf0b7c297,2018,0
68798c739b36b04cf0b7c297,2019,0
68798c739b36b04cf0b7c297,2020,0
68798c739b36b04cf0b7c297,2021,0
68798c739b36b04cf0b7c297,2022,0
68798c739b36b04cf0b7c297,2023,0
68798c739b36b04cf0b7c297,2024,41
68798c739b36b04cf0b7c298,2018,7
68798c739b36b04cf0b7c298,2019,23
68798c739b36b04cf0b7c298,2020,28
68798c739b36b04cf0b7c298,2021,122
68798c739b36b04cf0b7c298,2022,138
68798c739b36b04cf0b7c298,2023,200
68798c739b36b04cf0b7c298,2024,206
68798c739b36b04cf0b7c299,2019,18
68798c739b36b04cf0b7c299,2020,17
68798c739b36b04cf0b7c299,2021,25
68798c739b36b04cf0b7c299,2022,28
68798c739b36b04cf0b7c299,2023,40
68798c739b36b04cf0b7c299,2024,35
68798c739b36b04cf0b7c29a,2018,615
68798c739b36b04cf0b7c29a,2019,759
68798c739b36b04cf0b7c29a,2020,672
68798c739b36b04cf0b7c29a,2021,4748
68798c739b36b04cf0b7c29a,2022,5419
68798c739b36b04cf0b7c29a,2023,6550
68798c739b36b04cf0b7c29a,2024,6567
68798c739b36b04cf0b7c29b,2018,4
68798c739b36b04cf0b7c29b,2019,14
68798c739b36b04cf0b7c29b,2020,28
68798c739b36b04cf0b7c29b,2021,37
68798c739b36b04cf0b7c29b,2022,44
68798c739b36b04cf0b7c29b,2023,38
68798c739b36b04cf0b7c29b,2024,39
68798c739b36b04cf0b7c29c,2009,0
68798c739b36b04cf0b7c29c,2010,0
68798c739b36b04cf0b7c29c,2011,0
68798c739b36b04cf0b7c29c,2012,0
68798c739b36b04cf0b7c29c,2013,0
68798c739b36b04cf0b7c29c,2014,0
68798c739b36b04cf0b7c29c,2015,0
68798c739b36b04cf0b7c29c,2016,0
68798c739b36b04cf0b7c29c,2017,0
68798c739b36b04cf0b7c29c,2018,0
68798c739b36b04cf0b7c29c,2019,0
68798c739b36b04cf0b7c29c,2020,0
68798c739b36b04cf0b7c29c,2021,0
68798c739b36b04cf0b7c29c,2022,0
68798c739b36b04cf0b7c29c,2023,0
68798c739b36b04cf0b7c29c,2024,41
68798c739b36b04cf0b7c29d,2018,90
68798c739b36b04cf0b7c29d,2019,127
68798c739b36b04cf0b7c29d,2020,103
68798c739b36b04cf0b7c29d,2021,122
68798c739b36b04cf0b7c29d,2022,138
68798c739b36b04cf0b7c29d,2023,117
68798c739b36b04cf0b7c29d,2024,113
68798c739b36b04cf0b7c29e,2019,24
68798c739b36b04cf0b7c29e,2020,20
68798c739b36b04cf0b7c29e,2021,49
68798c739b36b04cf0b7c29e,2022,59
68798c739b36b04cf0b7c29e,2023,72
68798c739b36b04cf0b7c29e,2024,61
68798c739b36b04cf0b7c2de,2009,7501
68798c739b36b04cf0b7c2de,2010,8094
68798c739b36b04cf0b7c2de,2011,7752
68798c739b36b04cf0b7c2de,2012,7894
68798c739b36b04cf0b7c2de,2013,4170
68798c739b36b04cf0b7c2de,2014,3187
68798c739b36b04cf0b7c2de,2015,3387
68798c739b36b04cf0b7c2de,2016,3439
68798c739b36b04cf0b7c2de,2017,3130
68798c739b36b04cf0b7c2de,2018,3008
68798c739b36b04cf0b7c2de,2019,3301
68798c739b36b04cf0b7c2de,2020,3227
68798c739b36b04cf0b7c2de,2021,2699
68798c739b36b04cf0b7c2de,2022,3402
68798c739b36b04cf0b7c2de,2023,3529
68798c739b36b04cf0b7c2de,2024,3608
68798c739b36b04cf0b7bfe9,2009,3743
68798c739b36b04cf0b7bfe9,2010,4311
68798c739b36b04cf0b7bfe9,2011,4329
68798c739b36b04cf0b7bfe9,2012,8889
68798c739b36b04cf0b7bfe9,2013,6832
68798c739b36b04cf0b7bfe9,2014,8139
68798c739b36b04cf0b7bfe9,2015,9167
68798c739b36b04cf0b7bfe9,2016,11852
68798c739b36b04cf0b7bfe9,2017,15629
68798c739b36b04cf0b7bfe9,2018,20441
68798c739b36b04cf0b7bfe9,2019,16218
68798c739b36b04cf0b7bfe9,2020,15220
68798c739b36b04cf0b7bfe9,2021,16996
68798c739b36b04cf0b7bfe9,2022,17987
68798c739b36b04cf0b7bfe9,2023,18673
68798c739b36b04cf0b7bfe9,2024,19171
68798c739b36b04cf0b7bfea,2009,3743
68798c739b36b04cf0b7bfea,2010,4311
68798c739b36b04cf0b7bfea,2011,4329
68798c739b36b04cf0b7bfea,2012,8889
68798c739b36b04cf0b7bfea,2013,6832
68798c739b36b04cf0b7bfea,2014,8139
68798c739b36b04cf0b7bfea,2015,9167
68798c739b36b04cf0b7bfea,2016,11852
68798c739b36b04cf0b7bfea,2017,15629
68798c739b36b04cf0b7bfea,2018,20441
68798c739b36b04cf0b7bfea,2019,16218
68798c739b36b04cf0b7bfea,2020,15220
68798c739b36b04cf0b7bfea,2021,16237
68798c739b36b04cf0b7bfea,2022,16609
68798c739b36b04cf0b7bfea,2023,16902
68798c739b36b04cf0b7bfea,2024,17185
68798c739b36b04cf0b7bfeb,2009,12777
68798c739b36b04cf0b7bfeb,2010,14651
68798c739b36b04cf0b7bfeb,2011,14679
68798c739b36b04cf0b7bfeb,2012,15741
68798c739b36b04cf0b7bfeb,2013,15429
68798c739b36b04cf0b7bfeb,2014,16232
68798c739b36b04cf0b7bfeb,2015,16324
68798c739b36b04cf0b7bfeb,2016,16721
68798c739b36b04cf0b7bfeb,2017,17385
68798c739b36b04cf0b7bfeb,2018,18646
68798c739b36b04cf0b7bfeb,2019,15634
68798c739b36b04cf0b7bfeb,2020,14268
68798c739b36b04cf0b7bfeb,2021,3438
68798c739b36b04cf0b7bfeb,2022,3696
68798c739b36b04cf0b7bfeb,2023,3891
68798c739b36b04cf0b7bfeb,2024,3514
68798c739b36b04cf0b7bfec,2009,6936
68798c739b36b04cf0b7bfec,2010,6497
68798c739b36b04cf0b7bfec,2011,6146
68798c739b36b04cf0b7bfec,2012,5687
68798c739b36b04cf0b7bfec,2013,5500
68798c739b36b04cf0b7bfec,2014,4523
68798c739b36b04cf0b7bfec,2015,4242
68798c739b36b04cf0b7bfec,2016,4280
68798c739b36b04cf0b7bfec,2017,5778
68798c739b36b04cf0b7bfec,2018,3589
68798c739b36b04cf0b7bfec,2019,3503
68798c739b36b04cf0b7bfec,2020,2930
68798c739b36b04cf0b7bfec,2021,15366
68798c739b36b04cf0b7bfec,2022,16150
68798c739b36b04cf0b7bfec,2023,16677
68798c739b36b04cf0b7bfec,2024,15564
68798c739b36b04cf0b7bfed,2009,4977
68798c739b36b04cf0b7bfed,2010,5650
68798c739b36b04cf0b7bfed,2011,5150
68798c739b36b04cf0b7bfed,2012,5094
