movement_id,plaza_id,caseta,cve,carretera,ruta,movimiento,km,sen,lat,lon,x_pg,y_pg,zona_geo,estado,vta_2024,pct_A,pct_AR,pct_B,pct_C2,pct_C3,pct_C4,pct_C5,pct_C6,pct_C7,pct_C8,pct_C9,pct_VNC,pct_M,rubro
68798c739b36b04cf0b7c1ee,68798c739b36b04cf0b7bfc1,Calpulalpan,243-08,Arco Norte Cd. México,MEX-M40D,Apaxco-Calpulalpan,182.345,0,19.619447,-98.549588,547228.01839128,2169432.5307306,14Q,Hidalgo,2926,63.1,0.2,0,4.8,11.6,3.1,7.6,3.6,0.1,0,3.2,1.4,1.3,casetas
68798c739b36b04cf0b7c1ef,68798c739b36b04cf0b7bfc1,Calpulalpan,243-09,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Calpulalpan,182.345,0,19.619445,-98.549591,547227.70440496,2169432.3085844,14Q,Hidalgo,1987,77.2,0.8,0.3,5.6,8.9,0.5,4.2,0.6,0.1,0,0.2,1.1,0.5,casetas
68798c739b36b04cf0b7c1f0,68798c739b36b04cf0b7bfc1,Calpulalpan,243-10,Arco Norte Cd. México,MEX-M40D,Pachuca-Calpulalpan,182.345,0,19.619446,-98.549589,547227.91382654,2169432.4197959,14Q,Hidalgo,32028,66.4,0.5,0.2,3.5,3.7,1.3,14.4,3.9,0,0.1,3.4,1.5,1.1,casetas
68798c739b36b04cf0b7c1f1,68798c739b36b04cf0b7bfc1,Calpulalpan,243-11,Arco Norte Cd. México,MEX-M40D,Tulancingo-Calpulalpan,182.345,0,19.619447,-98.549589,547227.91353444,2169432.5304538,14Q,Hidalgo,62439,64.5,0.4,0.3,4.8,6.5,0.9,10.3,3.6,0.1,0.1,5.9,2.1,0.5,casetas
68798c739b36b04cf0b7c1f2,68798c739b36b04cf0b7bfc1,Calpulalpan,243-12,Arco Norte Cd. México,MEX-M40D,Sahagún-Calpulalpan,182.345,0,19.619444,-98.549591,547227.70469705,2169432.1979264,14Q,Hidalgo,30284,79.2,0.4,0.3,4.3,2.8,0.3,3.1,0.5,0,0,1.2,6.7,1.2,casetas
68798c739b36b04cf0b7c1f3,68798c739b36b04cf0b7bfc1,Calpulalpan,243-13,Arco Norte Cd. México,MEX-M40D,Sanctórum-Calpulalpan,182.345,0,19.621382,-98.548058,547387.88221404,2169647.0781406,14Q,Hidalgo,182840,70.7,0.2,1.4,3.6,3.1,1.4,7.3,5.6,0.1,0,2.1,4,0.5,casetas
68798c739b36b04cf0b7c1f4,68798c739b36b04cf0b7bfc1,Calpulalpan,243-14,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Calpulalpan,182.345,0,19.62138,-98.548055,547388.19736706,2169646.8576578,14Q,Hidalgo,274943,69,0.2,1,4.9,4,0.9,8.6,2.1,0.1,0,4.6,4.2,0.4,casetas
68798c739b36b04cf0b7c11d,68798c739b36b04cf0b7c11d,San Alejo (Tejocotal),204-01,Ent. Tulancingo-Venta Grande,MEX-132D,Ent. Tulancingo-Venta Grande,112.5,0,20.147472,-98.285748,574646.15174218,2227960.9491066,14Q,Hidalgo,3735310,69.7,0.3,5.2,3.2,4.3,1,6.1,2.3,0.4,0,6.3,0,1.2,casetas
68798c739b36b04cf0b7c11e,68798c739b36b04cf0b7c11d,San Alejo (Tejocotal),204-02,Ent. Tulancingo-Venta Grande,MEX-132D,Ent. Tulancingo-San Alejo,112.5,0,20.146396,-98.286913,574524.90376954,2227841.3474747,14Q,Hidalgo,1459006,83.1,0.6,0.6,4.2,4.7,0.8,2,2.3,0,0,0.5,0,1.2,casetas
68798c739b36b04cf0b7c11f,68798c739b36b04cf0b7c11d,San Alejo (Tejocotal),204-03,Ent. Tulancingo-Venta Grande,MEX-132D,San Alejo-Venta Grande,112.5,0,20.150056,-98.286626,574553.16220773,2228246.5226058,14Q,Hidalgo,953218,80.5,0.5,5.4,4.8,3.2,0.9,1.7,1.2,0.1,0,0.5,0,1.2,casetas
68798c739b36b04cf0b7c14c,68798c739b36b04cf0b7c14c,Atlacomulco,230-01,Arco Norte Cd. México,MEX-M40D,Acambay-Atlacomulco,11.3,0,19.91186,-99.852669,410754.27835758,2201953.9509496,14Q,Hidalgo,223290,56.3,0.3,2.5,6.4,4.3,0.8,20.6,2.5,0.4,0.1,3.1,2.4,0.3,casetas
68798c739b36b04cf0b7c14d,68798c739b36b04cf0b7c14c,Atlacomulco,230-02,Arco Norte Cd. México,MEX-M40D,Jilotepec-Atlacomulco,11.3,0,19.911855,-99.852671,410754.06620823,2201953.3986688,14Q,Hidalgo,139094,63.7,0.1,2.8,6.4,3.3,1,7.8,2.9,0.3,0.2,6.3,4.8,0.4,casetas
68798c739b36b04cf0b7c14e,68798c739b36b04cf0b7c14c,Atlacomulco,230-03,Arco Norte Cd. México,MEX-M40D,Liverpool-Atlacomulco,11.3,0,19.911862,-99.852669,410754.27947948,2201954.1722864,14Q,,509,2.1,0,0,0,1.6,0,2.6,25.7,7.3,2.4,58.3,0,0,casetas
68798c739b36b04cf0b7c14f,68798c739b36b04cf0b7c14c,Atlacomulco,230-04,Arco Norte Cd. México,MEX-M40D,Querétaro-Atlacomulco,11.3,0,19.911862,-99.852669,410754.27947948,2201954.1722864,14Q,Hidalgo,1239068,46.4,0.1,4.9,5.9,5.5,3.5,22.5,2.9,0.6,0.1,6.6,0.7,0.3,casetas
68798c739b36b04cf0b7c150,68798c739b36b04cf0b7c14c,Atlacomulco,230-05,Arco Norte Cd. México,MEX-M40D,Tula II-Atlacomulco,11.3,0,19.911864,-99.852667,410754.48994596,2201954.392562,14Q,Hidalgo,16364,90.8,0.5,0.3,3.1,1.3,0.1,1.3,0.9,0,0,0.1,0.8,0.8,casetas
68798c739b36b04cf0b7c151,68798c739b36b04cf0b7c14c,Atlacomulco,230-06,Arco Norte Cd. México,MEX-M40D,Tula I-Atlacomulco,11.3,0,19.911855,-99.852662,410755.00825887,2201953.3938938,14Q,Hidalgo,76222,50,0.4,1.1,4.4,7.7,1.9,13.9,9,0.1,0.1,10.7,0.2,0.5,casetas
68798c739b36b04cf0b7c152,68798c739b36b04cf0b7c14c,Atlacomulco,230-07,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Atlacomulco,11.3,0,19.91186,-99.852669,410754.27835758,2201953.9509496,14Q,Hidalgo,13367,56,0.4,0.7,2.6,11.5,1.5,4.6,17.3,0.1,0.1,4.3,0.4,0.5,casetas
68798c739b36b04cf0b7c153,68798c739b36b04cf0b7c14c,Atlacomulco,230-08,Arco Norte Cd. México,MEX-M40D,Apaxco-Atlacomulco,11.3,0,19.91186,-99.852669,410754.27835758,2201953.9509496,14Q,Hidalgo,14543,34.1,0.2,0.4,1.8,13.7,4.8,6.9,23.5,0.2,0.1,13.7,0.5,0.1,casetas
68798c739b36b04cf0b7c154,68798c739b36b04cf0b7c14c,Atlacomulco,230-09,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Atlacomulco,11.3,0,19.911855,-99.852674,410753.75219135,2201953.4002605,14Q,Hidalgo,5182,78.7,0.7,1.6,7.2,3.6,2.1,4.1,0.6,0.2,0,0.2,0.3,0.7,casetas
68798c739b36b04cf0b7c155,68798c739b36b04cf0b7c14c,Atlacomulco,230-10,Arco Norte Cd. México,MEX-M40D,Pachuca-Atlacomulco,11.3,0,19.911851,-99.852676,410753.54060294,2201952.9586481,14Q,Hidalgo,85829,65.5,0.4,0.8,4,8.1,2.6,9.4,3.7,0.5,0.1,4,0.3,0.6,casetas
68798c739b36b04cf0b7c156,68798c739b36b04cf0b7c14c,Atlacomulco,230-11,Arco Norte Cd. México,MEX-M40D,Tulancingo-Atlacomulco,11.3,0,19.911865,-99.852674,410753.7578009,2201954.5069443,14Q,Hidalgo,69576,53.4,0.5,1.3,3.8,4.9,1.9,6.3,3.8,0.3,0.1,23.1,0.2,0.4,casetas
68798c739b36b04cf0b7c157,68798c739b36b04cf0b7c14c,Atlacomulco,230-12,Arco Norte Cd. México,MEX-M40D,Sahagún-Atlacomulco,11.3,0,19.911855,-99.85266,410755.21760345,2201953.3928327,14Q,Hidalgo,6988,16.4,0.3,0.2,1.3,1.2,2,14.9,17.7,1.4,0.7,43.4,0.1,0.4,casetas
68798c739b36b04cf0b7c158,68798c739b36b04cf0b7c14c,Atlacomulco,230-13,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Atlacomulco,11.3,0,19.911848,-99.852662,410755.00433224,2201952.6192151,14Q,Hidalgo,6380,58.4,0.7,1.1,4.2,5.1,4.9,14,3.2,0.6,0.1,7.1,0.2,0.4,casetas
68798c739b36b04cf0b7c159,68798c739b36b04cf0b7c14c,Atlacomulco,230-14,Arco Norte Cd. México,MEX-M40D,Sanctórum-Atlacomulco,11.3,0,19.91185,-99.852671,410754.06340346,2201952.8453269,14Q,Hidalgo,69662,47.1,0.4,0.9,6.2,6.1,2.5,20.4,7.8,1.4,0.1,6.5,0.2,0.4,casetas
68798c739b36b04cf0b7c15a,68798c739b36b04cf0b7c14c,Atlacomulco,230-15,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Atlacomulco,11.3,0,19.911855,-99.852655,410755.74096492,2201953.3901799,14Q,Hidalgo,231718,45.3,0.3,3.5,4.4,4.4,2.3,20.5,3.9,1,0.2,11.7,2.1,0.4,casetas
68798c739b36b04cf0b7c15b,68798c739b36b04cf0b7c15b,Acambay,231-01,Arco Norte Cd. México,MEX-M40D,Atlacomulco-Acambay,13,0,19.923426,-99.844231,411643.92793127,2203229.4854435,14Q,Hidalgo,258024,60.1,0.3,2.5,5.4,3.9,1.6,17.1,3.8,0.3,0,2.2,2.4,0.4,casetas
68798c739b36b04cf0b7c15c,68798c739b36b04cf0b7c15b,Acambay,231-02,Arco Norte Cd. México,MEX-M40D,Jilotepec-Acambay,13,0,19.923426,-99.844231,411643.92793127,2203229.4854435,14Q,Hidalgo,56441,67.3,0.2,14,4.4,5.3,0.3,2,1,0,0,0.1,4.8,0.6,casetas
68798c739b36b04cf0b7c15d,68798c739b36b04cf0b7c15b,Acambay,231-03,Arco Norte Cd. México,MEX-M40D,Querétaro-Acambay,13,0,19.923428,-99.844229,411644.13837169,2203229.7057291,14Q,Hidalgo,102257,78.4,0.2,1.6,4.5,3.2,0.9,7.6,0.8,0,0,0.5,1.7,0.6,casetas
68798c739b36b04cf0b7c15e,68798c739b36b04cf0b7c15b,Acambay,231-04,Arco Norte Cd. México,MEX-M40D,Tula II-Acambay,13,0,19.92343,-99.844231,411643.93015411,2203229.9281169,14Q,Hidalgo,3613,93.7,0.1,0.1,1.4,0.6,0,0.1,0.1,0,0,0.1,3.5,0.3,casetas
68798c739b36b04cf0b7c15f,68798c739b36b04cf0b7c15b,Acambay,231-05,Arco Norte Cd. México,MEX-M40D,Tula I-Acambay,13,0,19.923433,-99.844236,411643.40849876,2203230.2627497,14Q,Hidalgo,10029,75.1,0.6,0.4,8.4,4.7,2,4.8,2.7,0,0,0.4,0.6,0.3,casetas
68798c739b36b04cf0b7c160,68798c739b36b04cf0b7c15b,Acambay,231-06,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Acambay,13,0,19.923428,-99.844229,411644.13837169,2203229.7057291,14Q,Hidalgo,1933,68.7,0.7,0,5.7,6.8,0.9,3.9,12,0,0,0.2,0.6,0.5,casetas
68798c739b36b04cf0b7c161,68798c739b36b04cf0b7c15b,Acambay,231-07,Arco Norte Cd. México,MEX-M40D,Apaxco-Acambay,13,0,19.923428,-99.844229,411644.13837169,2203229.7057291,14Q,Hidalgo,1710,56.4,1.1,0,3.6,21,0.2,2.8,12.9,0.1,0,0.9,0.8,0.2,casetas
68798c739b36b04cf0b7c162,68798c739b36b04cf0b7c15b,Acambay,231-08,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Acambay,13,0,19.923434,-99.844227,411644.35103492,2203230.368688,14Q,Hidalgo,1615,86,0.6,0.2,9,1.4,0.9,1.4,0.1,0,0,0.1,0.2,0.1,casetas
68798c739b36b04cf0b7c163,68798c739b36b04cf0b7c15b,Acambay,231-09,Arco Norte Cd. México,MEX-M40D,Pachuca-Acambay,13,0,19.923428,-99.844231,411643.92904269,2203229.7067802,14Q,Hidalgo,7896,83.2,0.4,0.8,6.5,2.3,1.2,4.3,0.6,0,0.1,0.1,0.3,0.2,casetas
68798c739b36b04cf0b7c164,68798c739b36b04cf0b7c15b,Acambay,231-10,Arco Norte Cd. México,MEX-M40D,Tulancingo-Acambay,13,0,19.92343,-99.844227,411644.3488121,2203229.9260147,14Q,Hidalgo,5290,79.5,0.7,0.3,7.2,4.8,0.8,4.4,1,0,0,0.8,0.2,0.3,casetas
68798c739b36b04cf0b7c165,68798c739b36b04cf0b7c15b,Acambay,231-11,Arco Norte Cd. México,MEX-M40D,Sahagún-Acambay,13,0,19.92343,-99.844231,411643.93015411,2203229.9281169,14Q,Hidalgo,446,44.8,1.3,0,2.5,2,0.9,30.3,5.2,2.5,0,10.3,0,0.2,casetas
68798c739b36b04cf0b7c166,68798c739b36b04cf0b7c15b,Acambay,231-12,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Acambay,13,0,19.92343,-99.844231,411643.93015411,2203229.9281169,14Q,Hidalgo,840,64.9,1,0.4,5.7,7.3,2.7,14.9,1.9,0,0,0.4,0.2,0.6,casetas
68798c739b36b04cf0b7c167,68798c739b36b04cf0b7c15b,Acambay,231-13,Arco Norte Cd. México,MEX-M40D,Sanctórum-Acambay,13,0,19.923426,-99.844229,411644.13726027,2203229.4843924,14Q,Hidalgo,3546,58.7,0.5,1.2,9.7,8.7,3.1,13.6,3.6,0.1,0,0.7,0,0.1,casetas
68798c739b36b04cf0b7c168,68798c739b36b04cf0b7c15b,Acambay,231-14,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Acambay,13,0,19.923434,-99.844233,411643.72304796,2203230.3718414,14Q,Hidalgo,14146,38.8,0.2,1.8,4.8,4.2,1.1,13.7,2.4,0.1,0,1.4,31.1,0.4,casetas
68798c739b36b04cf0b7c16d,68798c739b36b04cf0b7c16d,Jilotepec,233-01,Arco Norte Cd. México,MEX-M40D,Atlacomulco-Jilotepec,48.7,0,19.976583,-99.531517,444391.71051244,2208978.0964759,14Q,Hidalgo,140844,65.4,0.2,2.6,6.7,3.4,1.1,5.7,1.7,0.1,0,7.9,5.2,0,casetas
68798c739b36b04cf0b7c16e,68798c739b36b04cf0b7c16d,Jilotepec,233-02,Arco Norte Cd. México,MEX-M40D,Acambay-Jilotepec,48.7,0,19.976583,-99.531517,444391.71051244,2208978.0964759,14Q,Hidalgo,64483,68.8,0.2,12.1,5.8,4.7,0.3,1.7,0.6,0,0,0.1,5.2,0.5,casetas
68798c739b36b04cf0b7c16f,68798c739b36b04cf0b7c16d,Jilotepec,233-03,Arco Norte Cd. México,MEX-M40D,Querétaro-Jilotepec,48.7,0,19.976583,-99.531518,444391.60588828,2208978.0968075,14Q,Hidalgo,369486,67.5,0.1,4.9,5.1,4,0.5,11.1,1.1,0.1,0.1,1.2,2.7,1.6,casetas
68798c739b36b04cf0b7c170,68798c739b36b04cf0b7c16d,Jilotepec,233-04,Arco Norte Cd. México,MEX-M40D,Tula II-Jilotepec,48.7,0,19.976583,-99.531517,444391.71051244,2208978.0964759,14Q,Hidalgo,80989,91.4,0.1,1.5,2.6,0.6,0.1,0.1,0.2,0,0,0,1.2,2.2,casetas
68798c739b36b04cf0b7c171,68798c739b36b04cf0b7c16d,Jilotepec,233-05,Arco Norte Cd. México,MEX-M40D,Tula I-Jilotepec,48.7,0,19.976584,-99.53152,444391.39699069,2208978.2081341,14Q,Hidalgo,100287,75.9,0.5,3,8.1,4.4,0.5,3,2.2,0,0,0.4,0.2,1.8,casetas
68798c739b36b04cf0b7c172,68798c739b36b04cf0b7c16d,Jilotepec,233-06,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Jilotepec,48.7,0,19.976584,-99.531519,444391.50161485,2208978.2078025,14Q,Hidalgo,7027,21.3,1.2,7,14.6,9.2,15.8,4.6,14.5,0,0,0.1,0.8,10.9,casetas
68798c739b36b04cf0b7c173,68798c739b36b04cf0b7c16d,Jilotepec,233-07,Arco Norte Cd. México,MEX-M40D,Apaxco-Jilotepec,48.7,0,19.976584,-99.531519,444391.50161485,2208978.2078025,14Q,Hidalgo,11285,61.9,0.2,0.3,2.8,7.2,10,4.6,9.4,0,0,0.6,1.2,1.8,casetas
68798c739b36b04cf0b7c174,68798c739b36b04cf0b7c16d,Jilotepec,233-08,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Jilotepec,48.7,0,19.976582,-99.531518,444391.60553755,2208977.9861441,14Q,Hidalgo,6232,89.7,0.4,0.2,4.5,2.3,0.2,0.7,0,0,0,0.1,0.2,1.7,casetas
68798c739b36b04cf0b7c175,68798c739b36b04cf0b7c16d,Jilotepec,233-09,Arco Norte Cd. México,MEX-M40D,Pachuca-Jilotepec,48.7,0,19.976583,-99.53152,444391.39663996,2208978.0974707,14Q,Hidalgo,38263,82.5,0.4,0.5,6.7,3.1,0.4,3.3,0.6,0,0,1.6,0.2,0.7,casetas
68798c739b36b04cf0b7c176,68798c739b36b04cf0b7c16d,Jilotepec,233-10,Arco Norte Cd. México,MEX-M40D,Tulancingo-Jilotepec,48.7,0,19.976585,-99.531518,444391.60658974,2208978.3181343,14Q,Hidalgo,16607,80,0.6,1.5,7.6,2.7,0.1,2.7,1.9,0.2,0,2.2,0.1,0.4,casetas
68798c739b36b04cf0b7c177,68798c739b36b04cf0b7c16d,Jilotepec,233-11,Arco Norte Cd. México,MEX-M40D,Sahagún-Jilotepec,48.7,0,19.976584,-99.531519,444391.50161485,2208978.2078025,14Q,Hidalgo,1244,54.2,0.2,1,3.5,3.2,0.2,10.3,10.8,0.6,0,14.4,0.6,1,casetas
68798c739b36b04cf0b7c178,68798c739b36b04cf0b7c16d,Jilotepec,233-12,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Jilotepec,48.7,0,19.976584,-99.53152,444391.39699069,2208978.2081341,14Q,Hidalgo,1964,83.6,0.5,0.4,3.6,2.2,0.1,7,0.9,0,0,1.3,0.1,0.3,casetas
68798c739b36b04cf0b7c179,68798c739b36b04cf0b7c16d,Jilotepec,233-13,Arco Norte Cd. México,MEX-M40D,Sanctórum-Jilotepec,48.7,0,19.976586,-99.531516,444391.8161888,2208978.4281345,14Q,Hidalgo,9267,67.9,0.6,2,6.3,3.8,0.9,9.8,1.3,0.3,0,6.5,0.1,0.5,casetas
68798c739b36b04cf0b7c17a,68798c739b36b04cf0b7c16d,Jilotepec,233-14,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Jilotepec,48.7,0,19.976583,-99.531518,444391.60588828,2208978.0968075,14Q,Hidalgo,31361,40.3,0.1,1.8,3.4,3.1,1.5,25.9,4,0.1,0,7.3,12.2,0.3,casetas
68798c739b36b04cf0b7c17b,68798c739b36b04cf0b7c17b,Querétaro,234-01,Arco Norte Cd. México,MEX-M40D,Atlacomulco-Querétaro,55,0,19.998714,-99.487788,448973.93549792,2211413.274543,14Q,Hidalgo,1250772,46.6,0.1,4.9,5.9,5.3,1.3,24.2,1.3,0.4,0,8.6,1.1,0.3,casetas
68798c739b36b04cf0b7c17c,68798c739b36b04cf0b7c17b,Querétaro,234-02,Arco Norte Cd. México,MEX-M40D,Acambay-Querétaro,55,0,19.998701,-99.487779,448974.8727902,2211411.8331816,14Q,Hidalgo,110437,79.6,0.2,1.7,4.5,3,0.7,7.1,0.5,0,0,0.4,1.6,0.7,casetas
68798c739b36b04cf0b7c17d,68798c739b36b04cf0b7c17b,Querétaro,234-03,Arco Norte Cd. México,MEX-M40D,Jilotepec-Querétaro,55,0,19.998708,-99.487787,448974.03817363,2211412.6102599,14Q,Hidalgo,330338,60.1,0.1,8.4,4.7,5.2,0.8,13.2,0.5,0,0,2.1,3,1.9,casetas
68798c739b36b04cf0b7c17e,68798c739b36b04cf0b7c17b,Querétaro,234-04,Arco Norte Cd. México,MEX-M40D,Tula II-Querétaro,55,0,20.000566,-99.48996,448747.3241471,2211618.8856842,14Q,Hidalgo,101592,84.4,0.3,0.4,1.9,2,0.1,2.2,0.7,0,0,0.1,6.5,1.4,casetas
68798c739b36b04cf0b7c17f,68798c739b36b04cf0b7c17b,Querétaro,234-05,Arco Norte Cd. México,MEX-M40D,Tula I-Querétaro,55,0,20.000568,-99.489958,448747.53401006,2211619.1063985,14Q,Hidalgo,249867,56.8,0.4,1.3,3.7,6.1,1.2,15,4.9,0.3,0.1,8.7,1,0.5,casetas
68798c739b36b04cf0b7c180,68798c739b36b04cf0b7c17b,Querétaro,234-06,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Querétaro,55,0,20.000567,-99.489951,448748.265941,2211618.9935936,14Q,Hidalgo,58920,56,0.5,0.5,3,11.6,1.6,7.7,12.8,0.1,0,4.6,0.9,0.7,casetas
68798c739b36b04cf0b7c181,68798c739b36b04cf0b7c17b,Querétaro,234-07,Arco Norte Cd. México,MEX-M40D,Apaxco-Querétaro,55,0,20.000567,-99.489951,448748.265941,2211618.9935936,14Q,Hidalgo,56790,36.8,0.2,0.4,2.4,12.2,4.5,13.7,18.3,0.4,0,10.6,0.2,0.3,casetas
68798c739b36b04cf0b7c182,68798c739b36b04cf0b7c17b,Querétaro,234-08,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Querétaro,55,0,20.000567,-99.489951,448748.265941,2211618.9935936,14Q,Hidalgo,18975,74.6,0.6,1.6,4.8,4.6,1.8,9.1,0.7,0.1,0,0.7,0.9,0.5,casetas
68798c739b36b04cf0b7c183,68798c739b36b04cf0b7c17b,Querétaro,234-09,Arco Norte Cd. México,MEX-M40D,Pachuca-Querétaro,55,0,20.000552,-99.489957,448747.63343902,2211617.3354824,14Q,Hidalgo,362297,60,0.4,3.3,4,5.9,1.8,16.2,2.6,0.4,0.1,4.5,0.4,0.4,casetas
68798c739b36b04cf0b7c184,68798c739b36b04cf0b7c17b,Querétaro,234-10,Arco Norte Cd. México,MEX-M40D,Tulancingo-Querétaro,55,0,20.000559,-99.489957,448747.63570477,2211618.1101243,14Q,Hidalgo,222496,58,0.6,2,3.4,6.7,3.4,10.5,5.3,0.7,0.1,8.6,0.2,0.5,casetas
68798c739b36b04cf0b7c185,68798c739b36b04cf0b7c17b,Querétaro,234-11,Arco Norte Cd. México,MEX-M40D,Sahagún-Querétaro,55,0,20.00056,-99.489956,448747.74063625,2211618.2204815,14Q,Hidalgo,30760,18.6,0.1,0.5,2.1,2.3,3.2,36.8,13,2,0.3,20.9,0.1,0.1,casetas
68798c739b36b04cf0b7c186,68798c739b36b04cf0b7c17b,Querétaro,234-12,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Querétaro,55,0,20.000559,-99.489957,448747.63570477,2211618.1101243,14Q,Hidalgo,38413,44.6,0.6,0.9,4.5,5.5,3,20.6,5.1,0.7,0.1,13.7,0.4,0.3,casetas
68798c739b36b04cf0b7c187,68798c739b36b04cf0b7c17b,Querétaro,234-13,Arco Norte Cd. México,MEX-M40D,Sanctórum-Querétaro,55,0,19.99631,-99.490373,448702.74252296,2211148.0298943,14Q,Hidalgo,343253,37.7,0.3,1.8,4.1,8.3,2.8,23.9,6.2,2.3,0.1,12.2,0.1,0.2,casetas
68798c739b36b04cf0b7c188,68798c739b36b04cf0b7c17b,Querétaro,234-14,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Querétaro,55,0,20.000566,-99.489966,448746.69650028,2211618.88752,14Q,Hidalgo,906801,35.2,0.3,4,4.4,5.7,1.8,33.3,4,0.9,0.1,9.4,0.6,0.3,casetas
68798c739b36b04cf0b7c189,68798c739b36b04cf0b7c189,Tula II,235-01,Arco Norte Cd. México,MEX-M40D,Atlacomulco-Tula II,70,0,20.070334,-99.368273,461493.6540927,2219306.9583166,14Q,Hidalgo,20552,83.3,0.5,0.7,2.8,1.8,0.2,1.7,0.2,0,0,0.3,7.8,0.7,casetas
68798c739b36b04cf0b7c18a,68798c739b36b04cf0b7c189,Tula II,235-02,Arco Norte Cd. México,MEX-M40D,Acambay-Tula II,70,0,20.070335,-99.368273,461493.6543368,2219307.0689792,14Q,Hidalgo,4403,94.3,0.3,0.1,2.5,0.8,0,0.2,0.2,0,0,0,0.9,0.7,casetas
68798c739b36b04cf0b7c18b,68798c739b36b04cf0b7c189,Tula II,235-03,Arco Norte Cd. México,MEX-M40D,Jilotepec-Tula II,70,0,20.070345,-99.368261,461494.91150192,2219308.1728381,14Q,Hidalgo,89687,91.2,0.1,2.2,2.6,0.5,0.4,0.4,0,0,0,0,0.8,1.8,casetas
68798c739b36b04cf0b7c18c,68798c739b36b04cf0b7c189,Tula II,235-04,Arco Norte Cd. México,MEX-M40D,Querétaro-Tula II,70,0,20.07034,-99.368264,461494.59660042,2219307.6202167,14Q,Hidalgo,115194,87.4,0.3,0.3,2.1,1.5,0.3,1.2,0.3,0,0,0.1,5.3,1.2,casetas
68798c739b36b04cf0b7c18d,68798c739b36b04cf0b7c189,Tula II,235-05,Arco Norte Cd. México,MEX-M40D,Tula I-Tula II,70,0,20.072667,-99.368801,461439.01656019,2219565.2561765,14Q,Hidalgo,92240,72,0.7,0.3,6,2.7,2,6.4,3.4,0,0,0.1,5.4,1,casetas
68798c739b36b04cf0b7c18e,68798c739b36b04cf0b7c189,Tula II,235-06,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Tula II,70,0,20.070349,-99.368263,461494.70335761,2219308.6159499,14Q,Hidalgo,30468,57.7,0.5,0.1,3.2,2,10.2,9.3,12.4,0,0,0,3.8,0.8,casetas
68798c739b36b04cf0b7c18f,68798c739b36b04cf0b7c189,Tula II,235-07,Arco Norte Cd. México,MEX-M40D,Apaxco-Tula II,70,0,20.070349,-99.368263,461494.70335761,2219308.6159499,14Q,Hidalgo,8957,49.4,0.3,0,0.9,3.2,24,6.7,7.7,0,0,0.2,7.3,0.3,casetas
68798c739b36b04cf0b7c190,68798c739b36b04cf0b7c189,Tula II,235-08,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Tula II,70,0,20.072664,-99.368805,461438.59759152,2219564.9251125,14Q,Hidalgo,2956,70.2,0.4,0.2,12,1.8,0.9,5.2,1.4,0,0,0,7,0.9,casetas
68798c739b36b04cf0b7c191,68798c739b36b04cf0b7c189,Tula II,235-09,Arco Norte Cd. México,MEX-M40D,Pachuca-Tula II,70,0,20.072669,-99.36881,461438.07601988,2219565.4795809,14Q,Hidalgo,32592,88.4,0.7,0.2,3.7,0.7,0.7,1.5,0.3,0,0,0.1,3.1,0.6,casetas
68798c739b36b04cf0b7c192,68798c739b36b04cf0b7c189,Tula II,235-10,Arco Norte Cd. México,MEX-M40D,Tulancingo-Tula II,70,0,20.072672,-99.36881,461438.07675333,2219565.8115689,14Q,Hidalgo,5215,84.6,1,0.3,4.8,2,1,1.9,1.1,0,0,0.2,1.9,1.2,casetas
68798c739b36b04cf0b7c193,68798c739b36b04cf0b7c189,Tula II,235-11,Arco Norte Cd. México,MEX-M40D,Sahagún-Tula II,70,0,20.07267,-99.368804,461438.7036172,2219565.5888576,14Q,Hidalgo,326,84.7,0.9,0,0.9,4.3,0.3,3.4,2.8,0,0,0.9,1.5,0.3,casetas
68798c739b36b04cf0b7c194,68798c739b36b04cf0b7c189,Tula II,235-12,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Tula II,70,0,20.072667,-99.368803,461438.80744257,2219565.2566385,14Q,Hidalgo,603,83.1,0.7,0.2,5.5,2.5,3.8,1.5,0.7,0,0,0,1.7,0.3,casetas
