movement_id,plaza_id,caseta,cve,carretera,ruta,movimiento,km,sen,lat,lon,x_pg,y_pg,zona_geo,estado,vta_2024,pct_A,pct_AR,pct_B,pct_C2,pct_C3,pct_C4,pct_C5,pct_C6,pct_C7,pct_C8,pct_C9,pct_VNC,pct_M,rubro
68798c739b36b04cf0b7c26d,68798c739b36b04cf0b7c26d,La Laja,299-01,Libramiento Sur de Guadalajara,MEX-D,Zapotlanejo-Ent. Zapotlanejo,3.2,0,20.585952,-103.10064,697964.95290108,2277478.9391855,13Q,Jalisco,305639,65.7,0.4,0.6,4.8,4.2,1,9.8,2.4,0.5,0.1,4.6,3.8,2.1,casetas
68798c739b36b04cf0b7c26e,68798c739b36b04cf0b7c26d,La Laja,299-02,Libramiento Sur de Guadalajara,MEX-D,Zapotlanejo-Chapala,4.7,0,20.572787,-103.101405,697902.18031847,2276020.4676017,13Q,Jalisco,3607866,31.5,0.3,1.7,3.5,6.7,3.2,26,5.5,1.6,0.5,18.1,1,0.4,casetas
68798c739b36b04cf0b7c26f,68798c739b36b04cf0b7c26f,Chapala,300,Libramiento Sur de Guadalajara,MEX-D,Chapala-Santa Cecilia,30.6,0,20.406358,-103.235669,684102.199805,2257438.4745545,13Q,Jalisco,4260185,38.1,0.3,1.9,3.9,6.7,3.3,21.7,5.6,1.5,0.4,15.1,1.2,0.3,casetas
68798c739b36b04cf0b7c270,68798c739b36b04cf0b7c270,Santa Cecilia,301,Libramiento Sur de Guadalajara,MEX-D,Santa Cecilia-El Arenal,65.5,0,20.441306,-103.544696,651816.09562091,2260990.913431,13Q,Jalisco,1627576,36.8,0.3,3,4.6,8.3,2.6,28.4,4.5,0.8,0.3,8.1,1.8,0.5,casetas
68798c739b36b04cf0b7bfb5,68798c739b36b04cf0b7bfb5,Sahagún,242-03,Arco Norte Cd. México,MEX-M40D,Jilotepec-Sahagún,165,0,19.756052,-98.630506,538710.40522775,2184528.5722465,14Q,Hidalgo,1236,59.7,0.3,1,3.3,4,1.9,9.4,5.3,0,0,13.3,1,0.8,casetas
68798c739b36b04cf0b7bfb6,68798c739b36b04cf0b7bfb5,Sahagún,242-04,Arco Norte Cd. México,MEX-M40D,Querétaro-Sahagún,165,0,19.756052,-98.630507,538710.30046063,2184528.5720181,14Q,Hidalgo,32842,20.6,0.2,0.5,2,3.2,3,39,10.1,0.2,0.1,20.9,0.1,0.1,casetas
68798c739b36b04cf0b7bfb7,68798c739b36b04cf0b7bfb5,Sahagún,242-05,Arco Norte Cd. México,MEX-M40D,Tula II-Sahagún,165,0,19.756047,-98.630506,538710.40643385,2184528.0189527,14Q,Hidalgo,336,91.3,0.3,0.3,0.6,0.3,0.9,2.7,0,0,0,2.7,0.3,0.6,casetas
68798c739b36b04cf0b7bfb8,68798c739b36b04cf0b7bfb5,Sahagún,242-06,Arco Norte Cd. México,MEX-M40D,Tula I-Sahagún,165,0,19.756053,-98.630507,538710.30021941,2184528.6826769,14Q,Hidalgo,3612,67,0.4,0.2,3,3.5,0.5,12.8,4.8,0.1,0,6.4,0.9,0.4,casetas
68798c739b36b04cf0b7bfb9,68798c739b36b04cf0b7bfb5,Sahagún,242-07,Arco Norte Cd. México,MEX-M40D,Atitalaquia-Sahagún,165,0,19.75605,-98.630507,538710.30094307,2184528.3507006,14Q,Hidalgo,1917,76.7,0.6,0,3.5,6.2,0.8,6.4,3.9,0,0,0.9,0.4,0.6,casetas
68798c739b36b04cf0b7bfba,68798c739b36b04cf0b7bfb5,Sahagún,242-08,Arco Norte Cd. México,MEX-M40D,Apaxco-Sahagún,165,0,19.75605,-98.630507,538710.30094307,2184528.3507006,14Q,Hidalgo,3356,50.5,0.4,0,2,13.3,0.4,5.5,14.4,0.1,0,10.8,1.3,1.3,casetas
68798c739b36b04cf0b7bfbb,68798c739b36b04cf0b7bfb5,Sahagún,242-09,Arco Norte Cd. México,MEX-M40D,Ajoloapan-Sahagún,165,0,19.756052,-98.630508,538710.19569351,2184528.5717897,14Q,Hidalgo,1930,52.4,0.1,0.2,17.7,5.6,1.1,11.8,8.2,0,0,0.2,1.8,0.9,casetas
68798c739b36b04cf0b7bfbc,68798c739b36b04cf0b7bfb5,Sahagún,242-10,Arco Norte Cd. México,MEX-M40D,Pachuca-Sahagún,165,0,19.756054,-98.630507,538710.29997819,2184528.7933356,14Q,Hidalgo,24420,63.2,0.2,0.3,6.1,9.1,1,10.3,1.5,0.1,0,6.8,0.6,0.8,casetas
68798c739b36b04cf0b7bfbd,68798c739b36b04cf0b7bfb5,Sahagún,242-11,Arco Norte Cd. México,MEX-M40D,Tulancingo-Sahagún,165,0,19.756053,-98.630508,538710.19545229,2184528.6824485,14Q,Hidalgo,62991,51.6,0.3,0.9,4.5,5,1,16.3,3.4,0.1,0.1,12.7,3.6,0.5,casetas
68798c739b36b04cf0b7bfbe,68798c739b36b04cf0b7bfb5,Sahagún,242-12,Arco Norte Cd. México,MEX-M40D,Calpulalpan-Sahagún,165,0,19.755963,-98.62808,538964.59189635,2184519.279477,14Q,Hidalgo,33811,77.4,0.4,0.2,2.9,10.3,0.3,2.6,0.6,0,0,1.7,2.4,1.2,casetas
68798c739b36b04cf0b7bfbf,68798c739b36b04cf0b7bfb5,Sahagún,242-13,Arco Norte Cd. México,MEX-M40D,Sanctórum-Sahagún,165,0,19.755963,-98.628079,538964.69666355,2184519.2797069,14Q,Hidalgo,36656,71.1,0.3,0.3,4,3.1,0.9,9.3,4.4,0.1,0,4.6,1.1,0.8,casetas
68798c739b36b04cf0b7bfc0,68798c739b36b04cf0b7bfb5,Sahagún,242-14,Arco Norte Cd. México,MEX-M40D,San Martín Texmelucan-Sahagún,165,0,19.755962,-98.62808,538964.59213915,2184519.1688182,14Q,Hidalgo,54911,61.1,0.5,2.4,3.5,3.6,0.7,9.7,3.1,0.1,0,8,6.4,0.9,casetas
68798c739b36b04cf0b7c1eb,68798c739b36b04cf0b7bfb5,Sahagún,242-01,Arco Norte Cd. México,MEX-M40D,Atlacomulco-Sahagún,165,0,19.75605,-98.630507,538710.30094307,2184528.3507006,14Q,Hidalgo,11571,20,0.2,0.2,1.5,2.1,0.9,21.1,5.1,0.3,0.2,42.4,5.5,0.5,casetas
68798c739b36b04cf0b7c1ec,68798c739b36b04cf0b7bfb5,Sahagún,242-02,Arco Norte Cd. México,MEX-M40D,Acambay-Sahagún,165,0,19.756052,-98.630506,538710.40522775,2184528.5722465,14Q,Hidalgo,434,53.4,1.4,0.2,1.4,2.8,0.2,31.8,0.5,0,0,6.7,1.4,0.2,casetas
68798c739b36b04cf0b7c02a,68798c739b36b04cf0b7c02a,Ecatepec,111,Ecatepec-Pirámides,MEX-132D,Ecatepec-Pirámides,1.187,0,19.611647,-99.025666,497308.67943655,2168507.2907204,14Q,Mexico,7771479,75.2,0.1,6.1,3.9,2.4,0.6,5.9,1.1,0.1,0,2.6,0.8,1.2,casetas
68798c739b36b04cf0b7c02b,68798c739b36b04cf0b7c02b,Tepexpan,112,Ecatepec-Pirámides,MEX-132D,Tepexpan-Pirámides,9.725,0,19.616183,-98.948237,505427.68373055,2169009.8436167,14Q,Mexico,1926477,77.1,0.1,1.2,3.8,2.3,0.4,3.4,1,0,0,1,8.4,1.3,casetas
68798c739b36b04cf0b7c05b,68798c739b36b04cf0b7c05b,San Juanico,139,Atlácomulco-Maravatío,MEX-015D,Atlacomulco-Venta de Bravo,103.762,0,19.837801,-99.945463,400995.24017147,2193809.7456843,14Q,Mexico,6061726,61.3,0.8,4,5.1,4.4,1.9,13.3,1.9,0.4,0.1,5.4,0.9,0.5,casetas
68798c739b36b04cf0b7c05c,68798c739b36b04cf0b7c05c,Contepec,140,Atlácomulco-Maravatío,MEX-015D,Venta de Bravo-Maravatío,133.1,0,19.875682,-100.188079,375616.55130394,2198162.846495,14Q,Mexico,5439413,57.4,0.8,4.3,5.5,5,2.1,14.8,2.1,0.5,0.1,6,0.9,0.5,casetas
68798c739b36b04cf0b7c073,68798c739b36b04cf0b7c073,San Cristóbal,153,México-Tizayuca,MEX-085D,Indios Verdes-San Cristóbal Ecatepec,21,0,19.587776,-99.042009,495594.31291792,2165866.1830709,14Q,Ciudad de Mexico,11881138,93.9,0,0.4,1,0.4,0,0.2,0,0,0,0,0,4.1,casetas
68798c739b36b04cf0b7c074,68798c739b36b04cf0b7c074,Revolución,154-01,México-Tizayuca,MEX-085D,Derivador López Portillo,22.8,0,19.60281,-99.038101,496004.53484853,2167529.6745672,14Q,Ciudad de Mexico,11540882,91.1,0.1,0.5,1.8,1,0.1,1.1,0.2,0,0,0.2,0,3.9,casetas
68798c739b36b04cf0b7c075,68798c739b36b04cf0b7c074,Revolución,154-02,México-Tizayuca,MEX-085D,México-Lechería,22.8,0,19.602219,-99.037419,496076.03852545,2167464.2615861,14Q,Ciudad de Mexico,5357459,75.2,0.1,5.7,3.6,2.8,0.4,5.9,1.1,0,0,1.1,0,4.1,casetas
68798c739b36b04cf0b7c076,68798c739b36b04cf0b7c076,Ojo de Agua,155,México-Tizayuca,MEX-085D,Indios Verdes-Tizayuca,25,0,19.618737,-99.029315,496926.18232791,2169291.8980993,14Q,Ciudad de Mexico,23469713,87.2,0,4.2,2.4,1.5,0.1,1.6,0.2,0,0,0.3,0,2.5,casetas
68798c739b36b04cf0b7c077,68798c739b36b04cf0b7c077,Ent. Ojo de Agua,156,México-Tizayuca,MEX-085D,Ent. Ojo de Agua-Tizayuca,30.75,0,19.665194,-99.001896,499801.25253941,2174432.3611253,14Q,Ciudad de Mexico,2099646,93.4,0,0.2,2.4,1,0,0.3,0.1,0,0,0,0,2.6,casetas
68798c739b36b04cf0b7c078,68798c739b36b04cf0b7c078,Peñón y Texcoco,157,Peñón-Texcoco,MEX-136D,Peñón-Texcoco,0,0,19.458466,-99.033653,496467.83854992,2151557.3033676,14Q,Mexico,15044341,86.6,0,3,2.9,2,0.1,1.3,0.4,0,0,0.3,2.2,1.2,casetas
68798c739b36b04cf0b7c08e,68798c739b36b04cf0b7c08e,Lechería,177-01,Lechería-La Venta,MEX-057D,Ent. San Miguel-Lechería,1.36,0,19.604809,-99.205832,478415.63850146,2167763.4370944,14Q,Mexico,992,69.4,0,0,1.8,2.2,0.3,22.3,0.3,0,0,0.1,0,3.6,casetas
68798c739b36b04cf0b7c08f,68798c739b36b04cf0b7c08e,Lechería,177-02,Lechería-La Venta,MEX-057D,Lago de Guadalupe-Lechería,1.36,0,19.604809,-99.205833,478415.53363713,2167763.4372208,14Q,Mexico,1842953,86.7,0,0.9,2.1,0.6,0,0.3,0.1,0,0,0,0,9.3,casetas
68798c739b36b04cf0b7c090,68798c739b36b04cf0b7c08e,Lechería,177-03,Lechería-La Venta,MEX-057D,Chamapa-Lechería,1.36,0,19.604808,-99.205833,478415.53350375,2167763.3265651,14Q,Mexico,158120,54.9,0,0.1,12.4,8.9,1.5,19.7,1.3,0,0,0.1,0,1.1,casetas
68798c739b36b04cf0b7c091,68798c739b36b04cf0b7c08e,Lechería,177-04,Lechería-La Venta,MEX-057D,San Mateo Nopala-Lechería,1.36,0,19.604808,-99.205832,478415.63836808,2167763.3264387,14Q,Mexico,45367,66.3,0,0.2,15.3,9,0.4,5.3,0.4,0,0,0,0,3.1,casetas
68798c739b36b04cf0b7c092,68798c739b36b04cf0b7c08e,Lechería,177-05,Lechería-La Venta,MEX-057D,Madín-Lechería,1.36,0,19.604808,-99.205833,478415.53350375,2167763.3265651,14Q,Mexico,249635,89.8,0,0.2,2.8,1.5,0.1,1.3,0.1,0,0,0,0,4.2,casetas
68798c739b36b04cf0b7c093,68798c739b36b04cf0b7c08e,Lechería,177-06,Lechería-La Venta,MEX-057D,Atizapán-Lechería,1.36,0,19.604808,-99.205833,478415.53350375,2167763.3265651,14Q,Mexico,829606,80.6,0,1.6,4.8,2.4,0.1,3.2,0.1,0,0,0.1,0,7.1,casetas
68798c739b36b04cf0b7c094,68798c739b36b04cf0b7c08e,Lechería,177-07,Lechería-La Venta,MEX-057D,Lechería-Retorno,1.36,0,19.604807,-99.205832,478415.63823469,2167763.215783,14Q,Mexico,1967,78.5,0,0,3.8,3.9,1,9.7,0.1,0,0,0.1,0,2.9,casetas
68798c739b36b04cf0b7c095,68798c739b36b04cf0b7c08e,Lechería,177-08,Lechería-La Venta,MEX-057D,Interlomas-Lechería,1.36,0,19.604809,-99.205833,478415.53363713,2167763.4372208,14Q,Mexico,39315,86.9,0,0.1,5.3,2.3,0.3,2.4,0,0,0,0,0,2.7,casetas
68798c739b36b04cf0b7c096,68798c739b36b04cf0b7c08e,Lechería,177-09,Lechería-La Venta,MEX-057D,Huixquilucan-Lechería,1.36,0,19.604809,-99.205832,478415.63850146,2167763.4370944,14Q,Mexico,39597,85.8,0,0.1,6.5,3.2,0.2,1.6,0.1,0,0,0,0,2.5,casetas
68798c739b36b04cf0b7c097,68798c739b36b04cf0b7c08e,Lechería,177-10,Lechería-La Venta,MEX-057D,La Venta-Lechería,1.36,0,19.60481,-99.20583,478415.84836349,2167763.5474972,14Q,Mexico,1113878,74.5,0,1.5,8.8,4.5,0.3,9.1,0.2,0,0,0.8,0,0.3,casetas
68798c739b36b04cf0b7c098,68798c739b36b04cf0b7c08e,Lechería,177-11,Lechería-La Venta,MEX-057D,Lomas Verdes-Lechería,1.36,0,19.604811,-99.205832,478415.63876822,2167763.6584057,14Q,Mexico,27761,87.3,0,4.3,2.2,1.1,0.1,2.1,0,0,0,0.1,0,2.8,casetas
68798c739b36b04cf0b7c099,68798c739b36b04cf0b7c099,Ent. San Miguel,178-01,Lechería-La Venta,MEX-057D,Lago de Guadalupe-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,851492,91.8,0,0.1,1.9,0.7,0.1,0.2,0.1,0,0,0,0,5.1,casetas
68798c739b36b04cf0b7c09a,68798c739b36b04cf0b7c099,Ent. San Miguel,178-02,Lechería-La Venta,MEX-057D,Atizapán-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,695903,89.4,0,0.1,2.7,1.3,0.1,1.1,0.1,0,0,0,0,5.2,casetas
68798c739b36b04cf0b7c09b,68798c739b36b04cf0b7c099,Ent. San Miguel,178-03,Lechería-La Venta,MEX-057D,Madín-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,547056,94.3,0,0,1.2,0.6,0.2,0.4,0.1,0,0,0,0,3.2,casetas
68798c739b36b04cf0b7c09c,68798c739b36b04cf0b7c099,Ent. San Miguel,178-04,Lechería-La Venta,MEX-057D,San Mateo Nopala-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,64314,81.5,0,0.1,8.3,3.5,0.4,2,0.3,0,0,0,0,3.9,casetas
68798c739b36b04cf0b7c09d,68798c739b36b04cf0b7c099,Ent. San Miguel,178-05,Lechería-La Venta,MEX-057D,Chamapa-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,349927,81.7,0,0.1,4.9,3.9,1.3,5.4,0.9,0,0,0.3,0,1.5,casetas
68798c739b36b04cf0b7c09e,68798c739b36b04cf0b7c099,Ent. San Miguel,178-06,Lechería-La Venta,MEX-057D,Huixquilucan-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,97013,91.5,0,0.1,3.3,1.3,0.2,0.5,0.1,0,0,0,0,3,casetas
68798c739b36b04cf0b7c09f,68798c739b36b04cf0b7c099,Ent. San Miguel,178-07,Lechería-La Venta,MEX-057D,Interlomas-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,130143,94.5,0,0.1,1.7,0.4,0.1,0.5,0.1,0,0,0,0,2.6,casetas
68798c739b36b04cf0b7c0a0,68798c739b36b04cf0b7c099,Ent. San Miguel,178-08,Lechería-La Venta,MEX-057D,Lomas Verdes-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,144607,95.3,0,0.3,0.8,0.3,0,0.1,0,0,0,0,0,3.2,casetas
68798c739b36b04cf0b7c0a1,68798c739b36b04cf0b7c099,Ent. San Miguel,178-09,Lechería-La Venta,MEX-057D,La Venta-Ent. San Miguel,4,0,19.635393,-99.205101,478496.36224976,2171147.6435908,14Q,Mexico,3061325,76.3,0,0.6,5.9,3.8,0.7,9.3,0.6,0.1,0,2.3,0,0.4,casetas
68798c739b36b04cf0b7c0a2,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-01,Lechería-La Venta,MEX-057D,Lechería-Lago de Guadalupe,5,0,19.610019,-99.236505,475199.93108188,2168344.1202503,14Q,Mexico,2171219,88.6,0,0.7,1.5,0.4,0,0.1,0,0,0,0,0,8.7,casetas
68798c739b36b04cf0b7c0a3,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-02,Lechería-La Venta,MEX-057D,Ent. San Miguel-Lago de Guadalupe,5,0,19.610019,-99.236504,475200.035943,2168344.120105,14Q,Mexico,600972,91.4,0,0.1,1.8,0.7,0,0.2,0.1,0,0,0,0,5.7,casetas
68798c739b36b04cf0b7c0a4,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-03,Lechería-La Venta,MEX-057D,Ent. San Miguel-Lago de Guadalupe Retorno,5,0,19.610021,-99.236504,475200.03624959,2168344.3414168,14Q,Mexico,2842,92.5,0,0.1,2.5,1.4,0,0.4,0.1,0,0,0.3,0,2.7,casetas
68798c739b36b04cf0b7c0a5,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-04,Lechería-La Venta,MEX-057D,Madín-Lago de Guadalupe,5,0,19.608818,-99.237092,475138.19304139,2168211.3078796,14Q,Mexico,725701,94.3,0,0,1.1,0.3,0,0,0,0,0,0,0,4.3,casetas
68798c739b36b04cf0b7c0a6,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-05,Lechería-La Venta,MEX-057D,San Mateo Nopala-Lago de Guadalupe,5,0,19.60882,-99.237091,475138.29821063,2168211.5290458,14Q,Mexico,50742,83.5,0,0,8.4,3.6,0.1,0.2,0,0,0,0,0,4.2,casetas
68798c739b36b04cf0b7c0a7,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-06,Lechería-La Venta,MEX-057D,Atizapán-Lago de Guadalupe,5,0,19.60882,-99.237091,475138.29821063,2168211.5290458,14Q,Mexico,274187,92.1,0,0.1,1.9,0.7,0,0.2,0,0,0,0,0,5,casetas
68798c739b36b04cf0b7c0a8,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-07,Lechería-La Venta,MEX-057D,Chamapa-Lago de Guadalupe,5,0,19.608817,-99.237091,475138.29774962,2168211.197078,14Q,Mexico,147535,88.3,0,0.1,5.7,2.1,0.1,1,0.1,0,0,0,0,2.6,casetas
68798c739b36b04cf0b7c0a9,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-08,Lechería-La Venta,MEX-057D,La Venta-Lago de Guadalupe,5,0,19.608817,-99.23709,475138.40261152,2168211.1969324,14Q,Mexico,1645691,94,0,0.9,2.7,1.4,0.1,0.5,0.1,0,0,0,0,0.3,casetas
68798c739b36b04cf0b7c0aa,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-09,Lechería-La Venta,MEX-057D,Interlomas-Lago de Guadalupe,5,0,19.608817,-99.237088,475138.61233532,2168211.1966412,14Q,Mexico,58159,94.3,0,0.1,1.5,0.2,0.3,0.1,0,0,0,0,0,3.5,casetas
68798c739b36b04cf0b7c0ab,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-10,Lechería-La Venta,MEX-057D,Huixquilucan-Lago de Guadalupe,5,0,19.608815,-99.237089,475138.50716609,2168210.975475,14Q,Mexico,53247,92.8,0,0,2,0.5,0,0.1,0,0,0,0,0,4.6,casetas
68798c739b36b04cf0b7c0ac,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-11,Lechería-La Venta,MEX-057D,Lago de Guadalupe-Lago de Guadalupe Retorno,5,0,19.608817,-99.237088,475138.61233532,2168211.1966412,14Q,Mexico,2920,90.3,0,0.1,3.2,1.5,0,0.3,0,0,0,0.1,0,4.5,casetas
68798c739b36b04cf0b7c0ad,68798c739b36b04cf0b7c0a2,Lago de Guadalupe,179-12,Lechería-La Venta,MEX-057D,Lomas Verdes-Lago de Guadalupe Retorno,5,0,19.608819,-99.237088,475138.61264266,2168211.417953,14Q,Mexico,253648,95.3,0,0.3,1,0.1,0,0,0,0,0,0,0,3.3,casetas
68798c739b36b04cf0b7c0ae,68798c739b36b04cf0b7c0ae,Atizapán,180-01,Lechería-La Venta,MEX-057D,Lechería-Atizapán,9.85,0,19.582544,-99.271109,471566.4883486,2165309.2419502,14Q,Mexico,661779,79.6,0,1.9,4.4,2.6,0.1,3.5,0.2,0,0,0,0,7.7,casetas
68798c739b36b04cf0b7c0af,68798c739b36b04cf0b7c0ae,Atizapán,180-02,Lechería-La Venta,MEX-057D,Ent. San Miguel-Atizapán,9.85,0,19.582544,-99.271108,471566.59322774,2165309.2417839,14Q,Mexico,558647,85,0,0.2,4.1,2.2,0.1,2,0.6,0,0,0.1,0,5.7,casetas
68798c739b36b04cf0b7c0b0,68798c739b36b04cf0b7c0ae,Atizapán,180-03,Lechería-La Venta,MEX-057D,Madín-Atizapán,9.85,0,19.582544,-99.271108,471566.59322774,2165309.2417839,14Q,Mexico,2354909,86.1,0,1.3,1.1,0.3,0,0,0,0,0,0,0,11.2,casetas
68798c739b36b04cf0b7c0b1,68798c739b36b04cf0b7c0ae,Atizapán,180-04,Lechería-La Venta,MEX-057D,San Mateo Nopala-Atizapán,9.85,0,19.582544,-99.271109,471566.4883486,2165309.2419502,14Q,Mexico,89342,84.2,0,0.3,7.2,1.7,0,0.1,0,0,0,0,0,6.5,casetas
68798c739b36b04cf0b7c0b2,68798c739b36b04cf0b7c0ae,Atizapán,180-05,Lechería-La Venta,MEX-057D,Chamapa-Atizapán,9.85,0,19.582544,-99.271108,471566.59322774,2165309.2417839,14Q,Mexico,273343,87.9,0,0.2,4.3,1.9,0.1,0.8,0.4,0,0,0,0,4.4,casetas
68798c739b36b04cf0b7c0b3,68798c739b36b04cf0b7c0ae,Atizapán,180-06,Lechería-La Venta,MEX-057D,Lago de Guadalupe-Atizapán,9.85,0,19.582544,-99.271109,471566.4883486,2165309.2419502,14Q,Mexico,181298,90.1,0,0.2,2.6,0.6,0,0.4,0,0,0,0,0,6.1,casetas
68798c739b36b04cf0b7c0b4,68798c739b36b04cf0b7c0ae,Atizapán,180-07,Lechería-La Venta,MEX-057D,La Venta-Atizapán,9.85,0,19.582544,-99.271108,471566.59322774,2165309.2417839,14Q,Mexico,951063,87.4,0,0.6,4.8,3,0.1,2.9,0.5,0,0,0.1,0,0.6,casetas
68798c739b36b04cf0b7c0b5,68798c739b36b04cf0b7c0ae,Atizapán,180-08,Lechería-La Venta,MEX-057D,Interlomas-Atizapán,9.85,0,19.582545,-99.271108,471566.59340323,2165309.3524397,14Q,Mexico,73548,89.4,0,0.1,1.6,0.5,0,0.1,0,0,0,0,0,8.3,casetas
68798c739b36b04cf0b7c0b6,68798c739b36b04cf0b7c0ae,Atizapán,180-09,Lechería-La Venta,MEX-057D,Huixquilucan-Atizapán,9.85,0,19.582544,-99.271109,471566.4883486,2165309.2419502,14Q,Mexico,101898,88.7,0,0.1,1.8,1,0,0.1,0,0,0,0,0,8.3,casetas
68798c739b36b04cf0b7c0b7,68798c739b36b04cf0b7c0ae,Atizapán,180-10,Lechería-La Venta,MEX-057D,Atizapán-Atizapán Retorno,9.85,0,19.582544,-99.271108,471566.59322774,2165309.2417839,14Q,Mexico,8470,84.9,0,0.1,2.8,1.8,0,2.5,0.3,0,0,0,0,7.6,casetas
68798c739b36b04cf0b7c0b8,68798c739b36b04cf0b7c0ae,Atizapán,180-11,Lechería-La Venta,MEX-057D,Lomas Verdes-Atizapán,9.85,0,19.582544,-99.271107,471566.69810687,2165309.2416175,14Q,Mexico,816118,89.5,0,0.1,2.2,0.5,0,0.1,0.1,0,0,0,0,7.5,casetas
68798c739b36b04cf0b7c0b9,68798c739b36b04cf0b7c0b9,Madín,181-01,Lechería-La Venta,MEX-057D,Chamapa-Madín,13.8,0,19.544714,-99.277052,470936.41345045,2161124.139101,14Q,Mexico,273509,87.1,0,0.1,4.9,1,0,1.3,0,0,0,0,0,5.6,casetas
68798c739b36b04cf0b7c0ba,68798c739b36b04cf0b7c0b9,Madín,181-02,Lechería-La Venta,MEX-057D,San Mateo Nopala-Madín,13.8,0,19.544712,-99.277052,470936.41309244,2161123.9177902,14Q,Mexico,178665,80,0,0.1,10,2.5,0,0.2,0,0,0,0,0,7.2,casetas
68798c739b36b04cf0b7c0bb,68798c739b36b04cf0b7c0b9,Madín,181-03,Lechería-La Venta,MEX-057D,Lechería-Madín,13.8,0,19.548807,-99.277389,470901.79455684,2161577.1089531,14Q,Mexico,267695,90.6,0,0.2,2.2,1.3,0.1,1,0.2,0,0,0,0,4.4,casetas
68798c739b36b04cf0b7c0bc,68798c739b36b04cf0b7c0b9,Madín,181-04,Lechería-La Venta,MEX-057D,Atizapán-Madín,13.8,0,19.548806,-99.277387,470902.00417958,2161576.9979577,14Q,Mexico,2377940,87,0,1.1,0.8,0.3,0,0,0,0,0,0,0,10.8,casetas
68798c739b36b04cf0b7c0bd,68798c739b36b04cf0b7c0b9,Madín,181-05,Lechería-La Venta,MEX-057D,Lago de Guadalupe-Madín,13.8,0,19.548802,-99.277386,470902.10836355,2161576.555166,14Q,Mexico,588197,93.5,0,0,1.1,0.2,0,0,0,0,0,0,0,5.2,casetas
68798c739b36b04cf0b7c0be,68798c739b36b04cf0b7c0b9,Madín,181-06,Lechería-La Venta,MEX-057D,La Venta-Madín,13.8,0,19.544713,-99.277053,470936.30836781,2161124.0286153,14Q,Mexico,3147306,96.9,0,0.3,1.3,0.5,0,0.5,0.1,0,0,0,0,0.4,casetas
68798c739b36b04cf0b7c0bf,68798c739b36b04cf0b7c0b9,Madín,181-07,Lechería-La Venta,MEX-057D,Interlomas-Madín,13.8,0,19.548806,-99.277388,470901.89927858,2161576.9981277,14Q,Mexico,171730,94.5,0,0.1,1.6,0.1,0,0,0,0,0,0,0,3.7,casetas
68798c739b36b04cf0b7c0c0,68798c739b36b04cf0b7c0b9,Madín,181-08,Lechería-La Venta,MEX-057D,Huixquilucan-Madín,13.8,0,19.544712,-99.277051,470936.51799609,2161123.9176205,14Q,Mexico,156227,93.5,0,0,1.8,0.6,0,0,0,0,0,0,0,4.1,casetas
68798c739b36b04cf0b7c0c1,68798c739b36b04cf0b7c0b9,Madín,181-09,Lechería-La Venta,MEX-057D,Lomas Verdes-Madín,13.8,0,19.544713,-99.277052,470936.41327145,2161124.0284456,14Q,Mexico,433007,95.2,0,0,1.2,0.2,0,0,0,0,0,0,0,3.4,casetas
68798c739b36b04cf0b7c0c2,68798c739b36b04cf0b7c0b9,Madín,181-10,Lechería-La Venta,MEX-057D,Ent. San Miguel-Madín,13.8,0,19.548796,-99.277387,470902.002387,2161575.8914033,14Q,Mexico,446082,93.2,0,0,1.3,0.7,0,0.3,0.3,0,0,0,0,4.2,casetas
68798c739b36b04cf0b7c0c3,68798c739b36b04cf0b7c0c3,San Mateo Nopala,182-01,Lechería-La Venta,MEX-057D,Lechería-San Mateo Nopala,21.2,0,19.48819,-99.311035,467360.12545456,2154875.5790109,14Q,Mexico,45992,69.6,0,0.1,11.9,7,0.9,5.9,0.6,0,0,0.1,0,3.9,casetas
